Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
46.90,21.665,1.011,1023,677,1022
47.01,19.644,-2.021,1022,686,1022
47.12,21.665,2.021,1022,687,1023
47.23,20.654,-1.011,1023,656,1022
47.34,19.644,-1.011,1023,644,1023
47.46,21.665,2.021,1022,656,1023
47.67,20.654,-1.011,1023,639,1022
47.78,21.665,1.011,1022,637,1023
48.50,22.676,1.011,1022,609,1022
48.82,23.687,1.011,1022,551,1023
49.03,24.697,1.011,1022,533,1023
49.14,26.719,2.021,1022,523,1023
49.25,27.729,1.011,1023,491,1022
49.37,29.751,2.021,1023,460,1022
49.48,30.762,1.011,1022,419,1022
49.59,31.772,1.011,1022,382,1022
49.70,33.794,2.021,1022,365,1022
49.81,36.826,3.032,1022,337,1022
49.93,38.848,2.021,1022,322,1023
50.04,40.869,2.021,1023,316,1022
50.15,41.880,1.011,1022,305,1022
50.26,42.891,1.011,1022,301,1023
50.37,43.901,1.011,1022,283,1022
50.48,44.912,1.011,1023,278,1022
50.70,45.923,1.011,1022,272,1022
50.81,46.934,1.011,1022,270,1022
51.02,47.944,1.011,1022,267,1023
51.24,46.934,-1.011,1022,266,1023
51.35,47.944,1.011,1022,266,1023
51.46,46.934,-1.011,1022,266,1023
51.98,45.923,-1.011,1022,265,1022
52.09,48.955,3.032,1022,263,1022
52.30,47.944,-1.011,1023,263,1022
52.42,39.858,-8.086,1023,315,1022
52.53,29.751,-10.107,1022,460,1022
52.64,27.729,-2.021,1023,490,1023
52.76,24.697,-3.032,1022,533,1022
52.87,22.676,-2.021,1022,607,1022
52.98,23.687,1.011,1023,588,1023
53.09,21.665,-2.021,1022,641,1023
53.21,20.654,-1.011,1023,670,1023
54.23,19.644,-1.011,1023,947,1022
54.45,20.654,1.011,1022,1022,1022
54.56,19.644,-1.011,1022,1023,1023
54.77,18.633,-1.011,1022,1022,1022
54.89,19.644,1.011,1023,1023,1023
55.10,20.654,1.011,1022,1023,1022
55.52,19.644,-1.011,1022,1023,1023
55.73,20.654,1.011,1023,1022,1023
55.95,19.644,-1.011,1022,1023,1023
56.06,20.654,1.011,1022,1022,1022
56.17,19.644,-1.011,1022,1023,1023
56.29,20.654,1.011,1022,1022,1022
56.40,19.644,-1.011,1022,1023,1022
56.51,20.654,1.011,1022,1023,1023
56.63,19.644,-1.011,1022,1023,1023
56.74,20.654,1.011,1022,1022,1022
57.06,19.644,-1.011,1023,1022,1023
57.37,20.654,1.011,1022,1023,1022
57.59,19.644,-1.011,1023,1023,1022
57.80,20.654,1.011,1022,1023,1022
57.92,19.644,-1.011,1022,1023,1023
58.03,20.654,1.011,1022,1022,1023
58.14,19.644,-1.011,1022,1022,1023
58.56,20.654,1.011,1023,1022,1022
58.67,19.644,-1.011,1022,1022,1023
58.79,20.654,1.011,1022,1023,1023
58.90,19.644,-1.011,1022,1022,1023
59.01,20.654,1.011,1022,1022,1023
59.13,19.644,-1.011,1022,1022,1023
59.44,20.654,1.011,1022,1023,1022
59.55,19.644,-1.011,1022,1022,1023
60.07,20.654,1.011,1022,1022,1022
60.39,19.644,-1.011,1022,1023,1023
60.50,20.654,1.011,1022,1022,1023
60.72,19.644,-1.011,1022,1023,1023
60.93,18.633,-1.011,1022,1022,1022
61.04,19.644,1.011,1022,1023,1022
61.16,20.654,1.011,1022,1023,1023
61.27,19.644,-1.011,1022,1023,1023
