Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
35.24,19.644,-2.021,1023,1023,821
35.36,20.654,1.011,1023,1022,819
35.67,19.644,-1.011,1023,1023,827
35.78,20.654,1.011,1023,1023,835
36.00,19.644,-1.011,1023,1023,820
36.11,20.654,1.011,1023,1023,821
36.32,19.644,-1.011,1022,1022,832
36.43,20.654,1.011,1023,1022,821
36.75,19.644,-1.011,1023,1023,835
36.86,20.654,1.011,1023,1023,850
36.97,21.665,1.011,1022,1023,848
37.09,19.644,-2.021,1023,1023,865
37.30,20.654,1.011,1023,1023,1022
37.61,19.644,-1.011,1022,1023,1022
37.73,20.654,1.011,1023,1023,1022
37.94,19.644,-1.011,1023,1022,1022
38.16,20.654,1.011,1023,1023,1023
38.37,19.644,-1.011,1022,1023,1023
38.59,21.665,2.021,1022,1023,1023
38.70,18.633,-3.032,1023,1023,1023
38.81,20.654,2.021,1022,1023,1022
39.03,19.644,-1.011,1023,1023,964
39.14,20.654,1.011,1023,1022,969
39.25,21.665,1.011,1022,1023,963
39.36,20.654,-1.011,1022,1023,924
39.48,21.665,1.011,1023,1023,885
39.59,20.654,-1.011,1023,1023,849
39.70,21.665,1.011,1022,1023,809
40.22,23.687,2.021,1023,1023,762
40.63,24.697,1.011,1022,1023,742
40.75,25.708,1.011,1023,1023,738
40.86,26.719,1.011,1022,1023,729
41.07,27.729,1.011,1023,1023,716
41.18,28.740,1.011,1023,1023,710
41.50,29.751,1.011,1022,1023,685
41.61,30.762,1.011,1022,1023,679
41.72,31.772,1.011,1023,1023,678
41.93,33.794,2.021,1022,1023,668
42.04,32.783,-1.011,1023,1022,659
42.16,34.805,2.021,1023,1023,650
42.57,35.815,1.011,1023,1022,625
42.89,36.826,1.011,1023,1023,616
43.00,37.837,1.011,1023,1023,613
43.11,36.826,-1.011,1023,1023,609
43.22,37.837,1.011,1023,1023,607
43.34,36.826,-1.011,1023,1023,607
43.45,38.848,2.021,1023,1023,605
44.07,39.858,1.011,1021,1023,576
44.18,40.869,1.011,1022,1023,572
44.29,39.858,-1.011,1023,1023,567
44.40,40.869,1.011,1023,1022,564
44.52,39.858,-1.011,1022,1023,560
44.63,40.869,1.011,1023,1023,556
44.74,39.858,-1.011,1023,1023,556
44.95,40.869,1.011,1023,1023,555
45.37,41.880,1.011,1023,1023,549
45.58,40.869,-1.011,1022,1023,545
46.00,41.880,1.011,1022,1023,534
46.11,40.869,-1.011,1022,1023,531
46.43,41.880,1.011,1023,1023,523
46.74,40.869,-1.011,1022,1023,519
46.85,41.880,1.011,1022,1023,517
47.07,40.869,-1.011,1021,1022,516
47.18,41.880,1.011,1023,1023,516
47.29,40.869,-1.011,1023,1023,514
47.40,41.880,1.011,1023,1023,512
47.72,42.891,1.011,1023,1023,507
47.83,41.880,-1.011,1023,1023,507
48.15,42.891,1.011,1023,1023,505
48.36,41.880,-1.011,1023,1023,503
48.57,34.805,-7.075,1023,1023,508
48.69,30.762,-4.043,1023,1023,515
48.90,28.740,-2.021,1023,1023,527
49.01,25.708,-3.032,1023,1023,530
49.13,24.697,-1.011,1022,1023,530
49.24,22.676,-2.021,1023,1023,538
49.45,21.665,-1.011,1022,1023,559
49.67,20.654,-1.011,1023,1023,612
50.59,19.644,-1.011,1022,1023,599
50.70,20.654,1.011,1023,1023,699
50.81,19.644,-1.011,1022,1023,790
51.03,20.654,1.011,1023,1023,959
51.14,19.644,-1.011,1023,1023,985
51.35,18.633,-1.011,1023,1023,984
51.57,19.644,1.011,1023,1023,954
52.19,20.654,1.011,1023,1023,559
52.30,21.665,1.011,1022,1023,465
52.41,19.644,-2.021,1023,1023,459
52.52,21.665,2.021,1023,1023,453
52.63,20.654,-1.011,1023,1023,454
52.75,19.644,-1.011,1023,1023,454
53.06,21.665,2.021,1023,1023,431
53.28,22.676,1.011,1023,1023,419
53.49,26.719,4.043,1023,1022,409
53.60,28.740,2.021,1023,1022,404
53.71,30.762,2.021,1023,1023,400
53.93,32.783,2.021,1023,1023,394
54.14,33.794,1.011,1023,1023,390
54.25,34.805,1.011,1023,1023,390
54.36,35.815,1.011,1022,1023,388
54.58,36.826,1.011,1022,1022,385
54.69,37.837,1.011,1023,1022,384
54.80,38.848,1.011,1023,1022,382
55.01,39.858,1.011,1023,1023,380
55.23,40.869,1.011,1023,1023,378
55.34,39.858,-1.011,1022,1023,377
55.45,40.869,1.011,1022,1023,376
55.56,39.858,-1.011,1023,1023,375
55.68,40.869,1.011,1023,1023,374
55.99,41.880,1.011,1023,1023,373
56.20,42.891,1.011,1022,1023,372
56.31,43.901,1.011,1023,1023,372
56.43,42.891,-1.011,1023,1023,371
56.74,43.901,1.011,1023,1022,371
57.06,44.912,1.011,1022,1023,368
57.27,43.901,-1.011,1023,1023,367
57.38,44.912,1.011,1023,1023,366
57.80,45.923,1.011,1023,1023,364
57.91,47.944,2.021,1023,1023,363
58.02,45.923,-2.021,1022,1023,363
58.13,39.858,-6.064,1023,1023,366
58.25,30.762,-9.097,1023,1023,372
58.36,25.708,-5.054,1023,1023,376
58.47,21.665,-4.043,1023,1023,379
58.59,20.654,-1.011,1021,1023,398
58.70,19.644,-1.011,1023,1022,559
59.42,18.633,-1.011,1023,1023,1023
59.63,19.644,1.011,1023,1023,1023
59.95,18.633,-1.011,1022,1023,1022
60.16,20.654,2.021,1023,1023,1023
60.28,19.644,-1.011,1023,1023,1023
60.39,20.654,1.011,1023,1022,1023
60.50,19.644,-1.011,1023,1022,1023
61.02,18.633,-1.011,1022,1023,1022
