timestamped_line
[11:36:49] ▶ Starting baseline phase for 2.5 seconds...
[11:36:49] t (s) | A | B | C | D
[11:36:49] 0.050 | 33441 | 33672 | 75 | 41303
[11:36:49] 0.100 | 33451 | 31943 | 70 | 41337
[11:36:49] 0.150 | 34672 | 32648 | 94 | 41297
[11:36:49] 0.200 | 32236 | 35174 | 92 | 41314
[11:36:49] 0.250 | 29867 | 35753 | 73 | 41348
[11:36:49] 0.300 | 34214 | 35119 | 84 | 41421
[11:36:49] 0.350 | 35751 | 35456 | 85 | 41371
[11:36:49] 0.400 | 37816 | 33138 | 80 | 41383
[11:36:49] 0.450 | 35370 | 32347 | 81 | 41375
[11:36:49] 0.500 | 30927 | 31827 | 88 | 41367
[11:36:49] 0.550 | 31758 | 32190 | 73 | 41397
[11:36:49] 0.600 | 28174 | 31438 | 88 | 41501
[11:36:49] 0.650 | 36310 | 34957 | 87 | 41466
[11:36:49] 0.700 | 32437 | 35961 | 71 | 41484
[11:36:49] 0.750 | 33178 | 29679 | 76 | 41497
[11:36:49] 0.800 | 35763 | 29161 | 70 | 41563
[11:36:49] 0.850 | 30151 | 34468 | 89 | 41565
[11:36:49] 0.900 | 34085 | 35634 | 92 | 41593
[11:36:50] 0.950 | 34535 | 32204 | 72 | 41593
[11:36:50] 1.000 | 27835 | 35184 | 81 | 41601
[11:36:50] 1.050 | 35924 | 40709 | 81 | 41617
[11:36:50] 1.100 | 29971 | 32458 | 102 | 41635
[11:36:50] 1.150 | 32797 | 33878 | 62 | 41656
[11:36:50] 1.200 | 34982 | 33629 | 85 | 41652
[11:36:50] 1.250 | 34842 | 34699 | 80 | 41612
[11:36:50] 1.300 | 34237 | 33834 | 91 | 41723
[11:36:50] 1.350 | 30161 | 34163 | 101 | 41715
[11:36:50] 1.400 | 26834 | 31517 | 91 | 41715
[11:36:50] 1.450 | 35434 | 36718 | 75 | 41690
[11:36:50] 1.500 | 32809 | 35592 | 79 | 41718
[11:36:50] 1.550 | 32781 | 31769 | 92 | 41706
[11:36:50] 1.600 | 36544 | 33215 | 75 | 41700
[11:36:50] 1.650 | 33640 | 33686 | 67 | 41701
[11:36:50] 1.700 | 33125 | 36721 | 77 | 41619
[11:36:50] 1.750 | 31975 | 33683 | 90 | 41642
[11:36:50] 1.800 | 36569 | 30211 | 70 | 41626
[11:36:50] 1.850 | 38020 | 33882 | 80 | 41500
[11:36:50] 1.900 | 33437 | 37854 | 76 | 41523
[11:36:51] 1.950 | 32605 | 34206 | 90 | 41615
[11:36:51] 2.000 | 33776 | 31548 | 102 | 41670
[11:36:51] 2.050 | 34611 | 30926 | 97 | 41731
[11:36:51] 2.100 | 32331 | 34831 | 79 | 41685
[11:36:51] 2.150 | 35495 | 31587 | 79 | 41631
[11:36:51] 2.200 | 35601 | 30427 | 82 | 41615
[11:36:51] 2.250 | 34475 | 38870 | 91 | 41627
[11:36:51] 2.300 | 37891 | 35870 | 78 | 41607
[11:36:51] 2.350 | 31365 | 32498 | 88 | 41613
[11:36:51] 2.400 | 37565 | 31327 | 73 | 41649
[11:36:51] 2.450 | 30660 | 33905 | 90 | 41636
[11:36:51] 2.500 | 36844 | 30745 | 80 | 41687
[11:36:51] ✅ Baseline complete. Starting main recording for 10 seconds...
[11:36:51] 2.550 | 35386 | 28182 | 65 | 41659
[11:36:51] 0.050 | 38919 | 32055 | 79 | 41654
[11:36:51] 0.100 | 32848 | 35090 | 68 | 41635
[11:36:51] 0.150 | 31366 | 36997 | 98 | 41694
