timestamped_line
[11:07:23] ▶ Starting baseline phase for 2.5 seconds...
[11:07:23] t (s) | A | B | C | D
[11:07:23] 0.050 | 29092 | 37955 | 67 | 33343
[11:07:23] 0.100 | 31152 | 32014 | 68 | 33338
[11:07:23] 0.150 | 33273 | 32153 | 60 | 33322
[11:07:23] 0.200 | 28894 | 32345 | 73 | 33287
[11:07:23] 0.250 | 23089 | 31116 | 76 | 33282
[11:07:24] 0.300 | 28385 | 35356 | 85 | 33267
[11:07:24] 0.350 | 33280 | 36505 | 90 | 33234
[11:07:24] 0.400 | 36850 | 35001 | 89 | 33247
[11:07:24] 0.450 | 34301 | 31588 | 82 | 33266
[11:07:24] 0.500 | 30427 | 34646 | 82 | 33277
[11:07:24] 0.550 | 34480 | 33310 | 84 | 33259
[11:07:24] 0.600 | 36646 | 31491 | 73 | 33296
[11:07:24] 0.650 | 29307 | 32099 | 77 | 33333
[11:07:24] 0.700 | 32675 | 32891 | 88 | 33343
[11:07:24] 0.750 | 33435 | 32797 | 93 | 33314
[11:07:24] 0.800 | 35160 | 35936 | 83 | 33346
[11:07:24] 0.850 | 32599 | 35513 | 79 | 33371
[11:07:24] 0.900 | 33254 | 33905 | 66 | 33380
[11:07:24] 0.950 | 34261 | 31350 | 77 | 33355
[11:07:24] 1.000 | 34942 | 34444 | 61 | 33354
[11:07:24] 1.050 | 32977 | 30135 | 72 | 33322
[11:07:24] 1.100 | 31159 | 30948 | 75 | 33309
[11:07:24] 1.150 | 33598 | 34032 | 80 | 33312
[11:07:24] 1.200 | 31737 | 32768 | 79 | 33328
[11:07:24] 1.250 | 30278 | 34511 | 93 | 33324
[11:07:25] 1.300 | 31772 | 26822 | 87 | 33325
[11:07:25] 1.350 | 32392 | 25152 | 88 | 33279
[11:07:25] 1.400 | 32793 | 33289 | 75 | 33292
[11:07:25] 1.450 | 33712 | 32222 | 77 | 33328
[11:07:25] 1.500 | 32210 | 27144 | 63 | 33312
[11:07:25] 1.550 | 33685 | 34499 | 90 | 33336
[11:07:25] 1.600 | 32875 | 34773 | 97 | 33335
[11:07:25] 1.650 | 30978 | 31378 | 85 | 33343
[11:07:25] 1.700 | 29942 | 32215 | 88 | 33378
[11:07:25] 1.750 | 32273 | 31771 | 68 | 33395
[11:07:25] 1.800 | 37116 | 33061 | 65 | 33400
[11:07:25] 1.850 | 30194 | 32985 | 67 | 33397
[11:07:25] 1.900 | 32069 | 34699 | 101 | 33372
[11:07:25] 1.950 | 30649 | 29528 | 98 | 33389
[11:07:25] 2.000 | 31886 | 34421 | 76 | 33370
[11:07:25] 2.050 | 33256 | 30079 | 86 | 33390
[11:07:25] 2.100 | 28602 | 35415 | 77 | 33383
[11:07:25] 2.150 | 37929 | 31830 | 79 | 33390
[11:07:25] 2.200 | 32794 | 32316 | 84 | 33393
[11:07:25] 2.250 | 32099 | 31807 | 96 | 33416
[11:07:26] 2.300 | 27653 | 31516 | 75 | 33388
[11:07:26] 2.350 | 33908 | 32482 | 83 | 33427
[11:07:26] 2.400 | 36015 | 30673 | 82 | 33406
[11:07:26] 2.450 | 33037 | 35257 | 85 | 33406
[11:07:26] 2.500 | 34717 | 29282 | 69 | 33403
[11:07:26] ✅ Baseline complete. Starting main recording for 10 seconds...
[11:07:26] 2.550 | 34312 | 32851 | 75 | 33384
[11:07:26] 0.050 | 27587 | 34682 | 88 | 33353
[11:07:26] 0.100 | 33032 | 30074 | 79 | 33372
[11:07:26] 0.150 | 30019 | 32142 | 82 | 33338
[11:07:26] 0.200 | 32589 | 34005 | 85 | 33337
[11:07:26] 0.250 | 33939 | 31101 | 90 | 33339
[11:07:26] 0.300 | 35721 | 32500 | 78 | 33322
[11:07:26] 0.350 | 29174 | 29502 | 89 | 33348
[11:07:26] 0.400 | 33408 | 30953 | 96 | 33370
[11:07:26] 0.450 | 29575 | 31678 | 62 | 33342
[11:07:26] 0.500 | 33227 | 36109 | 69 | 33331
[11:07:26] 0.550 | 31787 | 32028 | 62 | 33344
