timestamped_line
[12:01:38] ▶ Starting baseline phase for 2.5 seconds...
[12:01:38] t (s) | A | B | C | D
[12:01:38] 0.050 | 29810 | 33978 | 78 | 24762
[12:01:38] 0.100 | 27834 | 29502 | 67 | 24754
[12:01:38] 0.150 | 34420 | 32062 | 93 | 24797
[12:01:38] 0.200 | 31595 | 35196 | 68 | 24792
[12:01:38] 0.250 | 30123 | 35845 | 51 | 24761
[12:01:38] 0.300 | 35459 | 34933 | 82 | 24792
[12:01:38] 0.350 | 32887 | 30995 | 73 | 24774
[12:01:38] 0.400 | 32243 | 32735 | 66 | 24745
[12:01:38] 0.450 | 30062 | 36721 | 75 | 24754
[12:01:38] 0.500 | 30652 | 34877 | 92 | 24736
[12:01:38] 0.550 | 30437 | 34085 | 66 | 24756
[12:01:38] 0.600 | 30586 | 29916 | 74 | 24731
[12:01:38] 0.650 | 33052 | 32422 | 84 | 24700
[12:01:38] 0.700 | 33645 | 38476 | 84 | 24706
[12:01:39] 0.750 | 36216 | 36711 | 68 | 24711
[12:01:39] 0.800 | 32478 | 33188 | 72 | 24712
[12:01:39] 0.850 | 26431 | 29504 | 57 | 24701
[12:01:39] 0.900 | 30929 | 34051 | 87 | 24714
[12:01:39] 0.950 | 31289 | 31070 | 78 | 24728
[12:01:39] 1.000 | 32639 | 31803 | 75 | 24734
[12:01:39] 1.050 | 31677 | 35550 | 79 | 24725
[12:01:39] 1.100 | 28035 | 27400 | 90 | 24719
[12:01:39] 1.150 | 28901 | 30926 | 82 | 24687
[12:01:39] 1.200 | 31540 | 31480 | 66 | 24716
[12:01:39] 1.250 | 31477 | 29597 | 68 | 24731
[12:01:39] 1.300 | 31275 | 33745 | 78 | 24704
[12:01:39] 1.350 | 33283 | 32678 | 81 | 24680
[12:01:39] 1.400 | 37394 | 29598 | 86 | 24677
[12:01:39] 1.450 | 29406 | 34010 | 87 | 24670
[12:01:39] 1.500 | 30002 | 26158 | 85 | 24669
[12:01:39] 1.550 | 29225 | 32207 | 82 | 24659
[12:01:39] 1.600 | 33336 | 35093 | 65 | 24644
[12:01:39] 1.650 | 27675 | 31303 | 68 | 24647
[12:01:39] 1.700 | 31240 | 29011 | 67 | 24640
[12:01:40] 1.750 | 29862 | 34008 | 68 | 24673
[12:01:40] 1.800 | 26354 | 34368 | 71 | 24655
[12:01:40] 1.850 | 24667 | 28635 | 85 | 24663
[12:01:40] 1.900 | 31981 | 32326 | 66 | 24647
[12:01:40] 1.950 | 33931 | 31201 | 66 | 24640
[12:01:40] 2.000 | 33585 | 29134 | 77 | 24661
[12:01:40] 2.050 | 32614 | 29197 | 68 | 24657
[12:01:40] 2.100 | 31381 | 29927 | 74 | 24646
[12:01:40] 2.150 | 29982 | 31826 | 82 | 24632
[12:01:40] 2.200 | 31563 | 29443 | 64 | 24598
[12:01:40] 2.250 | 24474 | 32249 | 78 | 24591
[12:01:40] 2.300 | 30188 | 32634 | 75 | 24598
[12:01:40] 2.350 | 25137 | 27688 | 77 | 24584
[12:01:40] 2.400 | 33688 | 30898 | 81 | 24596
[12:01:40] 2.450 | 33731 | 33327 | 79 | 24621
[12:01:40] 2.500 | 31104 | 31657 | 82 | 24589
[12:01:40] ✅ Baseline complete. Starting main recording for 10 seconds...
[12:01:40] 2.550 | 28743 | 31596 | 76 | 24583
[12:01:40] 0.050 | 30841 | 34509 | 64 | 24597
[12:01:40] 0.100 | 29310 | 29845 | 74 | 24605
[12:01:40] 0.150 | 31200 | 34107 | 91 | 24600
