ADC
2896
2895
2896
2897
2898
2896
2895
2896
2897
2895
2894
2897
2898
2898
2894
2894
2898
2898
2896
2895
2897
2898
2898
2893
2894
2897
2897
2898
2896
2896
2897
2898
2895
2897
2898
2898
2897
2895
2897
2898
2899
2897
2897
2898
2899
2897
2895
2898
2898
2899
2896
2899
2900
2899
2898
2898
2900
2899
2899
2898
2898
2898
2899
2898
2900
2899
2900
2899
2898
2899
2899
2899
2897
2900
2899
2901
2898
2899
2899
2899
2899
2900
2900
2900
2900
2900
2900
2900
2900
2899
2899
2901
2899
2900
2899
2900
2901
2899
2898
2899
2900
2899
2899
2900
2899
2900
2899
2899
2899
2900
2901
2901
2899
2900
2900
2896
2898
2899
2899
2899
2899
2900
2900
2899
2898
2897
2899
2900
2899
2898
2900
2900
2900
2900
2898
2900
2900
2900
2899
