timestamped_line
[18:00:43] ▶ Starting baseline phase for 2.5 seconds...
[18:00:43] t (s) | A | B | C | D
[18:00:43] 0.051 | 36534 | 44637 | 10 | 26162
[18:00:43] 0.101 | 32720 | 34555 | 14 | 26165
[18:00:44] 0.151 | 33984 | 35560 | 15 | 26153
[18:00:44] 0.201 | 37264 | 37972 | 7 | 26142
[18:00:44] 0.251 | 34587 | 37414 | 8 | 26149
[18:00:44] 0.301 | 36456 | 35054 | 10 | 26177
[18:00:44] 0.351 | 33653 | 37480 | 4 | 26158
[18:00:44] 0.401 | 32276 | 34468 | 9 | 26147
[18:00:44] 0.451 | 31246 | 35920 | 9 | 26143
[18:00:44] 0.501 | 34280 | 41325 | 11 | 26151
[18:00:44] 0.551 | 38819 | 39783 | 7 | 26145
[18:00:44] 0.601 | 32925 | 40298 | 8 | 26124
[18:00:44] 0.651 | 36676 | 33354 | 8 | 26144
[18:00:44] 0.701 | 36978 | 38317 | 8 | 26152
[18:00:44] 0.751 | 36229 | 37795 | 7 | 26127
[18:00:44] 0.801 | 33343 | 32616 | 6 | 26150
[18:00:44] 0.851 | 32387 | 34097 | 8 | 26140
[18:00:44] 0.901 | 31197 | 32000 | 10 | 26153
[18:00:44] 0.951 | 35042 | 38957 | 4 | 26147
[18:00:44] 1.001 | 32522 | 32721 | 6 | 26161
[18:00:44] 1.051 | 32994 | 37398 | 13 | 26142
[18:00:44] 1.101 | 38804 | 37458 | 8 | 26149
[18:00:45] 1.151 | 36151 | 37706 | 7 | 26131
[18:00:45] 1.201 | 37566 | 31676 | 7 | 26123
[18:00:45] 1.251 | 36015 | 34943 | 6 | 26109
[18:00:45] 1.301 | 34790 | 40168 | 3 | 26117
[18:00:45] 1.351 | 35883 | 34893 | 10 | 26113
[18:00:45] 1.401 | 36962 | 37186 | 9 | 26126
[18:00:45] 1.451 | 34261 | 40645 | 11 | 26103
[18:00:45] 1.501 | 33876 | 32932 | 11 | 26090
[18:00:45] 1.551 | 32120 | 38940 | 6 | 26088
[18:00:45] 1.601 | 37495 | 38945 | 8 | 26106
[18:00:45] 1.651 | 31280 | 34398 | 6 | 26121
[18:00:45] 1.701 | 32528 | 38843 | 7 | 26090
[18:00:45] 1.751 | 37146 | 37417 | 8 | 26092
[18:00:45] 1.801 | 34387 | 36448 | 10 | 26095
[18:00:45] 1.851 | 35666 | 34632 | 15 | 26117
[18:00:45] 1.901 | 33487 | 35812 | 8 | 26110
[18:00:45] 1.951 | 34144 | 34016 | 5 | 26088
[18:00:45] 2.001 | 33707 | 38322 | 8 | 26123
[18:00:45] 2.051 | 34321 | 37275 | 7 | 26114
[18:00:45] 2.101 | 33883 | 39574 | 10 | 26119
[18:00:46] 2.151 | 34873 | 34588 | 8 | 26104
[18:00:46] 2.201 | 36109 | 36699 | 7 | 26101
[18:00:46] 2.251 | 34311 | 35954 | 7 | 26066
[18:00:46] 2.301 | 34016 | 35938 | 6 | 26088
[18:00:46] 2.351 | 35248 | 37044 | 7 | 26092
[18:00:46] 2.401 | 33795 | 35495 | 6 | 26085
[18:00:46] 2.451 | 32269 | 39613 | 11 | 26080
[18:00:46] ✅ Baseline complete. Starting main recording for 10 seconds...
[18:00:46] 2.501 | 37234 | 37168 | 7 | 26073
[18:00:46] 0.050 | 36690 | 33425 | 9 | 26091
[18:00:46] 0.100 | 34969 | 37341 | 10 | 26077
[18:00:46] 0.150 | 33951 | 34461 | 4 | 26057
[18:00:46] 0.200 | 35859 | 33572 | 16 | 26068
[18:00:46] 0.250 | 34481 | 34031 | 8 | 26062
[18:00:46] 0.300 | 35839 | 36691 | 10 | 26063
[18:00:46] 0.350 | 38891 | 35107 | 6 | 26066
[18:00:46] 0.400 | 34309 | 39633 | 9 | 26063
[18:00:46] 0.450 | 36094 | 40042 | 6 | 26075
[18:00:46] 0.500 | 32441 | 39062 | 11 | 26068
[18:00:46] 0.550 | 37632 | 37978 | 11 | 26107
[18:00:46] 0.600 | 34761 | 36221 | 7 | 26093
[18:00:47] 0.650 | 37119 | 36236 | 6 | 26079
[18:00:47] 0.700 | 30645 | 33958 | 8 | 26095
[18:00:47] 0.750 | 32258 | 36612 | 8 | 26095
[18:00:47] 0.800 | 38713 | 32162 | 7 | 26097
[18:00:47] 0.850 | 34294 | 37070 | 8 | 26094
[18:00:47] 0.900 | 32586 | 39728 | 11 | 26092
[18:00:47] 0.950 | 34387 | 36952 | 8 | 26103
[18:00:47] 1.000 | 39528 | 35974 | 10 | 26078
[18:00:47] 1.050 | 33217 | 37149 | 7 | 26112
[18:00:47] 1.100 | 37922 | 33271 | 11 | 26091
[18:00:47] 1.150 | 32686 | 42457 | 13 | 26087
[18:00:47] 1.200 | 31717 | 35270 | 7 | 26088
[18:00:47] 1.250 | 34744 | 36723 | 11 | 26097
[18:00:47] 1.300 | 37040 | 39347 | 8 | 26074
[18:00:47] 1.350 | 37793 | 33444 | 5 | 26092
[18:00:47] 1.400 | 38736 | 36422 | 10 | 26079
[18:00:47] 1.450 | 32397 | 33791 | 8 | 26046
[18:00:47] 1.500 | 33355 | 33974 | 11 | 26060
[18:00:47] 1.550 | 32048 | 35847 | 12 | 26066
[18:00:47] 1.600 | 35804 | 33732 | 10 | 26053
[18:00:48] 1.650 | 35781 | 35586 | 9 | 26059
[18:00:48] 1.700 | 33079 | 40035 | 4 | 26061
[18:00:48] 1.750 | 32335 | 33208 | 8 | 26048
[18:00:48] 1.800 | 30285 | 34432 | 6 | 26052
[18:00:48] 1.850 | 35893 | 36885 | 11 | 26052
[18:00:48] 1.900 | 35845 | 39407 | 10 | 26051
[18:00:48] 1.950 | 41674 | 36330 | 11 | 26050
[18:00:48] 2.000 | 36893 | 38403 | 11 | 26047
[18:00:48] 2.050 | 35640 | 36096 | 6 | 26041
[18:00:48] 2.100 | 31462 | 36489 | 12 | 26041
[18:00:48] 2.150 | 32911 | 34296 | 6 | 26045
[18:00:48] 2.200 | 32872 | 34194 | 7 | 26036
[18:00:48] 2.250 | 33340 | 35331 | 8 | 26063
[18:00:48] 2.300 | 36445 | 37863 | 10 | 26051
[18:00:48] 2.350 | 38534 | 34390 | 14 | 26073
[18:00:48] 2.400 | 36692 | 38823 | 6 | 26049
[18:00:48] 2.450 | 34041 | 41353 | 9 | 26048
[18:00:48] 2.500 | 35015 | 37628 | 13 | 26029
[18:00:48] 2.550 | 31778 | 37966 | 10 | 26057
[18:00:48] 2.600 | 36734 | 43244 | 11 | 26051
[18:00:49] 2.650 | 31743 | 34995 | 14 | 26047
[18:00:49] 2.700 | 36621 | 37251 | 5 | 26054
[18:00:49] 2.750 | 35170 | 33128 | 8 | 26050
[18:00:49] 2.800 | 33861 | 35604 | 11 | 26066
[18:00:49] 2.850 | 36474 | 37383 | 7 | 26042
[18:00:49] 2.900 | 33669 | 38039 | 4 | 26031
[18:00:49] 2.950 | 34384 | 36857 | 13 | 26062
[18:00:49] 3.000 | 35720 | 32208 | 18 | 26079
[18:00:49] 3.050 | 31878 | 33863 | 5 | 26051
[18:00:49] 3.100 | 33116 | 36096 | 12 | 26060
[18:00:49] 3.150 | 32958 | 36619 | 7 | 26053
