timestamped_line
[16:09:47] ▶ Starting baseline phase for 2.5 seconds...
[16:09:47] t (s) | A | B | C | D
[16:09:47] 0.050 | 38450 | 40941 | 11 | 24462
[16:09:48] 0.100 | 35089 | 32144 | 8 | 24460
[16:09:48] 0.150 | 33540 | 34698 | 6 | 24477
[16:09:48] 0.200 | 33970 | 38312 | 4 | 24491
[16:09:48] 0.250 | 30722 | 37450 | 13 | 24485
[16:09:48] 0.300 | 33440 | 35871 | 11 | 24505
[16:09:48] 0.350 | 36404 | 30922 | 8 | 24504
[16:09:48] 0.400 | 38243 | 34193 | 14 | 24501
[16:09:48] 0.450 | 34796 | 41090 | 12 | 24497
[16:09:48] 0.500 | 33298 | 34095 | 14 | 24491
[16:09:48] 0.550 | 34067 | 39229 | 9 | 24509
[16:09:48] 0.600 | 36914 | 37210 | 13 | 24510
[16:09:48] 0.650 | 35268 | 40023 | 7 | 24523
[16:09:48] 0.700 | 33628 | 33857 | 13 | 24526
[16:09:48] 0.750 | 34065 | 38486 | 19 | 24514
[16:09:48] 0.800 | 35570 | 39831 | 7 | 24517
[16:09:48] 0.850 | 34495 | 34722 | 16 | 24529
[16:09:48] 0.900 | 36502 | 41266 | 12 | 24581
[16:09:48] 0.950 | 41697 | 37866 | 8 | 24553
[16:09:48] 1.000 | 33617 | 33359 | 5 | 24553
[16:09:48] 1.050 | 37462 | 32745 | 14 | 24546
[16:09:49] 1.100 | 32226 | 44263 | 11 | 24538
[16:09:49] 1.150 | 34491 | 36906 | 10 | 24528
[16:09:49] 1.200 | 35732 | 35893 | 8 | 24535
[16:09:49] 1.250 | 32402 | 37351 | 9 | 24531
[16:09:49] 1.300 | 36033 | 37260 | 10 | 24512
[16:09:49] 1.350 | 34752 | 36656 | 9 | 24547
[16:09:49] 1.400 | 34947 | 37200 | 9 | 24540
[16:09:49] 1.450 | 35641 | 36670 | 13 | 24540
[16:09:49] 1.500 | 30226 | 34749 | 5 | 24510
[16:09:49] 1.550 | 31373 | 38555 | 8 | 24536
[16:09:49] 1.600 | 35582 | 33586 | 13 | 24539
[16:09:49] 1.650 | 39323 | 34527 | 10 | 24516
[16:09:49] 1.700 | 32149 | 33156 | 10 | 24543
[16:09:49] 1.750 | 37544 | 37321 | 10 | 24538
[16:09:49] 1.800 | 35255 | 33010 | 9 | 24541
[16:09:49] 1.850 | 40351 | 33669 | 12 | 24510
[16:09:49] 1.900 | 33366 | 32408 | 9 | 24515
[16:09:49] 1.950 | 33376 | 44140 | 8 | 24523
[16:09:49] 2.000 | 34263 | 38973 | 10 | 24507
[16:09:49] 2.050 | 36402 | 35665 | 13 | 24529
[16:09:50] 2.100 | 32414 | 37077 | 10 | 24491
[16:09:50] 2.150 | 37251 | 33490 | 8 | 24552
[16:09:50] 2.200 | 34038 | 34050 | 6 | 24563
[16:09:50] 2.250 | 35383 | 35491 | 13 | 24537
[16:09:50] 2.300 | 34379 | 38350 | 11 | 24535
[16:09:50] 2.350 | 35790 | 34911 | 8 | 24546
[16:09:50] 2.400 | 36831 | 34725 | 6 | 24545
[16:09:50] 2.450 | 34175 | 34928 | 8 | 24537
[16:09:50] 2.500 | 34575 | 38384 | 12 | 24537
[16:09:50] ✅ Baseline complete. Starting main recording for 10 seconds...
[16:09:50] 2.550 | 33774 | 36393 | 10 | 24521
[16:09:50] 0.050 | 34781 | 32401 | 11 | 24535
[16:09:50] 0.100 | 30460 | 35821 | 7 | 24527
[16:09:50] 0.150 | 34148 | 31464 | 8 | 24535
[16:09:50] 0.200 | 36563 | 35890 | 7 | 24505
[16:09:50] 0.250 | 37229 | 37985 | 11 | 24506
[16:09:50] 0.300 | 38284 | 36086 | 12 | 24504
[16:09:50] 0.350 | 37746 | 35717 | 10 | 24469
[16:09:50] 0.400 | 36837 | 38025 | 10 | 24501
[16:09:50] 0.450 | 31622 | 35811 | 11 | 24483
[16:09:50] 0.500 | 35402 | 35292 | 9 | 24524
[16:09:51] 0.550 | 35153 | 31516 | 7 | 24461
[16:09:51] 0.600 | 34400 | 31908 | 9 | 24467
[16:09:51] 0.650 | 33163 | 35456 | 10 | 24483
[16:09:51] 0.700 | 36654 | 34664 | 8 | 24437
[16:09:51] 0.750 | 38430 | 33429 | 9 | 24438
[16:09:51] 0.800 | 27273 | 33655 | 9 | 24472
[16:09:51] 0.850 | 33617 | 31707 | 11 | 24469
[16:09:51] 0.900 | 35779 | 35277 | 10 | 24476
[16:09:51] 0.950 | 32506 | 35858 | 13 | 24455
[16:09:51] 1.000 | 36141 | 37172 | 10 | 24480
[16:09:51] 1.050 | 36855 | 34644 | 9 | 24480
[16:09:51] 1.100 | 32876 | 34927 | 11 | 24436
[16:09:51] 1.150 | 39277 | 36574 | 13 | 24418
[16:09:51] 1.200 | 33564 | 38150 | 9 | 24489
[16:09:51] 1.250 | 35199 | 38018 | 12 | 24440
[16:09:51] 1.300 | 36397 | 31716 | 8 | 24448
[16:09:51] 1.350 | 35490 | 34263 | 11 | 24449
[16:09:51] 1.400 | 32364 | 32343 | 8 | 24439
[16:09:51] 1.450 | 33845 | 35735 | 8 | 24464
[16:09:51] 1.500 | 39956 | 38882 | 6 | 24456
[16:09:52] 1.550 | 37183 | 35674 | 6 | 24444
[16:09:52] 1.600 | 36325 | 30647 | 11 | 24442
[16:09:52] 1.650 | 36150 | 39542 | 12 | 24446
[16:09:52] 1.700 | 33272 | 38299 | 11 | 24427
[16:09:52] 1.750 | 32436 | 38214 | 11 | 24439
[16:09:52] 1.800 | 32030 | 37962 | 11 | 24415
[16:09:52] 1.850 | 31914 | 35925 | 9 | 24423
[16:09:52] 1.900 | 38340 | 33597 | 5 | 24433
[16:09:52] 1.950 | 32587 | 34042 | 9 | 24430
[16:09:52] 2.000 | 33375 | 39121 | 13 | 24431
[16:09:52] 2.050 | 37644 | 33849 | 6 | 24434
[16:09:52] 2.100 | 35653 | 34934 | 12 | 24431
[16:09:52] 2.150 | 35618 | 30813 | 5 | 24438
[16:09:52] 2.200 | 34419 | 37257 | 6 | 24433
[16:09:52] 2.250 | 31581 | 37750 | 6 | 24440
[16:09:52] 2.300 | 36645 | 34716 | 10 | 24427
[16:09:52] 2.350 | 34462 | 36370 | 12 | 24442
[16:09:52] 2.400 | 36989 | 36798 | 9 | 24432
[16:09:52] 2.450 | 31619 | 36148 | 8 | 24432
[16:09:52] 2.500 | 36798 | 34664 | 9 | 24430
[16:09:53] 2.550 | 34769 | 32843 | 12 | 24409
[16:09:53] 2.600 | 32981 | 36162 | 12 | 24437
[16:09:53] 2.650 | 35422 | 38016 | 9 | 24449
[16:09:53] 2.700 | 33373 | 34203 | 8 | 24430
[16:09:53] 2.750 | 36924 | 34543 | 10 | 24435
[16:09:53] 2.800 | 31212 | 35458 | 10 | 24437
[16:09:53] 2.850 | 34892 | 33712 | 8 | 24444
[16:09:53] 2.900 | 39094 | 37833 | 9 | 24453
[16:09:53] 2.950 | 34376 | 33103 | 8 | 24444
[16:09:53] 3.000 | 34601 | 36119 | 14 | 24436
[16:09:53] 3.050 | 36012 | 34534 | 6 | 24433
[16:09:53] 3.100 | 31512 | 32177 | 12 | 24433
[16:09:53] 3.150 | 35192 | 32457 | 11 | 24448
[16:09:53] 3.200 | 34798 | 39095 | 8 | 24435
[16:09:53] 3.250 | 30545 | 39387 | 8 | 24457
[16:09:53] 3.300 | 29537 | 37781 | 6 | 24447
[16:09:53] 3.350 | 36302 | 38578 | 12 | 24460
[16:09:53] 3.400 | 34312 | 36214 | 9 | 24383
[16:09:53] 3.450 | 37234 | 36587 | 10 | 24389
[16:09:53] 3.500 | 33868 | 34324 | 12 | 24389
[16:09:54] 3.550 | 33508 | 34334 | 7 | 24365
[16:09:54] 3.600 | 31109 | 35633 | 6 | 24364
[16:09:54] 3.650 | 32727 | 33670 | 14 | 24389
[16:09:54] 3.700 | 32863 | 35915 | 6 | 24365
[16:09:54] 3.750 | 34366 | 34807 | 9 | 24372
[16:09:54] 3.800 | 34500 | 36145 | 6 | 24368
[16:09:54] 3.850 | 28847 | 37085 | 10 | 24365
[16:09:54] 3.900 | 33994 | 35758 | 10 | 24347
[16:09:54] 3.950 | 31475 | 32904 | 12 | 24361
[16:09:54] 4.000 | 32079 | 34971 | 9 | 24362
[16:09:54] 4.050 | 37573 | 38855 | 8 | 24358
[16:09:54] 4.100 | 33983 | 33069 | 9 | 24358
[16:09:54] 4.150 | 35540 | 36056 | 13 | 24361
[16:09:54] 4.200 | 34402 | 34670 | 8 | 24362
[16:09:54] 4.250 | 35078 | 35199 | 13 | 24356
[16:09:54] 4.300 | 35917 | 42659 | 9 | 24357
[16:09:54] 4.350 | 39424 | 41335 | 11 | 24374
[16:09:54] 4.400 | 35341 | 34155 | 13 | 24364
[16:09:54] 4.450 | 32098 | 34427 | 6 | 24368
[16:09:54] 4.500 | 35256 | 38053 | 8 | 24364
[16:09:55] 4.550 | 35659 | 35550 | 9 | 24343
[16:09:55] 4.600 | 36266 | 31524 | 9 | 24359
[16:09:55] 4.650 | 35653 | 32891 | 12 | 24337
[16:09:55] 4.700 | 33614 | 32702 | 8 | 24335
[16:09:55] 4.750 | 34422 | 32023 | 8 | 24361
[16:09:55] 4.800 | 33157 | 38046 | 10 | 24346
[16:09:55] 4.850 | 36104 | 35730 | 7 | 24337
[16:09:55] 4.900 | 33169 | 32992 | 6 | 24350
[16:09:55] 4.950 | 31390 | 36070 | 9 | 24325
[16:09:55] 5.000 | 40657 | 34795 | 11 | 24328
[16:09:55] 5.050 | 39168 | 35584 | 9 | 24321
[16:09:55] 5.100 | 38779 | 34710 | 5 | 24335
[16:09:55] 5.150 | 36950 | 36034 | 10 | 24316
[16:09:55] 5.200 | 36646 | 32064 | 13 | 24331
[16:09:55] 5.250 | 39629 | 39588 | 10 | 24341
[16:09:55] 5.300 | 36980 | 35284 | 6 | 24323
[16:09:55] 5.350 | 34234 | 34443 | 8 | 24320
[16:09:55] 5.400 | 35451 | 36566 | 12 | 24327
[16:09:55] 5.450 | 34093 | 38824 | 12 | 24329
[16:09:55] 5.500 | 36154 | 39846 | 11 | 24327
[16:09:56] 5.550 | 36714 | 36320 | 12 | 24338
[16:09:56] 5.600 | 35199 | 38665 | 13 | 24328
[16:09:56] 5.650 | 33870 | 35079 | 7 | 24329
[16:09:56] 5.700 | 33874 | 32865 | 14 | 24330
[16:09:56] 5.750 | 35856 | 33958 | 5 | 24342
[16:09:56] 5.800 | 31226 | 41154 | 13 | 24347
[16:09:56] 5.850 | 36513 | 38570 | 9 | 24334
[16:09:56] 5.900 | 37206 | 37685 | 5 | 24336
[16:09:56] 5.950 | 32240 | 33829 | 6 | 24342
[16:09:56] 6.000 | 36049 | 35444 | 7 | 24341
[16:09:56] 6.050 | 36004 | 34537 | 8 | 24331
[16:09:56] 6.100 | 31562 | 37331 | 8 | 24348
[16:09:56] 6.150 | 35659 | 36293 | 12 | 24334
[16:09:56] 6.200 | 34594 | 35429 | 6 | 24350
[16:09:56] 6.250 | 36461 | 36354 | 12 | 24351
[16:09:56] 6.300 | 36006 | 34417 | 9 | 24337
[16:09:56] 6.350 | 39144 | 33235 | 13 | 24353
[16:09:56] 6.400 | 33880 | 31130 | 6 | 24354
[16:09:56] 6.450 | 32375 | 34651 | 11 | 24334
[16:09:56] 6.500 | 32272 | 38266 | 6 | 24329
[16:09:57] 6.550 | 33228 | 37461 | 11 | 24314
[16:09:57] 6.600 | 38180 | 37082 | 11 | 24313
[16:09:57] 6.650 | 35993 | 32443 | 12 | 24311
[16:09:57] 6.700 | 35050 | 35252 | 6 | 24351
[16:09:57] 6.750 | 34842 | 39012 | 11 | 24350
[16:09:57] 6.800 | 33740 | 36444 | 7 | 24338
[16:09:57] 6.850 | 37670 | 39854 | 8 | 24356
[16:09:57] 6.900 | 34103 | 37815 | 14 | 24349
[16:09:57] 6.950 | 33392 | 37326 | 12 | 24334
[16:09:57] 7.000 | 33812 | 34083 | 9 | 24349
[16:09:57] 7.050 | 33431 | 32105 | 5 | 24335
[16:09:57] 7.100 | 37135 | 38405 | 11 | 24347
[16:09:57] 7.150 | 35919 | 33356 | 11 | 24332
[16:09:57] 7.200 | 37810 | 36695 | 13 | 24332
[16:09:57] 7.250 | 33702 | 34703 | 6 | 24332
[16:09:57] 7.300 | 38783 | 42098 | 9 | 24330
[16:09:57] 7.350 | 33005 | 37107 | 8 | 24309
[16:09:57] 7.400 | 31700 | 31862 | 10 | 24326
