timestamped_line
[17:01:34] ▶ Starting baseline phase for 2.5 seconds...
[17:01:34] t (s) | A | B | C | D
[17:01:34] 0.050 | 33189 | 28497 | 71 | 31889
[17:01:34] 0.100 | 35521 | 34385 | 82 | 31878
[17:01:34] 0.150 | 34444 | 35732 | 86 | 31888
[17:01:34] 0.200 | 29602 | 28324 | 66 | 31878
[17:01:34] 0.250 | 32750 | 36564 | 64 | 31863
[17:01:34] 0.300 | 32240 | 29629 | 60 | 31889
[17:01:34] 0.350 | 34119 | 34075 | 58 | 31885
[17:01:34] 0.400 | 30930 | 31679 | 73 | 31900
[17:01:34] 0.450 | 31351 | 31878 | 80 | 31896
[17:01:34] 0.500 | 31884 | 36793 | 77 | 31893
[17:01:34] 0.550 | 29744 | 38625 | 72 | 31899
[17:01:34] 0.600 | 32324 | 33946 | 73 | 31889
[17:01:34] 0.650 | 30587 | 32788 | 66 | 31884
[17:01:34] 0.700 | 33186 | 27962 | 73 | 31876
[17:01:34] 0.750 | 36321 | 33048 | 75 | 31886
[17:01:34] 0.800 | 27592 | 35067 | 78 | 31889
[17:01:35] 0.850 | 29046 | 30434 | 75 | 31895
[17:01:35] 0.900 | 30988 | 33903 | 77 | 31873
[17:01:35] 0.950 | 32858 | 34342 | 60 | 31885
[17:01:35] 1.000 | 29985 | 32895 | 74 | 31895
[17:01:35] 1.050 | 28279 | 34922 | 71 | 31886
[17:01:35] 1.100 | 34277 | 30311 | 82 | 31892
[17:01:35] 1.150 | 33063 | 34237 | 77 | 31898
[17:01:35] 1.200 | 41488 | 34071 | 84 | 31893
[17:01:35] 1.250 | 29972 | 33419 | 68 | 31893
[17:01:35] 1.300 | 32687 | 33712 | 61 | 31884
[17:01:35] 1.350 | 30027 | 33236 | 72 | 31901
[17:01:35] 1.400 | 33517 | 36788 | 70 | 31899
[17:01:35] 1.450 | 34444 | 28500 | 65 | 31887
[17:01:35] 1.500 | 33852 | 28062 | 83 | 31883
[17:01:35] 1.550 | 32677 | 31406 | 80 | 31876
[17:01:35] 1.600 | 33900 | 33456 | 84 | 31888
[17:01:35] 1.650 | 32959 | 30491 | 74 | 31899
[17:01:35] 1.700 | 32255 | 30001 | 72 | 31883
[17:01:35] 1.750 | 31416 | 33668 | 85 | 31885
[17:01:35] 1.800 | 31034 | 29725 | 68 | 31873
[17:01:36] 1.850 | 31333 | 33530 | 70 | 31891
[17:01:36] 1.900 | 29353 | 35528 | 76 | 31890
[17:01:36] 1.950 | 32175 | 30366 | 60 | 31893
[17:01:36] 2.000 | 32779 | 37398 | 85 | 31883
[17:01:36] 2.050 | 37113 | 30726 | 64 | 31894
[17:01:36] 2.100 | 28675 | 27841 | 70 | 31903
[17:01:36] 2.150 | 27505 | 35965 | 64 | 31915
[17:01:36] 2.200 | 27346 | 30414 | 71 | 31908
[17:01:36] 2.250 | 37113 | 31008 | 81 | 31916
[17:01:36] 2.300 | 38175 | 32114 | 95 | 31937
[17:01:36] 2.350 | 30566 | 30215 | 63 | 31952
[17:01:36] 2.400 | 33398 | 34984 | 91 | 31963
[17:01:36] 2.450 | 30870 | 30809 | 80 | 31969
[17:01:36] 2.500 | 33763 | 26930 | 76 | 31971
[17:01:36] ✅ Baseline complete. Starting main recording for 10 seconds...
[17:01:36] 2.550 | 30776 | 33819 | 77 | 31982
[17:01:36] 0.050 | 34199 | 34729 | 61 | 31998
[17:01:36] 0.100 | 31364 | 32612 | 72 | 31999
[17:01:36] 0.150 | 33780 | 30558 | 54 | 32001
[17:01:36] 0.200 | 34419 | 30894 | 59 | 32025
[17:01:36] 0.250 | 27432 | 30230 | 77 | 32016
[17:01:37] 0.300 | 32747 | 34817 | 70 | 32007
[17:01:37] 0.350 | 29533 | 32606 | 65 | 32016
[17:01:37] 0.400 | 33664 | 35908 | 86 | 32017
