timestamped_line
[19:50:48] ▶ Starting baseline phase for 2.5 seconds...
[19:50:48] t (s) | A | B | C | D
[19:50:48] 0.050 | 21 | 22101 | 37759 | 39121
[19:50:48] 0.100 | 28 | 22065 | 31560 | 38338
[19:50:48] 0.150 | 25 | 21979 | 30718 | 38260
[19:50:48] 0.200 | 20 | 21983 | 32454 | 32470
[19:50:48] 0.250 | 26 | 21961 | 29672 | 32498
[19:50:48] 0.300 | 29 | 21859 | 30966 | 33355
[19:50:48] 0.350 | 35 | 21880 | 31262 | 33479
[19:50:48] 0.400 | 29 | 21830 | 38562 | 31985
[19:50:48] 0.450 | 23 | 21814 | 34057 | 32409
[19:50:48] 0.500 | 19 | 21890 | 37162 | 34203
[19:50:48] 0.550 | 23 | 21930 | 35070 | 32220
[19:50:48] 0.600 | 37 | 21970 | 37180 | 32116
[19:50:49] 0.650 | 31 | 21923 | 34799 | 35392
[19:50:49] 0.700 | 30 | 21914 | 35460 | 30698
[19:50:49] 0.750 | 19 | 21981 | 40627 | 38555
[19:50:49] 0.800 | 23 | 21853 | 33658 | 37655
[19:50:49] 0.850 | 28 | 21833 | 33705 | 34766
[19:50:49] 0.900 | 24 | 21782 | 32487 | 42079
[19:50:49] 0.950 | 24 | 21768 | 32883 | 38991
[19:50:49] 1.000 | 32 | 21745 | 37663 | 34257
[19:50:49] 1.050 | 21 | 22048 | 35670 | 37396
[19:50:49] 1.100 | 20 | 21987 | 36024 | 32741
[19:50:49] 1.150 | 17 | 21978 | 33507 | 35976
[19:50:49] 1.200 | 18 | 22019 | 35894 | 37005
[19:50:49] 1.250 | 27 | 22089 | 34488 | 34091
[19:50:49] 1.300 | 34 | 22019 | 40631 | 36852
[19:50:49] 1.350 | 25 | 22056 | 33982 | 31048
[19:50:49] 1.400 | 33 | 21894 | 37242 | 32883
[19:50:49] 1.450 | 19 | 21891 | 32096 | 38333
[19:50:49] 1.500 | 23 | 21906 | 28966 | 36182
[19:50:49] 1.550 | 28 | 21858 | 36697 | 40664
[19:50:49] 1.600 | 20 | 21925 | 34746 | 34491
[19:50:50] 1.650 | 67 | 22021 | 34349 | 36710
[19:50:50] 1.700 | 34 | 21922 | 35105 | 37526
[19:50:50] 1.750 | 20 | 21899 | 30397 | 36244
[19:50:50] 1.800 | 23 | 21912 | 31976 | 36419
[19:50:50] 1.850 | 28 | 21885 | 35455 | 34545
[19:50:50] 1.900 | 17 | 21709 | 34158 | 31818
[19:50:50] 1.950 | 28 | 21663 | 32233 | 32051
[19:50:50] 2.000 | 28 | 21768 | 29027 | 36672
[19:50:50] 2.050 | 31 | 21775 | 31821 | 34284
[19:50:50] 2.100 | 45 | 21825 | 35391 | 35263
[19:50:50] 2.150 | 18 | 21868 | 38725 | 37978
[19:50:50] 2.200 | 40 | 21809 | 30931 | 34315
[19:50:50] 2.250 | 55 | 21767 | 34300 | 39118
[19:50:50] 2.300 | 21 | 21576 | 31277 | 37830
[19:50:50] 2.350 | 27 | 21587 | 32489 | 36055
[19:50:50] 2.400 | 29 | 21504 | 31693 | 38470
[19:50:50] 2.450 | 25 | 21485 | 31530 | 34775
[19:50:50] 2.500 | 40 | 21414 | 33051 | 31181
[19:50:50] ✅ Baseline complete. Starting main recording for 10 seconds...
[19:50:50] 2.550 | 22 | 21394 | 34315 | 33708
[19:50:50] 0.050 | 23 | 21262 | 35120 | 35150
[19:50:51] 0.100 | 29 | 21331 | 32886 | 38591
[19:50:51] 0.150 | 47 | 21344 | 33130 | 39847
[19:50:51] 0.200 | 38 | 21376 | 37612 | 40603
