timestamped_line
[13:45:44] analog A8 is: 443
[13:45:45] analog A8 is: 414
[13:45:45] analog A8 is: 362
[13:45:45] analog A8 is: 398
[13:45:45] analog A8 is: 441
[13:45:46] analog A8 is: 408
[13:45:46] analog A8 is: 395
[13:45:46] analog A8 is: 431
[13:45:46] analog A8 is: 467
[13:45:47] analog A8 is: 445
[13:45:47] analog A8 is: 360
[13:45:47] analog A8 is: 388
[13:45:47] analog A8 is: 390
[13:45:48] analog A8 is: 467
[13:45:48] analog A8 is: 476
[13:45:48] analog A8 is: 405
[13:45:48] analog A8 is: 397
[13:45:49] analog A8 is: 423
[13:45:49] analog A8 is: 437
[13:45:49] analog A8 is: 393
[13:45:49] analog A8 is: 388
[13:45:50] analog A8 is: 427
[13:45:50] analog A8 is: 434
[13:45:50] analog A8 is: 368
[13:45:50] analog A8 is: 386
[13:45:51] analog A8 is: 427
[13:45:51] analog A8 is: 426
[13:45:51] analog A8 is: 423
[13:45:51] analog A8 is: 427
[13:45:52] analog A8 is: 345
[13:45:52] analog A8 is: 367
[13:45:52] analog A8 is: 452
[13:45:52] analog A8 is: 497
[13:45:53] analog A8 is: 396
[13:45:53] analog A8 is: 496
[13:45:53] analog A8 is: 430
[13:45:53] analog A8 is: 482
[13:45:54] analog A8 is: 432
[13:45:54] analog A8 is: 486
[13:45:54] analog A8 is: 467
[13:45:54] analog A8 is: 483
[13:45:55] analog A8 is: 434
[13:45:55] analog A8 is: 417
[13:45:55] analog A8 is: 378
[13:45:55] analog A8 is: 394
[13:45:56] analog A8 is: 427
[13:45:56] analog A8 is: 414
[13:45:56] analog A8 is: 440
[13:45:56] analog A8 is: 421
[13:45:57] analog A8 is: 420
[13:45:57] analog A8 is: 441
[13:45:57] analog A8 is: 366
[13:45:57] analog A8 is: 404
[13:45:58] analog A8 is: 416
[13:45:58] analog A8 is: 375
[13:45:58] analog A8 is: 432
[13:45:58] analog A8 is: 446
[13:45:59] analog A8 is: 413
[13:45:59] analog A8 is: 432
[13:45:59] analog A8 is: 466
[13:45:59] analog A8 is: 406
[13:46:00] analog A8 is: 450
[13:46:00] analog A8 is: 465
[13:46:00] analog A8 is: 357
[13:46:00] analog A8 is: 376
[13:46:01] analog A8 is: 398
[13:46:01] analog A8 is: 415
[13:46:01] analog A8 is: 403
[13:46:01] analog A8 is: 438
[13:46:02] analog A8 is: 382
[13:46:02] analog A8 is: 426
[13:46:02] analog A8 is: 456
[13:46:02] analog A8 is: 443
[13:46:03] analog A8 is: 367
[13:46:03] analog A8 is: 457
[13:46:03] analog A8 is: 408
[13:46:03] analog A8 is: 400
[13:46:04] analog A8 is: 454
[13:46:04] analog A8 is: 472
[13:46:04] analog A8 is: 439
[13:46:04] analog A8 is: 448
[13:46:05] analog A8 is: 448
[13:46:05] analog A8 is: 487
[13:46:05] analog A8 is: 463
