timestamped_line
[17:17:33] ▶ Starting baseline phase for 2.5 seconds...
[17:17:33] t (s) | A | B | C | D
[17:17:33] 0.050 | 39 | 41549 | 69 | 63
[17:17:34] 0.100 | 38 | 41600 | 69 | 78
[17:17:34] 0.150 | 39 | 41595 | 73 | 80
[17:17:34] 0.200 | 34 | 41552 | 65 | 66
[17:17:34] 0.250 | 32 | 41563 | 66 | 90
[17:17:34] 0.300 | 31 | 41585 | 70 | 80
[17:17:34] 0.350 | 51 | 41569 | 80 | 74
[17:17:34] 0.400 | 43 | 41602 | 75 | 67
[17:17:34] 0.450 | 44 | 41600 | 68 | 82
[17:17:34] 0.500 | 39 | 41601 | 72 | 76
[17:17:34] 0.550 | 33 | 41561 | 68 | 65
[17:17:34] 0.600 | 38 | 41580 | 69 | 68
[17:17:34] 0.650 | 37 | 41618 | 69 | 72
[17:17:34] 0.700 | 40 | 41626 | 64 | 76
[17:17:34] 0.750 | 46 | 41624 | 65 | 86
[17:17:34] 0.800 | 34 | 41593 | 62 | 72
[17:17:34] 0.850 | 42 | 41593 | 71 | 79
[17:17:34] 0.900 | 38 | 41600 | 72 | 86
[17:17:34] 0.950 | 38 | 41627 | 64 | 73
[17:17:34] 1.000 | 42 | 41614 | 72 | 81
[17:17:34] 1.050 | 40 | 41620 | 61 | 68
[17:17:35] 1.100 | 31 | 41616 | 73 | 70
[17:17:35] 1.150 | 41 | 41612 | 67 | 89
[17:17:35] 1.200 | 37 | 41626 | 73 | 79
[17:17:35] 1.250 | 38 | 41638 | 65 | 65
[17:17:35] 1.300 | 43 | 41652 | 66 | 83
[17:17:35] 1.350 | 33 | 41630 | 74 | 72
[17:17:35] 1.400 | 43 | 41623 | 64 | 77
[17:17:35] 1.450 | 34 | 41634 | 71 | 70
[17:17:35] 1.500 | 35 | 41643 | 70 | 64
[17:17:35] 1.550 | 45 | 41643 | 67 | 83
[17:17:35] 1.600 | 29 | 41640 | 67 | 68
[17:17:35] 1.650 | 39 | 41637 | 77 | 81
[17:17:35] 1.700 | 38 | 41638 | 71 | 76
[17:17:35] 1.750 | 34 | 41640 | 65 | 75
[17:17:35] 1.800 | 44 | 41651 | 54 | 81
[17:17:35] 1.850 | 34 | 41644 | 70 | 68
[17:17:35] 1.900 | 37 | 41645 | 70 | 77
[17:17:35] 1.950 | 30 | 41654 | 80 | 89
[17:17:35] 2.000 | 33 | 41647 | 72 | 75
[17:17:35] 2.050 | 39 | 41650 | 70 | 68
[17:17:36] 2.100 | 34 | 41651 | 73 | 78
[17:17:36] 2.150 | 38 | 41649 | 65 | 73
[17:17:36] 2.200 | 46 | 41643 | 70 | 72
[17:17:36] 2.250 | 33 | 41656 | 68 | 76
[17:17:36] 2.300 | 42 | 41663 | 70 | 68
[17:17:36] 2.350 | 32 | 41659 | 56 | 69
[17:17:36] 2.400 | 38 | 41647 | 89 | 74
[17:17:36] 2.450 | 35 | 41645 | 69 | 69
[17:17:36] 2.500 | 39 | 41670 | 72 | 67
[17:17:36] ✅ Baseline complete. Starting main recording for 10 seconds...
[17:17:36] 2.550 | 28 | 41664 | 65 | 81
[17:17:36] 0.050 | 33 | 41665 | 76 | 72
[17:17:36] 0.100 | 49 | 41665 | 67 | 75
[17:17:36] 0.150 | 38 | 41668 | 76 | 66
[17:17:36] 0.200 | 47 | 41656 | 75 | 69
[17:17:36] 0.250 | 36 | 41673 | 67 | 81
[17:17:36] 0.300 | 50 | 41660 | 70 | 72
