timestamped_line
[17:53:20] ▶ Starting baseline phase for 2.5 seconds...
[17:53:20] t (s) | A | B | C | D
[17:53:20] 0.050 | 39711 | 37911 | 7 | 21615
[17:53:20] 0.100 | 32222 | 41028 | 9 | 21622
[17:53:20] 0.150 | 34192 | 37132 | 10 | 21638
[17:53:20] 0.200 | 36633 | 34056 | 12 | 21606
[17:53:20] 0.250 | 39658 | 39322 | 6 | 21600
[17:53:20] 0.300 | 36892 | 33954 | 7 | 21631
[17:53:20] 0.350 | 34122 | 36323 | 5 | 21586
[17:53:20] 0.400 | 34221 | 36398 | 7 | 21599
[17:53:20] 0.450 | 36825 | 36222 | 12 | 21581
[17:53:20] 0.500 | 31318 | 32012 | 6 | 21570
[17:53:20] 0.550 | 32282 | 35931 | 10 | 21553
[17:53:20] 0.600 | 31512 | 35605 | 10 | 21540
[17:53:20] 0.650 | 31335 | 39778 | 7 | 21552
[17:53:20] 0.700 | 33357 | 34523 | 8 | 21541
[17:53:20] 0.750 | 31226 | 34559 | 6 | 21548
[17:53:21] 0.800 | 35895 | 34991 | 13 | 21552
[17:53:21] 0.850 | 31829 | 35903 | 10 | 21517
[17:53:21] 0.900 | 34886 | 34445 | 10 | 21485
[17:53:21] 0.950 | 34094 | 35855 | 8 | 21482
[17:53:21] 1.000 | 37815 | 36174 | 11 | 21512
[17:53:21] 1.050 | 37527 | 32419 | 13 | 21509
[17:53:21] 1.100 | 32382 | 38025 | 8 | 21513
[17:53:21] 1.150 | 38999 | 42270 | 10 | 21475
[17:53:21] 1.200 | 34945 | 38029 | 9 | 21464
[17:53:21] 1.250 | 31010 | 39782 | 12 | 21436
[17:53:21] 1.300 | 32687 | 38531 | 7 | 21443
[17:53:21] 1.350 | 39304 | 35105 | 8 | 21421
[17:53:21] 1.400 | 36325 | 36680 | 11 | 21412
[17:53:21] 1.450 | 40522 | 34729 | 12 | 21405
[17:53:21] 1.500 | 33813 | 31930 | 11 | 21394
[17:53:21] 1.550 | 35708 | 37573 | 10 | 21379
[17:53:21] 1.600 | 34679 | 33111 | 8 | 21385
[17:53:21] 1.650 | 38593 | 39164 | 7 | 21395
[17:53:21] 1.700 | 38591 | 33517 | 10 | 21397
[17:53:21] 1.750 | 32449 | 37605 | 10 | 21390
[17:53:22] 1.800 | 31433 | 35309 | 10 | 21388
[17:53:22] 1.850 | 31483 | 38116 | 12 | 21380
[17:53:22] 1.900 | 34588 | 37586 | 8 | 21390
[17:53:22] 1.950 | 36669 | 33807 | 9 | 21399
[17:53:22] 2.000 | 31212 | 34951 | 8 | 21400
[17:53:22] 2.050 | 35343 | 35376 | 10 | 21390
[17:53:22] 2.100 | 38176 | 36695 | 7 | 21370
[17:53:22] 2.150 | 35374 | 36972 | 9 | 21387
[17:53:22] 2.200 | 36055 | 39656 | 12 | 21373
[17:53:22] 2.250 | 32799 | 36279 | 7 | 21353
[17:53:22] 2.300 | 34356 | 37274 | 11 | 21376
[17:53:22] 2.350 | 33355 | 33348 | 9 | 21368
[17:53:22] 2.400 | 37619 | 35327 | 4 | 21370
[17:53:22] 2.450 | 36823 | 43218 | 9 | 21376
[17:53:22] 2.500 | 34490 | 36106 | 11 | 21397
[17:53:22] ✅ Baseline complete. Starting main recording for 10 seconds...
[17:53:22] 2.550 | 34426 | 37590 | 7 | 21423
[17:53:22] 0.050 | 35697 | 36530 | 8 | 21393
[17:53:22] 0.100 | 35054 | 32590 | 4 | 21391
[17:53:22] 0.150 | 35651 | 34710 | 5 | 21394
[17:53:22] 0.200 | 35347 | 36663 | 12 | 21376
[17:53:23] 0.250 | 32030 | 34364 | 11 | 21366
[17:53:23] 0.300 | 33082 | 32181 | 10 | 21403
[17:53:23] 0.350 | 32164 | 37116 | 9 | 21459
[17:53:23] 0.400 | 34072 | 31928 | 7 | 21482
[17:53:23] 0.450 | 36039 | 38958 | 11 | 21462
[17:53:23] 0.500 | 30765 | 35697 | 8 | 21446
[17:53:23] 0.550 | 39627 | 35217 | 9 | 21439
[17:53:23] 0.600 | 30586 | 31837 | 8 | 21449
[17:53:23] 0.650 | 35667 | 33052 | 11 | 21429
[17:53:23] 0.700 | 36162 | 39923 | 10 | 21426
[17:53:23] 0.750 | 33763 | 38563 | 7 | 21414
[17:53:23] 0.800 | 37178 | 38250 | 9 | 21406
[17:53:23] 0.850 | 37575 | 33074 | 11 | 21397
[17:53:23] 0.900 | 35218 | 34415 | 6 | 21398
[17:53:23] 0.950 | 32747 | 36779 | 9 | 21373
[17:53:23] 1.000 | 31026 | 34928 | 4 | 21359
[17:53:23] 1.050 | 32491 | 36040 | 8 | 21346
[17:53:23] 1.100 | 37161 | 36415 | 10 | 21330
[17:53:23] 1.150 | 32189 | 38278 | 6 | 21296
[17:53:23] 1.200 | 34807 | 37978 | 5 | 21305
[17:53:24] 1.250 | 30360 | 34295 | 11 | 21313
[17:53:24] 1.300 | 34446 | 38504 | 9 | 21319
[17:53:24] 1.350 | 35668 | 33644 | 9 | 21348
[17:53:24] 1.400 | 39312 | 33084 | 7 | 21309
[17:53:24] 1.450 | 34782 | 38540 | 7 | 21376
[17:53:24] 1.500 | 34206 | 36823 | 8 | 21332
[17:53:24] 1.550 | 34149 | 36099 | 8 | 21328
[17:53:24] 1.600 | 34217 | 32675 | 6 | 21312
[17:53:24] 1.650 | 34933 | 34819 | 7 | 21295
[17:53:24] 1.700 | 30318 | 30764 | 9 | 21282
[17:53:24] 1.750 | 36235 | 40581 | 8 | 21296
[17:53:24] 1.800 | 33941 | 33732 | 9 | 21279
[17:53:24] 1.850 | 36054 | 35174 | 7 | 21283
[17:53:24] 1.900 | 34116 | 33954 | 6 | 21306
[17:53:24] 1.950 | 31115 | 35942 | 8 | 21297
[17:53:24] 2.000 | 33910 | 33552 | 7 | 21300
[17:53:24] 2.050 | 34108 | 31807 | 11 | 21324
[17:53:24] 2.100 | 31887 | 36131 | 8 | 21304
[17:53:24] 2.150 | 31558 | 34835 | 11 | 21291
[17:53:24] 2.200 | 36274 | 35188 | 11 | 21317
[17:53:25] 2.250 | 37175 | 40599 | 9 | 21304
[17:53:25] 2.300 | 34934 | 37272 | 11 | 21336
[17:53:25] 2.350 | 31918 | 35076 | 8 | 21299
[17:53:25] 2.400 | 34740 | 37744 | 5 | 21292
[17:53:25] 2.450 | 35762 | 35371 | 11 | 21311
[17:53:25] 2.500 | 33909 | 34553 | 8 | 21315
[17:53:25] 2.550 | 34768 | 32608 | 11 | 21323
[17:53:25] 2.600 | 35172 | 33603 | 10 | 21308
[17:53:25] 2.650 | 39267 | 36942 | 7 | 21278
[17:53:25] 2.700 | 32465 | 31748 | 9 | 21278
[17:53:25] 2.750 | 31665 | 32492 | 9 | 21283
[17:53:25] 2.800 | 35445 | 39086 | 11 | 21287
[17:53:25] 2.850 | 39477 | 38483 | 6 | 21297
[17:53:25] 2.900 | 38697 | 36436 | 9 | 21310
[17:53:25] 2.950 | 30848 | 31869 | 15 | 21320
[17:53:25] 3.000 | 33673 | 37024 | 10 | 21311
[17:53:25] 3.050 | 35986 | 39051 | 7 | 21309
[17:53:25] 3.100 | 34300 | 36961 | 17 | 21300
[17:53:25] 3.150 | 32846 | 36619 | 12 | 21300
[17:53:25] 3.200 | 27236 | 30866 | 8 | 21318
[17:53:26] 3.250 | 34059 | 37384 | 10 | 21324
[17:53:26] 3.300 | 36198 | 38187 | 6 | 21314
[17:53:26] 3.350 | 35730 | 38231 | 8 | 21311
[17:53:26] 3.400 | 33134 | 37077 | 10 | 21299
[17:53:26] 3.450 | 38162 | 32360 | 4 | 21266
[17:53:26] 3.500 | 37691 | 32580 | 4 | 21287
[17:53:26] 3.550 | 35401 | 32791 | 5 | 21308
[17:53:26] 3.600 | 29051 | 35632 | 9 | 21307
[17:53:26] 3.650 | 36097 | 33624 | 7 | 21272
