timestamped_line
[16:33:41] ▶ Starting baseline phase for 2.5 seconds...
[16:33:41] t (s) | A | B | C | D
[16:33:41] 0.051 | 34764 | 33465 | 83 | 36588
[16:33:42] 0.101 | 31656 | 32817 | 65 | 36590
[16:33:42] 0.151 | 33868 | 34509 | 71 | 36593
[16:33:42] 0.201 | 34655 | 29404 | 79 | 36587
[16:33:42] 0.251 | 37804 | 33371 | 82 | 36592
[16:33:42] 0.301 | 33040 | 33374 | 85 | 36587
[16:33:42] 0.351 | 31508 | 35732 | 76 | 36598
[16:33:42] 0.401 | 33893 | 34159 | 63 | 36594
[16:33:42] 0.451 | 32203 | 35504 | 79 | 36594
[16:33:42] 0.501 | 31449 | 37579 | 65 | 36602
[16:33:42] 0.551 | 32125 | 38440 | 73 | 36588
[16:33:42] 0.601 | 33757 | 34788 | 79 | 36586
[16:33:42] 0.651 | 36030 | 33815 | 78 | 36581
[16:33:42] 0.701 | 29435 | 35520 | 70 | 36597
[16:33:42] 0.751 | 32921 | 30517 | 75 | 36589
[16:33:42] 0.801 | 31949 | 30454 | 77 | 36585
[16:33:42] 0.851 | 31703 | 30431 | 88 | 36594
[16:33:42] 0.901 | 33464 | 32985 | 79 | 36598
[16:33:42] 0.951 | 33004 | 32515 | 77 | 36597
[16:33:42] 1.001 | 30754 | 35675 | 67 | 36632
[16:33:42] 1.051 | 27889 | 34635 | 70 | 36634
[16:33:43] 1.101 | 31989 | 33843 | 71 | 36654
[16:33:43] 1.151 | 32788 | 36893 | 70 | 36655
[16:33:43] 1.201 | 33363 | 35908 | 60 | 36647
[16:33:43] 1.251 | 29015 | 30425 | 53 | 36650
[16:33:43] 1.301 | 33743 | 29384 | 84 | 36676
[16:33:43] 1.351 | 31302 | 34735 | 95 | 36676
[16:33:43] 1.401 | 31547 | 36219 | 73 | 36688
[16:33:43] 1.451 | 35433 | 31775 | 66 | 36716
[16:33:43] 1.501 | 33557 | 31972 | 85 | 36707
[16:33:43] 1.551 | 33783 | 30907 | 61 | 36708
[16:33:43] 1.601 | 33614 | 31085 | 90 | 36718
[16:33:43] 1.651 | 36584 | 33594 | 64 | 36702
[16:33:43] 1.701 | 31495 | 32722 | 76 | 36695
[16:33:43] 1.751 | 31818 | 33770 | 83 | 36711
[16:33:43] 1.801 | 29144 | 33947 | 81 | 36714
[16:33:43] 1.851 | 32878 | 32098 | 76 | 36724
[16:33:43] 1.901 | 32212 | 29710 | 66 | 36720
[16:33:43] 1.951 | 31667 | 30776 | 75 | 36711
[16:33:43] 2.001 | 34857 | 32336 | 70 | 36727
[16:33:43] 2.051 | 34928 | 31590 | 70 | 36702
[16:33:44] 2.101 | 29771 | 30028 | 73 | 36704
[16:33:44] 2.151 | 32628 | 34880 | 62 | 36720
[16:33:44] 2.201 | 35673 | 33426 | 81 | 36718
[16:33:44] 2.251 | 32468 | 35173 | 71 | 36695
[16:33:44] 2.301 | 29777 | 32715 | 66 | 36712
[16:33:44] 2.351 | 35788 | 32478 | 71 | 36726
[16:33:44] 2.401 | 34153 | 34164 | 77 | 36711
[16:33:44] 2.451 | 30540 | 28424 | 74 | 36718
[16:33:44] ✅ Baseline complete. Starting main recording for 10 seconds...
[16:33:44] 2.501 | 32219 | 32670 | 81 | 36716
[16:33:44] 0.050 | 33349 | 31441 | 49 | 36726
[16:33:44] 0.100 | 28973 | 33198 | 87 | 36738
[16:33:44] 0.150 | 33333 | 33005 | 77 | 36735
[16:33:44] 0.200 | 33730 | 34342 | 68 | 36725
[16:33:44] 0.250 | 31179 | 32179 | 74 | 36740
[16:33:44] 0.300 | 27680 | 29301 | 74 | 36734
[16:33:44] 0.350 | 33344 | 34463 | 80 | 36736
[16:33:44] 0.400 | 32431 | 30923 | 63 | 36734
[16:33:44] 0.450 | 36924 | 33257 | 77 | 36736
[16:33:44] 0.500 | 31732 | 34033 | 74 | 36730
[16:33:44] 0.550 | 33173 | 33768 | 76 | 36750
[16:33:45] 0.600 | 32438 | 30339 | 77 | 36741
[16:33:45] 0.650 | 30010 | 29763 | 65 | 36752
[16:33:45] 0.700 | 32155 | 31995 | 71 | 36753
[16:33:45] 0.750 | 32507 | 34281 | 78 | 36738
[16:33:45] 0.800 | 32926 | 35024 | 78 | 36738
[16:33:45] 0.850 | 36406 | 33243 | 81 | 36725
[16:33:45] 0.900 | 31451 | 33327 | 64 | 36735
[16:33:45] 0.950 | 27886 | 31832 | 63 | 36723
[16:33:45] 1.000 | 31965 | 34892 | 67 | 36744
[16:33:45] 1.050 | 29198 | 32689 | 74 | 36734
[16:33:45] 1.100 | 34306 | 32724 | 74 | 36736
[16:33:45] 1.150 | 34347 | 32185 | 74 | 36726
[16:33:45] 1.200 | 35762 | 27696 | 59 | 36723
[16:33:45] 1.250 | 32059 | 34614 | 92 | 36728
[16:33:45] 1.300 | 34294 | 35799 | 69 | 36722
[16:33:45] 1.350 | 31526 | 35495 | 72 | 36717
[16:33:45] 1.400 | 35599 | 31923 | 54 | 36721
[16:33:45] 1.450 | 29389 | 36847 | 58 | 36747
[16:33:45] 1.500 | 32058 | 34258 | 78 | 36740
[16:33:45] 1.550 | 39220 | 35148 | 73 | 36737
[16:33:46] 1.600 | 35103 | 33005 | 85 | 36739
[16:33:46] 1.650 | 32653 | 31593 | 78 | 36735
[16:33:46] 1.700 | 29085 | 34442 | 67 | 36731
[16:33:46] 1.750 | 40661 | 29991 | 63 | 36742
[16:33:46] 1.800 | 31864 | 31845 | 52 | 36743
[16:33:46] 1.850 | 37220 | 33457 | 68 | 36747
[16:33:46] 1.900 | 33083 | 33104 | 78 | 36752
