timestamped_line
[12:03:29] ▶ Starting baseline phase for 2.5 seconds...
[12:03:29] t (s) | A | B | C | D
[12:03:29] 0.051 | 33933 | 33916 | 77 | 26847
[12:03:29] 0.101 | 34626 | 34553 | 63 | 26865
[12:03:29] 0.151 | 30366 | 35771 | 73 | 26851
[12:03:29] 0.201 | 31897 | 32114 | 81 | 26824
[12:03:29] 0.251 | 27896 | 27064 | 72 | 26832
[12:03:29] 0.301 | 30120 | 26710 | 71 | 26830
[12:03:29] 0.351 | 31652 | 30333 | 67 | 26845
[12:03:29] 0.401 | 34210 | 30072 | 62 | 26844
[12:03:30] 0.451 | 28963 | 28098 | 69 | 26830
[12:03:30] 0.501 | 33085 | 34920 | 87 | 26841
[12:03:30] 0.551 | 33512 | 31031 | 70 | 26821
[12:03:30] 0.601 | 28832 | 32174 | 73 | 26826
[12:03:30] 0.651 | 27525 | 29336 | 70 | 26832
[12:03:30] 0.701 | 34782 | 34116 | 60 | 26814
[12:03:30] 0.751 | 33119 | 33971 | 76 | 26829
[12:03:30] 0.801 | 28591 | 28872 | 80 | 26805
[12:03:30] 0.851 | 32581 | 30617 | 87 | 26807
[12:03:30] 0.901 | 33720 | 29817 | 65 | 26820
[12:03:30] 0.951 | 27783 | 34803 | 87 | 26821
[12:03:30] 1.001 | 30675 | 31677 | 88 | 26842
[12:03:30] 1.051 | 31386 | 36293 | 93 | 26830
[12:03:30] 1.101 | 34840 | 30972 | 93 | 26828
[12:03:30] 1.151 | 31737 | 37607 | 66 | 26834
[12:03:30] 1.201 | 30300 | 33112 | 85 | 26859
[12:03:30] 1.251 | 29121 | 32832 | 78 | 26854
[12:03:30] 1.301 | 31065 | 31545 | 62 | 26865
[12:03:30] 1.351 | 35457 | 33686 | 58 | 26883
[12:03:30] 1.401 | 34069 | 30624 | 67 | 26912
[12:03:31] 1.451 | 32252 | 31621 | 78 | 26920
[12:03:31] 1.501 | 31622 | 35925 | 76 | 26914
[12:03:31] 1.551 | 37181 | 31761 | 84 | 26870
[12:03:31] 1.601 | 32282 | 29805 | 81 | 26881
[12:03:31] 1.651 | 33922 | 30125 | 76 | 26872
[12:03:31] 1.701 | 32322 | 30619 | 73 | 26864
[12:03:31] 1.751 | 32256 | 29657 | 69 | 26861
[12:03:31] 1.801 | 31510 | 34078 | 75 | 26878
[12:03:31] 1.851 | 32706 | 33511 | 102 | 26873
[12:03:31] 1.901 | 31609 | 31732 | 73 | 26905
[12:03:31] 1.951 | 31646 | 29456 | 76 | 26899
[12:03:31] 2.001 | 28922 | 32310 | 71 | 26863
[12:03:31] 2.051 | 33136 | 29216 | 74 | 26887
[12:03:31] 2.101 | 36708 | 31777 | 69 | 26877
[12:03:31] 2.151 | 33985 | 33812 | 68 | 26886
[12:03:31] 2.201 | 33381 | 31024 | 90 | 26877
[12:03:31] 2.251 | 30893 | 33468 | 80 | 26880
[12:03:31] 2.301 | 33469 | 35239 | 94 | 26914
[12:03:31] 2.351 | 33404 | 28283 | 80 | 26902
[12:03:31] 2.401 | 29756 | 31899 | 74 | 26892
[12:03:32] 2.451 | 28204 | 32848 | 80 | 26895
[12:03:32] ✅ Baseline complete. Starting main recording for 10 seconds...
[12:03:32] 2.501 | 34079 | 32006 | 73 | 26903
[12:03:32] 0.050 | 31098 | 29029 | 72 | 26901
[12:03:32] 0.100 | 26587 | 35695 | 91 | 26895
[12:03:32] 0.150 | 30281 | 34694 | 79 | 26881
[12:03:32] 0.200 | 34962 | 30842 | 67 | 26890
[12:03:32] 0.250 | 36766 | 33215 | 85 | 26896
[12:03:32] 0.300 | 31624 | 34362 | 63 | 26902
[12:03:32] 0.350 | 28338 | 32122 | 67 | 26922
[12:03:32] 0.400 | 32508 | 34356 | 67 | 26890
[12:03:32] 0.450 | 34030 | 30606 | 59 | 26987
