timestamped_line
[17:32:02] ▶ Starting baseline phase for 2.5 seconds...
[17:32:02] t (s) | A | B | C | D
[17:32:02] 0.051 | 32 | 45 | 41716 | 58
[17:32:02] 0.101 | 31 | 31 | 41718 | 69
[17:32:02] 0.151 | 24 | 55 | 41702 | 64
[17:32:02] 0.201 | 27 | 42 | 41717 | 60
[17:32:02] 0.251 | 18 | 49 | 41720 | 58
[17:32:02] 0.301 | 31 | 49 | 41730 | 66
[17:32:02] 0.351 | 23 | 55 | 41735 | 60
[17:32:02] 0.401 | 25 | 40 | 41717 | 65
[17:32:02] 0.451 | 32 | 58 | 41729 | 65
[17:32:02] 0.501 | 29 | 47 | 41737 | 64
[17:32:02] 0.551 | 16 | 28 | 41736 | 64
[17:32:02] 0.601 | 18 | 46 | 41746 | 83
[17:32:02] 0.651 | 24 | 38 | 41727 | 65
[17:32:02] 0.701 | 23 | 41 | 41740 | 65
[17:32:02] 0.751 | 28 | 49 | 41739 | 76
[17:32:02] 0.801 | 29 | 38 | 41745 | 50
[17:32:02] 0.851 | 29 | 48 | 41752 | 76
[17:32:02] 0.901 | 28 | 43 | 41739 | 59
[17:32:02] 0.951 | 30 | 46 | 41735 | 60
[17:32:03] 1.001 | 18 | 44 | 41724 | 61
[17:32:03] 1.051 | 10 | 44 | 41738 | 68
[17:32:03] 1.101 | 20 | 39 | 41742 | 60
[17:32:03] 1.151 | 13 | 50 | 41731 | 57
[17:32:03] 1.201 | 14 | 42 | 41744 | 61
[17:32:03] 1.251 | 15 | 39 | 41750 | 57
[17:32:03] 1.301 | 14 | 39 | 41737 | 73
[17:32:03] 1.351 | 6 | 53 | 41746 | 65
[17:32:03] 1.401 | 11 | 35 | 41745 | 53
[17:32:03] 1.451 | 10 | 36 | 41734 | 52
[17:32:03] 1.501 | 12 | 37 | 41741 | 64
[17:32:03] 1.551 | 9 | 40 | 41748 | 66
[17:32:03] 1.601 | 7 | 26 | 41753 | 54
[17:32:03] 1.651 | 9 | 27 | 41755 | 67
[17:32:03] 1.701 | 16 | 22 | 41751 | 53
[17:32:03] 1.751 | 10 | 21 | 41742 | 48
[17:32:03] 1.801 | 7 | 26 | 41750 | 64
[17:32:03] 1.851 | 5 | 14 | 41751 | 56
[17:32:03] 1.901 | 19 | 28 | 41755 | 44
[17:32:03] 1.951 | 15 | 23 | 41752 | 54
[17:32:04] 2.001 | 9 | 28 | 41736 | 52
[17:32:04] 2.051 | 4 | 18 | 41724 | 52
[17:32:04] 2.101 | 16 | 14 | 41719 | 75
[17:32:04] 2.151 | 7 | 24 | 41725 | 44
[17:32:04] 2.201 | 6 | 29 | 41733 | 53
[17:32:04] 2.251 | 4 | 9 | 41744 | 45
[17:32:04] 2.301 | 4 | 12 | 41735 | 49
[17:32:04] 2.351 | 12 | 18 | 41722 | 42
[17:32:04] 2.401 | 5 | 8 | 41739 | 29
[17:32:04] 2.451 | 4 | 25 | 41713 | 20
[17:32:04] ✅ Baseline complete. Starting main recording for 10 seconds...
[17:32:04] 2.501 | 12 | 21 | 41735 | 33
[17:32:04] 0.050 | 4 | 12 | 41732 | 28
[17:32:04] 0.100 | 10 | 27 | 41741 | 27
[17:32:04] 0.150 | 9 | 37 | 41734 | 22
[17:32:04] 0.200 | 6 | 11 | 41728 | 39
[17:32:04] 0.250 | 8 | 25 | 41737 | 41
[17:32:04] 0.300 | 12 | 12 | 41726 | 23
[17:32:04] 0.350 | 4 | 17 | 41745 | 35
[17:32:04] 0.400 | 4 | 15 | 41747 | 23
[17:32:04] 0.450 | 6 | 19 | 41753 | 34
[17:32:05] 0.500 | 5 | 34 | 41742 | 27
[17:32:05] 0.550 | 12 | 9 | 41743 | 27
[17:32:05] 0.600 | 5 | 16 | 41733 | 28
[17:32:05] 0.650 | 8 | 11 | 41730 | 27
[17:32:05] 0.700 | 18 | 16 | 41759 | 30
[17:32:05] 0.750 | 12 | 21 | 41745 | 23
[17:32:05] 0.800 | 6 | 36 | 41744 | 25
[17:32:05] 0.850 | 9 | 17 | 41741 | 23
[17:32:05] 0.900 | 4 | 28 | 41737 | 28
[17:32:05] 0.950 | 10 | 16 | 41727 | 33
[17:32:05] 1.000 | 5 | 23 | 41748 | 37
[17:32:05] 1.050 | 10 | 19 | 41741 | 32
[17:32:05] 1.100 | 4 | 12 | 41739 | 34
[17:32:05] 1.150 | 12 | 10 | 41736 | 27
[17:32:05] 1.200 | 4 | 24 | 41741 | 35
[17:32:05] 1.250 | 6 | 9 | 41739 | 41
