timestamped_line
[18:00:36] ▶ Starting baseline phase for 2.5 seconds...
[18:00:36] t (s) | A | B | C | D
[18:00:36] 0.050 | 55 | 48572 | 49876 | 45574
[18:00:36] 0.100 | 64 | 48575 | 49879 | 45579
[18:00:36] 0.150 | 69 | 48586 | 49892 | 45571
[18:00:36] 0.200 | 60 | 48581 | 49888 | 45577
[18:00:37] 0.250 | 71 | 48576 | 49890 | 45572
[18:00:37] 0.300 | 65 | 48587 | 49875 | 45579
[18:00:37] 0.350 | 66 | 48588 | 49875 | 45576
[18:00:37] 0.400 | 50 | 48589 | 49877 | 45582
[18:00:37] 0.450 | 51 | 48587 | 49884 | 45574
[18:00:37] 0.500 | 54 | 48583 | 49875 | 45572
[18:00:37] 0.550 | 69 | 48572 | 49884 | 45578
[18:00:37] 0.600 | 65 | 48586 | 49881 | 45577
[18:00:37] 0.650 | 66 | 48585 | 49880 | 45575
[18:00:37] 0.700 | 57 | 48589 | 49881 | 45573
[18:00:37] 0.750 | 60 | 48584 | 49874 | 45580
[18:00:37] 0.800 | 76 | 48577 | 49877 | 45583
[18:00:37] 0.850 | 77 | 48601 | 49869 | 45578
[18:00:37] 0.900 | 61 | 48576 | 49868 | 45579
[18:00:37] 0.950 | 69 | 48600 | 49866 | 45583
[18:00:37] 1.000 | 54 | 48584 | 49876 | 45581
[18:00:37] 1.050 | 63 | 48592 | 49868 | 45579
[18:00:37] 1.100 | 57 | 48606 | 49872 | 45584
[18:00:37] 1.150 | 60 | 48593 | 49875 | 45578
[18:00:37] 1.200 | 59 | 48601 | 49863 | 45569
[18:00:38] 1.250 | 63 | 48588 | 49882 | 45580
[18:00:38] 1.300 | 56 | 48599 | 49873 | 45580
[18:00:38] 1.350 | 58 | 48595 | 49866 | 45586
[18:00:38] 1.400 | 57 | 48593 | 49870 | 45580
[18:00:38] 1.450 | 62 | 48601 | 49859 | 45573
[18:00:38] 1.500 | 58 | 48591 | 49865 | 45566
[18:00:38] 1.550 | 57 | 48594 | 49866 | 45573
[18:00:38] 1.600 | 61 | 48593 | 49867 | 45589
[18:00:38] 1.650 | 63 | 48595 | 49853 | 45583
[18:00:38] 1.700 | 56 | 48592 | 49850 | 45580
[18:00:38] 1.750 | 47 | 48600 | 49858 | 45576
[18:00:38] 1.800 | 72 | 48588 | 49866 | 45587
[18:00:38] 1.850 | 47 | 48598 | 49862 | 45582
[18:00:38] 1.900 | 53 | 48604 | 49857 | 45587
[18:00:38] 1.950 | 72 | 48607 | 49870 | 45585
[18:00:38] 2.000 | 59 | 48595 | 49866 | 45577
[18:00:38] 2.050 | 48 | 48603 | 49874 | 45577
[18:00:38] 2.100 | 76 | 48604 | 49864 | 45580
[18:00:38] 2.150 | 64 | 48599 | 49866 | 45574
[18:00:38] 2.200 | 67 | 48605 | 49866 | 45584
[18:00:39] 2.250 | 68 | 48608 | 49869 | 45578
[18:00:39] 2.300 | 59 | 48605 | 49874 | 45590
[18:00:39] 2.350 | 45 | 48606 | 49879 | 45586
[18:00:39] 2.400 | 49 | 48602 | 49874 | 45576
[18:00:39] 2.450 | 60 | 48601 | 49870 | 45584
[18:00:39] 2.500 | 58 | 48604 | 49880 | 45584
[18:00:39] ✅ Baseline complete. Starting main recording for 10 seconds...
[18:00:39] 2.550 | 75 | 48605 | 49875 | 45585
[18:00:39] 0.050 | 61 | 48594 | 49877 | 45579
[18:00:39] 0.100 | 61 | 48600 | 49874 | 45568
[18:00:39] 0.150 | 70 | 48601 | 49860 | 45577
[18:00:39] 0.200 | 60 | 48600 | 49869 | 45580
[18:00:39] 0.250 | 52 | 48601 | 49869 | 45576
[18:00:39] 0.300 | 46 | 48594 | 49872 | 45583
[18:00:39] 0.350 | 57 | 48599 | 49881 | 45581
[18:00:39] 0.400 | 60 | 48594 | 49880 | 45576
[18:00:39] 0.450 | 62 | 48605 | 49882 | 45591
[18:00:39] 0.500 | 58 | 48605 | 49887 | 45584
[18:00:39] 0.550 | 52 | 48600 | 49886 | 45576
[18:00:39] 0.600 | 67 | 48604 | 49868 | 45588
[18:00:39] 0.650 | 56 | 48597 | 49881 | 45582
[18:00:40] 0.700 | 54 | 48596 | 49885 | 45584
[18:00:40] 0.750 | 65 | 48606 | 49889 | 45580
[18:00:40] 0.800 | 62 | 48594 | 49898 | 45601
[18:00:40] 0.850 | 58 | 48604 | 49888 | 45583
[18:00:40] 0.900 | 64 | 48601 | 49898 | 45579
[18:00:40] 0.950 | 73 | 48604 | 49896 | 45586
[18:00:40] 1.000 | 44 | 48608 | 49885 | 45587
[18:00:40] 1.050 | 72 | 48611 | 49900 | 45586
[18:00:40] 1.100 | 57 | 48602 | 49894 | 45584
[18:00:40] 1.150 | 63 | 48617 | 49905 | 45578
[18:00:40] 1.200 | 52 | 48603 | 49899 | 45577
[18:00:40] 1.250 | 60 | 48613 | 49899 | 45583
