timestamped_line
[17:16:56] ▶ Starting baseline phase for 2.5 seconds...
[17:16:56] t (s) | A | B | C | D
[17:16:56] 0.050 | 33 | 44267 | 84 | 107
[17:16:56] 0.100 | 39 | 44263 | 107 | 111
[17:16:56] 0.150 | 47 | 44264 | 96 | 103
[17:16:56] 0.200 | 31 | 44265 | 83 | 107
[17:16:56] 0.250 | 29 | 44270 | 90 | 97
[17:16:56] 0.300 | 33 | 44260 | 108 | 103
[17:16:56] 0.350 | 32 | 44272 | 96 | 105
[17:16:56] 0.400 | 40 | 44255 | 85 | 101
[17:16:56] 0.450 | 38 | 44249 | 100 | 110
[17:16:57] 0.500 | 36 | 44268 | 95 | 110
[17:16:57] 0.550 | 34 | 44268 | 96 | 91
[17:16:57] 0.600 | 31 | 44273 | 93 | 107
[17:16:57] 0.650 | 33 | 44261 | 97 | 97
[17:16:57] 0.700 | 40 | 44249 | 95 | 133
[17:16:57] 0.750 | 47 | 44266 | 106 | 102
[17:16:57] 0.800 | 39 | 44265 | 94 | 108
[17:16:57] 0.850 | 30 | 44259 | 101 | 108
[17:16:57] 0.900 | 32 | 44263 | 93 | 103
[17:16:57] 0.950 | 43 | 44255 | 106 | 111
[17:16:57] 1.000 | 32 | 44257 | 88 | 102
[17:16:57] 1.050 | 37 | 44267 | 97 | 103
[17:16:57] 1.100 | 32 | 44277 | 89 | 107
[17:16:57] 1.150 | 34 | 44270 | 97 | 100
[17:16:57] 1.200 | 37 | 44266 | 71 | 92
[17:16:57] 1.250 | 29 | 44261 | 89 | 96
[17:16:57] 1.300 | 26 | 44270 | 89 | 104
[17:16:57] 1.350 | 34 | 44259 | 92 | 105
[17:16:57] 1.400 | 36 | 44266 | 97 | 92
[17:16:57] 1.450 | 34 | 44264 | 96 | 97
[17:16:58] 1.500 | 33 | 44260 | 108 | 96
[17:16:58] 1.550 | 27 | 44265 | 102 | 104
[17:16:58] 1.600 | 37 | 44270 | 91 | 83
[17:16:58] 1.650 | 37 | 44272 | 100 | 100
[17:16:58] 1.700 | 39 | 44262 | 92 | 89
[17:16:58] 1.750 | 50 | 44266 | 91 | 97
[17:16:58] 1.800 | 31 | 44264 | 89 | 102
[17:16:58] 1.850 | 41 | 44263 | 104 | 102
[17:16:58] 1.900 | 39 | 44267 | 100 | 103
[17:16:58] 1.950 | 37 | 44262 | 79 | 111
[17:16:58] 2.000 | 39 | 44265 | 104 | 108
[17:16:58] 2.050 | 32 | 44264 | 100 | 93
[17:16:58] 2.100 | 32 | 44252 | 82 | 106
[17:16:58] 2.150 | 26 | 44263 | 91 | 107
[17:16:58] 2.200 | 32 | 44270 | 87 | 110
[17:16:58] 2.250 | 40 | 44272 | 90 | 99
[17:16:58] 2.300 | 36 | 44269 | 83 | 106
[17:16:58] 2.350 | 35 | 44260 | 95 | 113
[17:16:58] 2.400 | 41 | 44269 | 89 | 83
[17:16:58] 2.450 | 29 | 44271 | 87 | 97
[17:16:59] 2.500 | 24 | 44263 | 84 | 97
[17:16:59] ✅ Baseline complete. Starting main recording for 10 seconds...
[17:16:59] 2.550 | 38 | 44279 | 90 | 111
[17:16:59] 0.050 | 43 | 44280 | 97 | 98
[17:16:59] 0.100 | 30 | 44266 | 95 | 93
[17:16:59] 0.150 | 40 | 44272 | 100 | 100
[17:16:59] 0.200 | 46 | 44280 | 80 | 100
[17:16:59] 0.250 | 30 | 44275 | 99 | 95
[17:16:59] 0.300 | 46 | 44277 | 99 | 90
[17:16:59] 0.350 | 37 | 44273 | 97 | 109
[17:16:59] 0.400 | 39 | 44270 | 89 | 107
[17:16:59] 0.450 | 29 | 44279 | 87 | 101
[17:16:59] 0.500 | 34 | 44285 | 86 | 95
[17:16:59] 0.550 | 39 | 44266 | 98 | 88
[17:16:59] 0.600 | 26 | 44264 | 98 | 95
[17:16:59] 0.650 | 50 | 44269 | 98 | 100
[17:16:59] 0.700 | 46 | 44272 | 107 | 85
[17:16:59] 0.750 | 33 | 44279 | 85 | 104
[17:16:59] 0.800 | 34 | 44270 | 99 | 111
[17:16:59] 0.850 | 32 | 44273 | 84 | 88
[17:16:59] 0.900 | 42 | 44264 | 91 | 92
[17:17:00] 0.950 | 39 | 44272 | 93 | 96
[17:17:00] 1.000 | 40 | 44275 | 88 | 99
[17:17:00] 1.050 | 38 | 44272 | 109 | 95
[17:17:00] 1.100 | 36 | 44272 | 111 | 88
[17:17:00] 1.150 | 34 | 44271 | 89 | 95
[17:17:00] 1.200 | 31 | 44270 | 96 | 92
[17:17:00] 1.250 | 39 | 44276 | 101 | 95
[17:17:00] 1.300 | 28 | 44263 | 104 | 94
[17:17:00] 1.350 | 39 | 44268 | 89 | 99
[17:17:00] 1.400 | 33 | 44266 | 89 | 88
[17:17:00] 1.450 | 42 | 44260 | 107 | 98
[17:17:00] 1.500 | 27 | 44273 | 91 | 82
[17:17:00] 1.550 | 38 | 44279 | 95 | 96
[17:17:00] 1.600 | 40 | 44271 | 85 | 98
[17:17:00] 1.650 | 36 | 44279 | 98 | 94
[17:17:00] 1.700 | 23 | 44281 | 87 | 88
[17:17:00] 1.750 | 37 | 44262 | 100 | 102
[17:17:00] 1.800 | 45 | 44269 | 83 | 87
[17:17:00] 1.850 | 31 | 44260 | 95 | 97
[17:17:00] 1.900 | 45 | 44268 | 94 | 90
[17:17:01] 1.950 | 31 | 44271 | 95 | 99
[17:17:01] 2.000 | 39 | 44280 | 95 | 80
[17:17:01] 2.050 | 38 | 44267 | 91 | 79
[17:17:01] 2.100 | 36 | 44272 | 97 | 101
[17:17:01] 2.150 | 30 | 44275 | 89 | 90
[17:17:01] 2.200 | 29 | 44268 | 111 | 91
[17:17:01] 2.250 | 46 | 44266 | 101 | 89
[17:17:01] 2.300 | 40 | 44278 | 88 | 99
[17:17:01] 2.350 | 24 | 44281 | 84 | 75
[17:17:01] 2.400 | 39 | 44276 | 96 | 85
[17:17:01] 2.450 | 29 | 44267 | 82 | 87
[17:17:01] 2.500 | 39 | 44262 | 92 | 95
[17:17:01] 2.550 | 40 | 44257 | 88 | 88
[17:17:01] 2.600 | 41 | 44270 | 91 | 103
[17:17:01] 2.650 | 39 | 44299 | 88 | 77
[17:17:01] 2.700 | 26 | 44305 | 91 | 103
[17:17:01] 2.750 | 36 | 44280 | 99 | 98
[17:17:01] 2.800 | 34 | 44266 | 95 | 98
[17:17:01] 2.850 | 48 | 44269 | 89 | 85
[17:17:01] 2.900 | 32 | 44275 | 82 | 93
[17:17:02] 2.950 | 34 | 44281 | 88 | 101
[17:17:02] 3.000 | 44 | 44266 | 86 | 103
[17:17:02] 3.050 | 41 | 44263 | 89 | 84
[17:17:02] 3.100 | 45 | 44266 | 91 | 85
[17:17:02] 3.150 | 55 | 44270 | 100 | 98
[17:17:02] 3.200 | 38 | 44281 | 79 | 97
[17:17:02] 3.250 | 36 | 44285 | 95 | 88
[17:17:02] 3.300 | 50 | 44326 | 91 | 87
[17:17:02] 3.350 | 46 | 44219 | 85 | 99
[17:17:02] 3.400 | 54 | 44150 | 100 | 92
[17:17:02] 3.450 | 35 | 44354 | 89 | 81
[17:17:02] 3.500 | 45 | 44331 | 96 | 93
[17:17:02] 3.550 | 45 | 44160 | 81 | 90
[17:17:02] 3.600 | 43 | 44205 | 99 | 97
[17:17:02] 3.650 | 42 | 44297 | 80 | 87
[17:17:02] 3.700 | 47 | 44254 | 91 | 101
[17:17:02] 3.750 | 31 | 44210 | 97 | 101
[17:17:02] 3.800 | 44 | 44216 | 97 | 99
[17:17:02] 3.850 | 45 | 44259 | 92 | 101
[17:17:02] 3.900 | 40 | 44271 | 87 | 105
[17:17:03] 3.950 | 42 | 44252 | 86 | 95
[17:17:03] 4.000 | 27 | 44254 | 85 | 105
[17:17:03] 4.050 | 45 | 44269 | 105 | 95
[17:17:03] 4.100 | 41 | 44258 | 93 | 90
[17:17:03] 4.150 | 36 | 44274 | 98 | 95
[17:17:03] 4.200 | 39 | 44287 | 87 | 114
[17:17:03] 4.250 | 41 | 44277 | 100 | 106
[17:17:03] 4.300 | 30 | 44290 | 96 | 105
[17:17:03] 4.350 | 34 | 44290 | 82 | 84
[17:17:03] 4.400 | 36 | 44285 | 102 | 97
[17:17:03] 4.450 | 47 | 44296 | 91 | 86
[17:17:03] 4.500 | 36 | 44293 | 91 | 92
[17:17:03] 4.550 | 45 | 44299 | 91 | 81
[17:17:03] 4.600 | 36 | 44317 | 93 | 88
[17:17:03] 4.650 | 23 | 44312 | 93 | 92
[17:17:03] 4.700 | 38 | 44311 | 79 | 89
[17:17:03] 4.750 | 45 | 44305 | 81 | 101
[17:17:03] 4.800 | 42 | 44312 | 96 | 96
[17:17:03] 4.850 | 32 | 44328 | 95 | 93
[17:17:03] 4.900 | 48 | 44319 | 88 | 85
[17:17:04] 4.950 | 50 | 44317 | 87 | 106
