timestamped_line
[18:46:41] ▶ Starting baseline phase for 2.5 seconds...
[18:46:41] t (s) | A | B | C | D
[18:46:41] 0.050 | 64 | 48789 | 51110 | 47602
[18:46:41] 0.100 | 78 | 48792 | 51127 | 47607
[18:46:41] 0.150 | 72 | 48788 | 51115 | 47595
[18:46:41] 0.200 | 71 | 48788 | 51106 | 47594
[18:46:41] 0.250 | 79 | 48791 | 51114 | 47597
[18:46:41] 0.300 | 70 | 48794 | 51108 | 47595
[18:46:41] 0.350 | 83 | 48794 | 51121 | 47596
[18:46:42] 0.400 | 86 | 48800 | 51125 | 47595
[18:46:42] 0.450 | 83 | 48788 | 51106 | 47601
[18:46:42] 0.500 | 79 | 48791 | 51100 | 47601
[18:46:42] 0.550 | 79 | 48790 | 51120 | 47594
[18:46:42] 0.600 | 74 | 48787 | 51113 | 47597
[18:46:42] 0.650 | 81 | 48786 | 51118 | 47590
[18:46:42] 0.700 | 80 | 48785 | 51121 | 47588
[18:46:42] 0.750 | 83 | 48795 | 51111 | 47592
[18:46:42] 0.800 | 71 | 48798 | 51113 | 47598
[18:46:42] 0.850 | 84 | 48802 | 51110 | 47593
[18:46:42] 0.900 | 75 | 48802 | 51117 | 47589
[18:46:42] 0.950 | 76 | 48787 | 51123 | 47597
[18:46:42] 1.000 | 73 | 48794 | 51127 | 47595
[18:46:42] 1.050 | 76 | 48795 | 51127 | 47591
[18:46:42] 1.100 | 70 | 48797 | 51126 | 47588
[18:46:42] 1.150 | 77 | 48792 | 51132 | 47600
[18:46:42] 1.200 | 77 | 48789 | 51125 | 47597
[18:46:42] 1.250 | 66 | 48798 | 51133 | 47592
[18:46:42] 1.300 | 73 | 48791 | 51130 | 47600
[18:46:42] 1.350 | 75 | 48787 | 51137 | 47609
[18:46:43] 1.400 | 64 | 48806 | 51125 | 47607
[18:46:43] 1.450 | 69 | 48793 | 51121 | 47612
[18:46:43] 1.500 | 76 | 48791 | 51118 | 47606
[18:46:43] 1.550 | 72 | 48789 | 51138 | 47612
[18:46:43] 1.600 | 82 | 48786 | 51129 | 47604
[18:46:43] 1.650 | 67 | 48781 | 51135 | 47612
[18:46:43] 1.700 | 78 | 48792 | 51132 | 47613
[18:46:43] 1.750 | 69 | 48795 | 51131 | 47612
[18:46:43] 1.800 | 71 | 48775 | 51145 | 47623
[18:46:43] 1.850 | 64 | 48786 | 51128 | 47612
[18:46:43] 1.900 | 64 | 48789 | 51134 | 47611
[18:46:43] 1.950 | 82 | 48783 | 51129 | 47621
[18:46:43] 2.000 | 76 | 48781 | 51134 | 47616
