timestamped_line
[12:02:05] ▶ Starting baseline phase for 2.5 seconds...
[12:02:05] t (s) | A | B | C | D
[12:02:06] 0.050 | 32334 | 34719 | 70 | 41278
[12:02:06] 0.100 | 31948 | 35353 | 76 | 41322
[12:02:06] 0.150 | 37284 | 29152 | 89 | 41311
[12:02:06] 0.200 | 33539 | 33433 | 85 | 41343
[12:02:06] 0.250 | 35154 | 30946 | 75 | 41313
[12:02:06] 0.300 | 28315 | 31968 | 92 | 41290
[12:02:06] 0.350 | 31940 | 38439 | 77 | 41327
[12:02:06] 0.400 | 33983 | 34790 | 83 | 41341
[12:02:06] 0.450 | 34997 | 32210 | 83 | 41397
[12:02:06] 0.500 | 35708 | 35588 | 79 | 41448
[12:02:06] 0.550 | 36081 | 30575 | 70 | 41467
[12:02:06] 0.600 | 32052 | 33816 | 75 | 41490
[12:02:06] 0.650 | 34394 | 34673 | 79 | 41457
[12:02:06] 0.700 | 27783 | 35433 | 66 | 41446
[12:02:06] 0.750 | 32722 | 37724 | 91 | 41425
[12:02:06] 0.800 | 34349 | 33811 | 75 | 41463
[12:02:06] 0.850 | 36329 | 33995 | 78 | 41497
[12:02:06] 0.900 | 32597 | 26589 | 73 | 41524
[12:02:06] 0.950 | 35201 | 33348 | 85 | 41498
[12:02:06] 1.000 | 32223 | 28384 | 102 | 41481
[12:02:07] 1.050 | 33736 | 35187 | 84 | 41458
[12:02:07] 1.100 | 30383 | 31098 | 107 | 41402
[12:02:07] 1.150 | 34638 | 35104 | 76 | 41410
[12:02:07] 1.200 | 32275 | 35182 | 78 | 41414
[12:02:07] 1.250 | 34903 | 33397 | 67 | 41426
[12:02:07] 1.300 | 32370 | 32296 | 81 | 41406
[12:02:07] 1.350 | 33066 | 29607 | 81 | 41460
[12:02:07] 1.400 | 31759 | 30180 | 68 | 41471
[12:02:07] 1.450 | 29853 | 31711 | 96 | 41423
[12:02:07] 1.500 | 38077 | 33044 | 91 | 41418
[12:02:07] 1.550 | 36022 | 37198 | 93 | 41428
[12:02:07] 1.600 | 31434 | 30790 | 66 | 41396
[12:02:07] 1.650 | 36135 | 30504 | 72 | 41453
[12:02:07] 1.700 | 33356 | 28834 | 84 | 41443
[12:02:07] 1.750 | 33724 | 31897 | 85 | 41446
[12:02:07] 1.800 | 30467 | 30704 | 79 | 41435
[12:02:07] 1.850 | 30721 | 33668 | 90 | 41467
[12:02:07] 1.900 | 32451 | 31180 | 58 | 41476
