timestamped_line
[16:21:17] ▶ Starting baseline phase for 2.5 seconds...
[16:21:17] t (s) | A | B | C | D
[16:21:17] 0.050 | 29131 | 33548 | 68 | 25427
[16:21:17] 0.100 | 31659 | 28240 | 63 | 25429
[16:21:17] 0.150 | 31039 | 33253 | 55 | 25429
[16:21:17] 0.200 | 26986 | 33743 | 50 | 25440
[16:21:17] 0.250 | 27787 | 31738 | 51 | 25437
[16:21:17] 0.300 | 30993 | 27457 | 57 | 25439
[16:21:17] 0.350 | 31487 | 30509 | 60 | 25440
[16:21:17] 0.400 | 31299 | 31423 | 57 | 25433
[16:21:17] 0.450 | 28630 | 29834 | 61 | 25440
[16:21:17] 0.500 | 35051 | 33001 | 56 | 25434
[16:21:17] 0.550 | 35645 | 34118 | 54 | 25428
[16:21:17] 0.600 | 30448 | 34377 | 53 | 25429
[16:21:17] 0.650 | 28868 | 31403 | 49 | 25442
[16:21:17] 0.700 | 31820 | 33244 | 65 | 25437
[16:21:17] 0.750 | 33343 | 31555 | 56 | 25424
[16:21:18] 0.800 | 33123 | 36385 | 55 | 25402
[16:21:18] 0.850 | 36425 | 31358 | 53 | 25417
[16:21:18] 0.900 | 33616 | 34740 | 48 | 25431
[16:21:18] 0.950 | 30019 | 29978 | 47 | 25444
[16:21:18] 1.000 | 34372 | 34308 | 67 | 25429
[16:21:18] 1.050 | 38311 | 35708 | 57 | 25447
[16:21:18] 1.100 | 29389 | 32589 | 54 | 25453
[16:21:18] 1.150 | 27816 | 31482 | 61 | 25453
[16:21:18] 1.200 | 34412 | 32764 | 65 | 25460
[16:21:18] 1.250 | 29232 | 34065 | 64 | 25454
[16:21:18] 1.300 | 32260 | 30468 | 66 | 25451
[16:21:18] 1.350 | 33901 | 33580 | 53 | 25449
[16:21:18] 1.400 | 27167 | 32292 | 70 | 25446
[16:21:18] 1.450 | 28436 | 29845 | 62 | 25434
[16:21:18] 1.500 | 29630 | 30823 | 59 | 25442
[16:21:18] 1.550 | 33301 | 28590 | 52 | 25469
[16:21:18] 1.600 | 28198 | 30939 | 66 | 25465
[16:21:18] 1.650 | 36705 | 32462 | 57 | 25478
[16:21:18] 1.700 | 31522 | 33663 | 53 | 25485
[16:21:18] 1.750 | 28324 | 27935 | 56 | 25473
[16:21:19] 1.800 | 31340 | 33553 | 67 | 25485
[16:21:19] 1.850 | 31773 | 35063 | 51 | 25473
[16:21:19] 1.900 | 33416 | 31506 | 54 | 25491
[16:21:19] 1.950 | 31484 | 29349 | 57 | 25474
[16:21:19] 2.000 | 35340 | 28292 | 61 | 25478
[16:21:19] 2.050 | 32095 | 32588 | 58 | 25486
[16:21:19] 2.100 | 35423 | 30951 | 47 | 25494
[16:21:19] 2.150 | 32462 | 30834 | 51 | 25490
[16:21:19] 2.200 | 28214 | 28484 | 63 | 25484
[16:21:19] 2.250 | 27336 | 30852 | 59 | 25479
[16:21:19] 2.300 | 32257 | 34923 | 69 | 25494
[16:21:19] 2.350 | 30811 | 27222 | 59 | 25491
[16:21:19] 2.400 | 29507 | 30522 | 52 | 25499
[16:21:19] 2.450 | 35358 | 32905 | 52 | 25500
[16:21:19] 2.500 | 32254 | 33564 | 56 | 25494
[16:21:19] ✅ Baseline complete. Starting main recording for 10 seconds...
[16:21:19] 2.550 | 30778 | 32733 | 55 | 25501
[16:21:19] 0.050 | 35858 | 33615 | 61 | 25489
[16:21:19] 0.100 | 34000 | 29945 | 53 | 25490
[16:21:19] 0.150 | 30976 | 36720 | 60 | 25509
[16:21:19] 0.200 | 33059 | 30555 | 56 | 25505
[16:21:20] 0.250 | 32005 | 33893 | 64 | 25490
[16:21:20] 0.300 | 35745 | 30955 | 62 | 25478
[16:21:20] 0.350 | 36272 | 28879 | 45 | 25498
[16:21:20] 0.400 | 31513 | 32841 | 56 | 25485
[16:21:20] 0.450 | 34153 | 31725 | 57 | 25503
[16:21:20] 0.500 | 32919 | 31230 | 57 | 25503
[16:21:20] 0.550 | 30277 | 33261 | 65 | 25512
[16:21:20] 0.600 | 31432 | 35861 | 43 | 25501
[16:21:20] 0.650 | 31094 | 31162 | 50 | 25492
[16:21:20] 0.700 | 33029 | 30937 | 62 | 25506
[16:21:20] 0.750 | 32145 | 36371 | 64 | 25505
[16:21:20] 0.800 | 32457 | 32731 | 58 | 25492
[16:21:20] 0.850 | 34075 | 30864 | 70 | 25501
[16:21:20] 0.900 | 29058 | 33594 | 68 | 25498
[16:21:20] 0.950 | 31914 | 31308 | 43 | 25503
[16:21:20] 1.000 | 33680 | 33501 | 50 | 25509
[16:21:20] 1.050 | 29282 | 32441 | 58 | 25505
[16:21:20] 1.100 | 31326 | 33780 | 55 | 25511
[16:21:20] 1.150 | 28801 | 32364 | 53 | 25526
[16:21:20] 1.200 | 29258 | 31534 | 50 | 25514
[16:21:21] 1.250 | 30489 | 34170 | 62 | 25518
[16:21:21] 1.300 | 35607 | 32388 | 56 | 25518
[16:21:21] 1.350 | 31280 | 29998 | 56 | 25542
[16:21:21] 1.400 | 28707 | 32975 | 64 | 25541
[16:21:21] 1.450 | 31282 | 30591 | 51 | 25528
[16:21:21] 1.500 | 32746 | 34070 | 47 | 25530
[16:21:21] 1.550 | 30394 | 29754 | 55 | 25536
[16:21:21] 1.600 | 31537 | 34462 | 66 | 25530
[16:21:21] 1.650 | 36156 | 31593 | 50 | 25530
[16:21:21] 1.700 | 28018 | 27560 | 59 | 25544
[16:21:21] 1.750 | 34308 | 31601 | 66 | 25564
[16:21:21] 1.800 | 35872 | 28690 | 65 | 25578
[16:21:21] 1.850 | 34788 | 33870 | 62 | 25575
[16:21:21] 1.900 | 33127 | 33878 | 44 | 25574
[16:21:21] 1.950 | 30825 | 35072 | 58 | 25564
[16:21:21] 2.000 | 31466 | 35815 | 67 | 25583
[16:21:21] 2.050 | 29965 | 31144 | 57 | 25575
[16:21:21] 2.100 | 29722 | 29194 | 57 | 25588
[16:21:21] 2.150 | 31624 | 30256 | 58 | 25591
[16:21:21] 2.200 | 30273 | 33240 | 48 | 25583
[16:21:22] 2.250 | 31139 | 25526 | 43 | 25578
[16:21:22] 2.300 | 28981 | 30669 | 55 | 25584
[16:21:22] 2.350 | 33602 | 30043 | 71 | 25575
[16:21:22] 2.400 | 29784 | 34142 | 73 | 25568
