ADC
2379
2379
2379
2379
2378
2380
2379
2380
2380
2378
2379
2380
2380
2378
2380
2379
2379
2380
2380
2379
2379
2379
2379
2380
2380
2380
2380
2379
2379
2379
2379
2380
2380
2380
2380
2379
2379
2378
2380
2380
2379
2379
2379
2381
2380
2381
2380
2380
2381
2380
2381
2381
2381
2379
2380
2381
2381
2381
2381
2379
2381
2380
2380
2380
2379
2380
2380
2380
2380
2380
2381
2380
2380
2380
2379
2380
2379
2380
2380
2379
2380
2380
2380
2380
2378
2379
2380
2379
2380
2380
2380
2380
2379
2378
2379
2379
2378
2379
2377
2378
2378
2378
2378
2379
2377
2378
2379
2378
2378
2378
2377
2378
2380
2378
2378
2377
2378
2376
2376
2376
2378
2379
2379
2379
2378
2379
2377
2379
2380
2378
2379
2380
2380
2379
2380
2379
2379
2380
2379
