timestamped_line
[17:33:21] ▶ Starting baseline phase for 2.5 seconds...
[17:33:21] t (s) | A | B | C | D
[17:33:21] 0.050 | 33 | 59 | 43043 | 84
[17:33:21] 0.100 | 24 | 50 | 43047 | 74
[17:33:21] 0.150 | 32 | 65 | 43021 | 68
[17:33:21] 0.200 | 40 | 38 | 43034 | 79
[17:33:21] 0.250 | 30 | 65 | 43048 | 60
[17:33:21] 0.300 | 40 | 56 | 43021 | 74
[17:33:21] 0.350 | 27 | 57 | 43023 | 80
[17:33:21] 0.400 | 25 | 59 | 43029 | 77
[17:33:21] 0.450 | 28 | 55 | 43038 | 71
[17:33:21] 0.500 | 34 | 66 | 43016 | 69
[17:33:21] 0.550 | 26 | 67 | 43020 | 77
[17:33:21] 0.600 | 27 | 54 | 43041 | 79
[17:33:21] 0.650 | 28 | 79 | 43054 | 76
[17:33:21] 0.700 | 48 | 63 | 43050 | 69
[17:33:21] 0.750 | 28 | 66 | 43043 | 91
[17:33:21] 0.800 | 32 | 48 | 43026 | 88
[17:33:21] 0.850 | 29 | 55 | 43030 | 77
[17:33:21] 0.900 | 25 | 60 | 43058 | 88
[17:33:21] 0.950 | 39 | 54 | 43056 | 72
[17:33:22] 1.000 | 38 | 61 | 43076 | 78
[17:33:22] 1.050 | 39 | 64 | 43039 | 72
[17:33:22] 1.100 | 37 | 69 | 43037 | 66
[17:33:22] 1.150 | 32 | 73 | 43040 | 72
[17:33:22] 1.200 | 25 | 60 | 43063 | 80
[17:33:22] 1.250 | 34 | 62 | 43074 | 73
[17:33:22] 1.300 | 30 | 59 | 43080 | 74
[17:33:22] 1.350 | 26 | 61 | 43084 | 90
[17:33:22] 1.400 | 46 | 64 | 43056 | 86
[17:33:22] 1.450 | 40 | 62 | 43075 | 78
[17:33:22] 1.500 | 41 | 49 | 43073 | 78
[17:33:22] 1.550 | 24 | 67 | 43075 | 79
[17:33:22] 1.600 | 49 | 63 | 43066 | 75
[17:33:22] 1.650 | 39 | 65 | 43078 | 86
[17:33:22] 1.700 | 40 | 62 | 43074 | 69
[17:33:22] 1.750 | 48 | 57 | 43073 | 82
[17:33:22] 1.800 | 39 | 57 | 43066 | 76
[17:33:22] 1.850 | 36 | 66 | 43077 | 80
[17:33:22] 1.900 | 36 | 66 | 43083 | 73
[17:33:22] 1.950 | 39 | 57 | 43088 | 74
[17:33:23] 2.000 | 30 | 55 | 43073 | 76
[17:33:23] 2.050 | 37 | 61 | 43086 | 71
[17:33:23] 2.100 | 27 | 53 | 43083 | 88
[17:33:23] 2.150 | 36 | 53 | 43091 | 61
[17:33:23] 2.200 | 47 | 67 | 43086 | 76
[17:33:23] 2.250 | 36 | 65 | 43094 | 85
[17:33:23] 2.300 | 28 | 57 | 43112 | 71
[17:33:23] 2.350 | 43 | 51 | 43107 | 77
[17:33:23] 2.400 | 28 | 51 | 43105 | 86
[17:33:23] 2.450 | 33 | 80 | 43103 | 67
[17:33:23] 2.500 | 32 | 58 | 43104 | 86
[17:33:23] ✅ Baseline complete. Starting main recording for 10 seconds...
[17:33:23] 2.550 | 39 | 65 | 43116 | 72
[17:33:23] 0.050 | 39 | 49 | 43102 | 75
[17:33:23] 0.100 | 24 | 54 | 43095 | 84
[17:33:23] 0.150 | 42 | 54 | 43101 | 85
[17:33:23] 0.200 | 42 | 64 | 43097 | 67
[17:33:23] 0.250 | 27 | 71 | 43100 | 76
[17:33:23] 0.300 | 44 | 49 | 43105 | 81
[17:33:23] 0.350 | 46 | 64 | 43128 | 67
[17:33:23] 0.400 | 26 | 54 | 43134 | 96
[17:33:24] 0.450 | 41 | 62 | 43126 | 76
[17:33:24] 0.500 | 29 | 67 | 43119 | 75
[17:33:24] 0.550 | 30 | 62 | 43109 | 81
[17:33:24] 0.600 | 27 | 55 | 43120 | 75
[17:33:24] 0.650 | 33 | 66 | 43138 | 82
[17:33:24] 0.700 | 35 | 67 | 43141 | 72
[17:33:24] 0.750 | 30 | 63 | 43137 | 64
[17:33:24] 0.800 | 44 | 55 | 43142 | 70
[17:33:24] 0.850 | 36 | 52 | 43141 | 76
[17:33:24] 0.900 | 42 | 52 | 43151 | 82
[17:33:24] 0.950 | 31 | 57 | 43132 | 85
[17:33:24] 1.000 | 30 | 65 | 43134 | 89
[17:33:24] 1.050 | 23 | 63 | 43143 | 73
[17:33:24] 1.100 | 44 | 52 | 43142 | 86
[17:33:24] 1.150 | 23 | 62 | 43131 | 83
[17:33:24] 1.200 | 30 | 59 | 43131 | 77
[17:33:24] 1.250 | 47 | 62 | 43144 | 74
[17:33:24] 1.300 | 30 | 61 | 43140 | 70
[17:33:24] 1.350 | 38 | 66 | 43130 | 80
[17:33:24] 1.400 | 27 | 50 | 43132 | 82
[17:33:25] 1.450 | 41 | 51 | 43130 | 78
[17:33:25] 1.500 | 41 | 63 | 43136 | 80
[17:33:25] 1.550 | 30 | 38 | 43129 | 81
[17:33:25] 1.600 | 37 | 48 | 43124 | 68
[17:33:25] 1.650 | 36 | 52 | 43126 | 65
[17:33:25] 1.700 | 35 | 66 | 43135 | 64
[17:33:25] 1.750 | 41 | 69 | 43138 | 83
[17:33:25] 1.800 | 35 | 53 | 43134 | 78
[17:33:25] 1.850 | 36 | 63 | 43123 | 86
[17:33:25] 1.900 | 23 | 59 | 43129 | 77
[17:33:25] 1.950 | 36 | 58 | 43136 | 85
[17:33:25] 2.000 | 48 | 57 | 43136 | 71
[17:33:25] 2.050 | 49 | 51 | 43140 | 81
[17:33:25] 2.100 | 27 | 61 | 43138 | 71
[17:33:25] 2.150 | 32 | 47 | 43128 | 71
[17:33:25] 2.200 | 35 | 65 | 43127 | 74
[17:33:25] 2.250 | 32 | 57 | 43124 | 88
[17:33:25] 2.300 | 38 | 56 | 43132 | 70
[17:33:25] 2.350 | 34 | 69 | 43125 | 83
[17:33:25] 2.400 | 31 | 68 | 43131 | 74
[17:33:26] 2.450 | 46 | 63 | 43144 | 73
[17:33:26] 2.500 | 29 | 54 | 43147 | 70
[17:33:26] 2.550 | 41 | 77 | 43148 | 64
[17:33:26] 2.600 | 27 | 51 | 43146 | 82
[17:33:26] 2.650 | 23 | 61 | 43156 | 73
[17:33:26] 2.700 | 40 | 60 | 43141 | 84
