timestamped_line
[16:38:26] ▶ Starting baseline phase for 2.5 seconds...
[16:38:26] t (s) | A | B | C | D
[16:38:27] 0.051 | 45 | 29987 | 51810 | 39373
[16:38:27] 0.101 | 53 | 29995 | 51804 | 39371
[16:38:27] 0.151 | 60 | 29992 | 51812 | 39388
[16:38:27] 0.201 | 73 | 29994 | 51799 | 39379
[16:38:27] 0.251 | 49 | 29988 | 51810 | 39381
[16:38:27] 0.301 | 111 | 29979 | 51814 | 39408
[16:38:27] 0.351 | 66 | 29991 | 51807 | 39381
[16:38:27] 0.401 | 53 | 30002 | 51805 | 39383
[16:38:27] 0.451 | 59 | 29987 | 51804 | 39381
[16:38:27] 0.501 | 57 | 29998 | 51800 | 39392
[16:38:27] 0.551 | 69 | 29988 | 51807 | 39385
[16:38:27] 0.601 | 119 | 29981 | 51819 | 39388
[16:38:27] 0.651 | 57 | 29999 | 51802 | 39382
[16:38:27] 0.701 | 62 | 29992 | 51806 | 39384
[16:38:27] 0.751 | 65 | 29984 | 51809 | 39376
[16:38:27] 0.801 | 55 | 29987 | 51798 | 39392
[16:38:27] 0.851 | 50 | 29983 | 51812 | 39384
[16:38:27] 0.901 | 121 | 29977 | 51799 | 39419
[16:38:27] 0.951 | 59 | 29989 | 51801 | 39404
[16:38:27] 1.001 | 62 | 29983 | 51804 | 39397
[16:38:28] 1.051 | 60 | 29979 | 51801 | 39407
[16:38:28] 1.101 | 60 | 29992 | 51812 | 39409
[16:38:28] 1.151 | 53 | 29981 | 51809 | 39405
[16:38:28] 1.201 | 59 | 29987 | 51808 | 39410
[16:38:28] 1.251 | 57 | 29984 | 51805 | 39407
[16:38:28] 1.301 | 57 | 29983 | 51815 | 39405
[16:38:28] 1.351 | 55 | 29987 | 51795 | 39408
[16:38:28] 1.401 | 55 | 29973 | 51813 | 39416
[16:38:28] 1.451 | 41 | 29991 | 51804 | 39413
[16:38:28] 1.501 | 62 | 29979 | 51804 | 39412
[16:38:28] 1.551 | 55 | 29988 | 51805 | 39415
[16:38:28] 1.601 | 61 | 29987 | 51807 | 39426
[16:38:28] 1.651 | 51 | 29984 | 51822 | 39416
[16:38:28] 1.701 | 57 | 29982 | 51810 | 39440
[16:38:28] 1.751 | 56 | 29979 | 51815 | 39431
[16:38:28] 1.801 | 63 | 29989 | 51821 | 39437
[16:38:28] 1.851 | 55 | 29987 | 51822 | 39428
[16:38:28] 1.901 | 69 | 29989 | 51807 | 39417
[16:38:28] 1.951 | 71 | 29984 | 51803 | 39440
[16:38:28] 2.001 | 55 | 29988 | 51815 | 39434
[16:38:29] 2.051 | 51 | 29988 | 51808 | 39438
[16:38:29] 2.101 | 65 | 29994 | 51816 | 39427
[16:38:29] 2.151 | 53 | 29989 | 51816 | 39438
[16:38:29] 2.201 | 61 | 29993 | 51811 | 39437
[16:38:29] 2.251 | 54 | 29992 | 51810 | 39442
[16:38:29] 2.301 | 65 | 29990 | 51807 | 39447
[16:38:29] 2.351 | 59 | 29987 | 51823 | 39447
[16:38:29] 2.401 | 65 | 29990 | 51807 | 39435
[16:38:29] 2.451 | 66 | 29984 | 51815 | 39430
[16:38:29] ✅ Baseline complete. Starting main recording for 10 seconds...
[16:38:29] 2.501 | 58 | 29991 | 51808 | 39433
[16:38:29] 0.050 | 84 | 30000 | 51811 | 39440
[16:38:29] 0.100 | 80 | 29989 | 51812 | 39436
[16:38:29] 0.150 | 78 | 29986 | 51809 | 39445
[16:38:29] 0.200 | 98 | 29993 | 51812 | 39442
[16:38:29] 0.250 | 89 | 29992 | 51816 | 39446
[16:38:29] 0.300 | 87 | 29995 | 51813 | 39448
[16:38:29] 0.350 | 93 | 29994 | 51809 | 39448
[16:38:29] 0.400 | 94 | 29984 | 51819 | 39454
[16:38:29] 0.450 | 93 | 29993 | 51810 | 39453
[16:38:29] 0.500 | 94 | 29997 | 51813 | 39451
[16:38:30] 0.550 | 84 | 30004 | 51816 | 39464
[16:38:30] 0.600 | 106 | 30008 | 51813 | 39469
[16:38:30] 0.650 | 87 | 30009 | 51818 | 39461
[16:38:30] 0.700 | 86 | 30011 | 51811 | 39465
[16:38:30] 0.750 | 97 | 30013 | 51819 | 39444
[16:38:30] 0.800 | 92 | 30012 | 51815 | 39466
[16:38:30] 0.850 | 89 | 30011 | 51819 | 39476
[16:38:30] 0.900 | 99 | 30018 | 51819 | 39481
[16:38:30] 0.950 | 88 | 30014 | 51821 | 39489
