timestamped_line
[17:57:48] ▶ Starting baseline phase for 2.5 seconds...
[17:57:48] t (s) | A | B | C | D
[17:57:48] 0.051 | 18 | 47818 | 46853 | 44997
[17:57:48] 0.101 | 34 | 47814 | 46846 | 44999
[17:57:48] 0.151 | 33 | 47816 | 46840 | 44990
[17:57:48] 0.201 | 42 | 47818 | 46854 | 44994
[17:57:48] 0.251 | 37 | 47821 | 46844 | 44989
[17:57:48] 0.301 | 37 | 47806 | 46857 | 45003
[17:57:48] 0.351 | 32 | 47812 | 46853 | 44987
[17:57:48] 0.401 | 31 | 47816 | 46848 | 44986
[17:57:48] 0.451 | 24 | 47815 | 46851 | 44983
[17:57:48] 0.501 | 39 | 47808 | 46852 | 44989
[17:57:48] 0.551 | 20 | 47812 | 46850 | 44989
[17:57:49] 0.601 | 30 | 47813 | 46856 | 44993
[17:57:49] 0.651 | 34 | 47804 | 46855 | 44990
[17:57:49] 0.701 | 34 | 47807 | 46857 | 44987
[17:57:49] 0.751 | 38 | 47817 | 46845 | 45001
[17:57:49] 0.801 | 38 | 47803 | 46849 | 44990
[17:57:49] 0.851 | 39 | 47809 | 46852 | 44993
[17:57:49] 0.901 | 34 | 47810 | 46847 | 44991
[17:57:49] 0.951 | 44 | 47809 | 46851 | 44993
[17:57:49] 1.001 | 41 | 47799 | 46846 | 44985
[17:57:49] 1.051 | 32 | 47807 | 46840 | 44989
[17:57:49] 1.101 | 29 | 47815 | 46847 | 45007
[17:57:49] 1.151 | 24 | 47817 | 46857 | 44994
[17:57:49] 1.201 | 34 | 47807 | 46853 | 44978
[17:57:49] 1.251 | 38 | 47807 | 46846 | 44997
[17:57:49] 1.301 | 36 | 47805 | 46853 | 44992
[17:57:49] 1.351 | 31 | 47801 | 46857 | 44996
[17:57:49] 1.401 | 30 | 47811 | 46863 | 44991
[17:57:49] 1.451 | 25 | 47804 | 46861 | 44979
[17:57:49] 1.501 | 33 | 47813 | 46857 | 44990
[17:57:49] 1.551 | 37 | 47819 | 46864 | 44996
[17:57:50] 1.601 | 34 | 47804 | 46859 | 44985
[17:57:50] 1.651 | 40 | 47817 | 46859 | 44989
[17:57:50] 1.701 | 30 | 47815 | 46850 | 45002
[17:57:50] 1.751 | 44 | 47814 | 46852 | 44998
[17:57:50] 1.801 | 28 | 47797 | 46851 | 44994
[17:57:50] 1.851 | 36 | 47816 | 46856 | 45005
[17:57:50] 1.901 | 33 | 47804 | 46856 | 44995
[17:57:50] 1.951 | 36 | 47808 | 46842 | 44988
[17:57:50] 2.001 | 37 | 47820 | 46860 | 45002
[17:57:50] 2.051 | 23 | 47814 | 46857 | 44993
[17:57:50] 2.101 | 36 | 47809 | 46864 | 44993
[17:57:50] 2.151 | 37 | 47815 | 46851 | 44986
[17:57:50] 2.201 | 43 | 47807 | 46856 | 44991
[17:57:50] 2.251 | 30 | 47815 | 46859 | 44987
[17:57:50] 2.301 | 43 | 47803 | 46858 | 44992
[17:57:50] 2.351 | 30 | 47809 | 46852 | 44991
[17:57:50] 2.401 | 36 | 47804 | 46863 | 44988
[17:57:50] 2.451 | 35 | 47818 | 46870 | 44984
[17:57:50] ✅ Baseline complete. Starting main recording for 10 seconds...
[17:57:50] 2.501 | 33 | 47810 | 46857 | 44996
[17:57:50] 0.050 | 34 | 47834 | 46865 | 44992
[17:57:51] 0.100 | 40 | 47815 | 46869 | 44995
[17:57:51] 0.150 | 26 | 47813 | 46856 | 44984
[17:57:51] 0.200 | 47 | 47821 | 46868 | 44993
[17:57:51] 0.250 | 23 | 47806 | 46865 | 44989
[17:57:51] 0.300 | 40 | 47813 | 46859 | 44987
[17:57:51] 0.350 | 26 | 47815 | 46866 | 44995
[17:57:51] 0.400 | 40 | 47807 | 46871 | 44990
[17:57:51] 0.450 | 22 | 47814 | 46866 | 44996
[17:57:51] 0.500 | 31 | 47819 | 46870 | 44991
[17:57:51] 0.550 | 42 | 47816 | 46863 | 44994
[17:57:51] 0.600 | 38 | 47814 | 46870 | 44995
[17:57:51] 0.650 | 36 | 47812 | 46868 | 44990
[17:57:51] 0.700 | 34 | 47808 | 46867 | 44970
[17:57:51] 0.750 | 34 | 47825 | 46858 | 44985
[17:57:51] 0.800 | 24 | 47811 | 46870 | 44981
[17:57:51] 0.850 | 26 | 47808 | 46869 | 44991
[17:57:51] 0.900 | 24 | 47810 | 46853 | 44989
[17:57:51] 0.950 | 38 | 47810 | 46878 | 44992
[17:57:51] 1.000 | 36 | 47813 | 46856 | 44983
[17:57:51] 1.050 | 27 | 47822 | 46870 | 44982
[17:57:52] 1.100 | 41 | 47824 | 46866 | 44990
[17:57:52] 1.150 | 37 | 47809 | 46870 | 44994
[17:57:52] 1.200 | 43 | 47813 | 46874 | 44983
[17:57:52] 1.250 | 33 | 47814 | 46862 | 44990
[17:57:52] 1.300 | 34 | 47808 | 46861 | 44980
[17:57:52] 1.350 | 22 | 47810 | 46866 | 44983
[17:57:52] 1.400 | 50 | 47807 | 46858 | 44988
[17:57:52] 1.450 | 44 | 47820 | 46866 | 44980
[17:57:52] 1.500 | 43 | 47820 | 46861 | 44985
[17:57:52] 1.550 | 28 | 47819 | 46856 | 44987
[17:57:52] 1.600 | 36 | 47820 | 46859 | 44989
[17:57:52] 1.650 | 40 | 47819 | 46868 | 44990
[17:57:52] 1.700 | 31 | 47814 | 46867 | 44990
[17:57:52] 1.750 | 28 | 47820 | 46867 | 44988
[17:57:52] 1.800 | 39 | 47810 | 46872 | 44984
[17:57:52] 1.850 | 50 | 47806 | 46872 | 44988
[17:57:52] 1.900 | 38 | 47821 | 46866 | 44986
[17:57:52] 1.950 | 46 | 47823 | 46872 | 44995
[17:57:52] 2.000 | 27 | 47816 | 46867 | 44999
[17:57:52] 2.050 | 35 | 47810 | 46871 | 44991
[17:57:53] 2.100 | 32 | 47824 | 46870 | 44987
[17:57:53] 2.150 | 26 | 47818 | 46872 | 44996
[17:57:53] 2.200 | 43 | 47829 | 46871 | 44982
[17:57:53] 2.250 | 31 | 47817 | 46866 | 44990
[17:57:53] 2.300 | 28 | 47824 | 46863 | 44987
[17:57:53] 2.350 | 34 | 47815 | 46855 | 44991
[17:57:53] 2.400 | 34 | 47826 | 46863 | 44997
[17:57:53] 2.450 | 31 | 47820 | 46864 | 44999
[17:57:53] 2.500 | 31 | 47817 | 46857 | 44994
[17:57:53] 2.550 | 35 | 47831 | 46866 | 44987
[17:57:53] 2.600 | 42 | 47824 | 46871 | 44987
[17:57:53] 2.650 | 27 | 47830 | 46860 | 44990
[17:57:53] 2.700 | 43 | 47836 | 46843 | 44990
[17:57:53] 2.750 | 23 | 47833 | 46861 | 44983
[17:57:53] 2.800 | 29 | 47828 | 46858 | 44982
[17:57:53] 2.850 | 23 | 47838 | 46865 | 44986
[17:57:53] 2.900 | 47 | 47843 | 46852 | 44990
[17:57:53] 2.950 | 32 | 47837 | 46865 | 44982
[17:57:53] 3.000 | 32 | 47842 | 46857 | 44998
[17:57:53] 3.050 | 45 | 47841 | 46872 | 44982
[17:57:54] 3.100 | 35 | 47833 | 46867 | 45002
[17:57:54] 3.150 | 40 | 47839 | 46861 | 44997
[17:57:54] 3.200 | 31 | 47833 | 46865 | 45003
[17:57:54] 3.250 | 28 | 47838 | 46857 | 44983
[17:57:54] 3.300 | 45 | 47833 | 46861 | 45001
[17:57:54] 3.350 | 32 | 47834 | 46866 | 44991
[17:57:54] 3.400 | 36 | 47836 | 46864 | 45000
[17:57:54] 3.450 | 34 | 47841 | 46863 | 44998
[17:57:54] 3.500 | 38 | 47844 | 46857 | 44996
[17:57:54] 3.550 | 26 | 47850 | 46846 | 45000
[17:57:54] 3.600 | 43 | 47837 | 46855 | 44994
[17:57:54] 3.650 | 27 | 47843 | 46859 | 45002
[17:57:54] 3.700 | 29 | 47846 | 46857 | 44999
[17:57:54] 3.750 | 38 | 47843 | 46857 | 44988
[17:57:54] 3.800 | 38 | 47839 | 46855 | 45000
[17:57:54] 3.850 | 29 | 47841 | 46846 | 44991
[17:57:54] 3.900 | 37 | 47843 | 46847 | 44992
[17:57:54] 3.950 | 40 | 47851 | 46846 | 44993
[17:57:54] 4.000 | 36 | 47837 | 46851 | 44990
[17:57:54] 4.050 | 35 | 47859 | 46853 | 44996
[17:57:55] 4.100 | 31 | 47846 | 46842 | 44987
[17:57:55] 4.150 | 27 | 47843 | 46844 | 44997
[17:57:55] 4.200 | 39 | 47847 | 46843 | 44994
[17:57:55] 4.250 | 33 | 47844 | 46844 | 44988
[17:57:55] 4.300 | 26 | 47844 | 46839 | 44974
[17:57:55] 4.350 | 21 | 47841 | 46827 | 44995
[17:57:55] 4.400 | 28 | 47842 | 46851 | 44992
[17:57:55] 4.450 | 36 | 47842 | 46836 | 44991
[17:57:55] 4.500 | 43 | 47834 | 46835 | 44993
[17:57:55] 4.550 | 37 | 47846 | 46827 | 44989
[17:57:55] 4.600 | 35 | 47829 | 46838 | 44993
[17:57:55] 4.650 | 25 | 47842 | 46848 | 44990
[17:57:55] 4.700 | 37 | 47838 | 46841 | 44992
