ADC
2843
2845
2844
2844
2845
2844
2844
2845
2845
2845
2845
2845
2845
2847
2847
2847
2847
2846
2847
2847
2847
2848
2846
2846
2847
2846
2847
2846
2848
2847
2848
2846
2846
2847
2847
2848
2848
2846
2846
2846
2848
2848
2850
2849
2850
2849
2850
2850
2850
2850
2851
2851
2850
2851
2850
2851
2851
2851
2851
2850
2851
2852
2852
2851
2851
2851
2852
2853
2852
2852
2853
2852
2852
2853
2852
2851
2851
2851
2852
2852
2853
2852
2852
2852
2852
2852
2851
2852
2853
2852
2851
2852
2851
2852
2851
2851
2852
2852
2852
2851
2851
2853
2851
2852
2852
2851
2852
2851
2851
2851
2851
2850
2851
2850
2851
2850
2850
2851
2850
2852
2852
2851
2851
2851
2851
2852
2852
2851
2852
2853
2851
2852
2852
2852
2852
2852
2852
2852
2852
