timestamped_line
[17:26:19] ▶ Starting baseline phase for 2.5 seconds...
[17:26:19] t (s) | A | B | C | D
[17:26:19] 0.050 | 36 | 69 | 48 | 32986
[17:26:19] 0.100 | 31 | 57 | 60 | 32983
[17:26:19] 0.150 | 53 | 57 | 56 | 32989
[17:26:19] 0.200 | 33 | 49 | 48 | 32995
[17:26:19] 0.250 | 37 | 63 | 60 | 32984
[17:26:19] 0.300 | 36 | 56 | 51 | 32988
[17:26:19] 0.350 | 45 | 63 | 54 | 33009
[17:26:19] 0.400 | 40 | 74 | 48 | 33003
[17:26:19] 0.450 | 28 | 60 | 45 | 33012
[17:26:19] 0.500 | 27 | 66 | 47 | 33008
[17:26:19] 0.550 | 32 | 50 | 55 | 33002
[17:26:19] 0.600 | 44 | 65 | 47 | 33003
[17:26:19] 0.650 | 32 | 66 | 62 | 33003
[17:26:20] 0.700 | 37 | 57 | 46 | 33016
[17:26:20] 0.750 | 37 | 66 | 51 | 33000
[17:26:20] 0.800 | 45 | 75 | 52 | 33005
[17:26:20] 0.850 | 46 | 57 | 42 | 33004
[17:26:20] 0.900 | 49 | 59 | 41 | 33004
[17:26:20] 0.950 | 45 | 61 | 56 | 33011
[17:26:20] 1.000 | 38 | 66 | 64 | 33004
[17:26:20] 1.050 | 27 | 51 | 62 | 33005
[17:26:20] 1.100 | 44 | 67 | 58 | 33016
[17:26:20] 1.150 | 34 | 61 | 44 | 33024
[17:26:20] 1.200 | 40 | 48 | 50 | 33014
[17:26:20] 1.250 | 39 | 68 | 77 | 33013
[17:26:20] 1.300 | 48 | 54 | 39 | 33003
[17:26:20] 1.350 | 48 | 53 | 49 | 33026
[17:26:20] 1.400 | 49 | 63 | 50 | 33019
[17:26:20] 1.450 | 37 | 65 | 54 | 33027
[17:26:20] 1.500 | 35 | 54 | 52 | 33033
[17:26:20] 1.550 | 34 | 76 | 45 | 33031
[17:26:20] 1.600 | 39 | 69 | 44 | 33035
[17:26:20] 1.650 | 56 | 67 | 37 | 33044
[17:26:21] 1.700 | 36 | 79 | 46 | 33048
[17:26:21] 1.750 | 31 | 59 | 59 | 33043
[17:26:21] 1.800 | 38 | 65 | 52 | 33059
[17:26:21] 1.850 | 39 | 58 | 45 | 33046
[17:26:21] 1.900 | 45 | 60 | 58 | 33050
[17:26:21] 1.950 | 49 | 56 | 56 | 33057
[17:26:21] 2.000 | 40 | 59 | 39 | 33056
[17:26:21] 2.050 | 55 | 66 | 48 | 33056
[17:26:21] 2.100 | 40 | 73 | 53 | 33054
[17:26:21] 2.150 | 37 | 61 | 62 | 33064
[17:26:21] 2.200 | 38 | 67 | 54 | 33066
[17:26:21] 2.250 | 44 | 67 | 46 | 33065
[17:26:21] 2.300 | 35 | 54 | 40 | 33084
[17:26:21] 2.350 | 40 | 57 | 51 | 33088
[17:26:21] 2.400 | 34 | 72 | 58 | 33107
[17:26:21] 2.450 | 30 | 65 | 56 | 33101
[17:26:21] 2.500 | 35 | 70 | 55 | 33103
[17:26:21] ✅ Baseline complete. Starting main recording for 10 seconds...
[17:26:21] 2.550 | 42 | 68 | 53 | 33095
[17:26:21] 0.050 | 40 | 61 | 60 | 33096
[17:26:21] 0.100 | 44 | 62 | 50 | 33105
[17:26:22] 0.150 | 41 | 69 | 58 | 33114
[17:26:22] 0.200 | 40 | 63 | 61 | 33112
[17:26:22] 0.250 | 43 | 70 | 56 | 33113
[17:26:22] 0.300 | 43 | 60 | 55 | 33105
[17:26:22] 0.350 | 37 | 80 | 56 | 33101
[17:26:22] 0.400 | 47 | 63 | 59 | 33116
[17:26:22] 0.450 | 33 | 71 | 65 | 33129
[17:26:22] 0.500 | 45 | 58 | 58 | 33135
[17:26:22] 0.550 | 44 | 64 | 47 | 33116
[17:26:22] 0.600 | 38 | 73 | 50 | 33106
