timestamped_line
[18:02:51] ▶ Starting baseline phase for 2.5 seconds...
[18:02:51] t (s) | A | B | C | D
[18:02:51] 0.050 | 49 | 47480 | 47953 | 44410
[18:02:51] 0.100 | 59 | 47470 | 47953 | 44404
[18:02:51] 0.150 | 46 | 47496 | 47927 | 44387
[18:02:51] 0.200 | 53 | 47506 | 47916 | 44383
[18:02:51] 0.250 | 58 | 47513 | 47946 | 44395
[18:02:51] 0.300 | 56 | 47494 | 47928 | 44408
[18:02:51] 0.350 | 52 | 47477 | 47957 | 44405
[18:02:51] 0.400 | 53 | 47490 | 47969 | 44400
[18:02:51] 0.450 | 63 | 47482 | 47979 | 44396
[18:02:51] 0.500 | 60 | 47486 | 47963 | 44405
[18:02:51] 0.550 | 42 | 47483 | 47946 | 44399
[18:02:52] 0.600 | 50 | 47475 | 47937 | 44417
[18:02:52] 0.650 | 59 | 47507 | 47938 | 44402
[18:02:52] 0.700 | 45 | 47516 | 47928 | 44394
[18:02:52] 0.750 | 51 | 47502 | 47931 | 44393
[18:02:52] 0.800 | 52 | 47482 | 47939 | 44401
[18:02:52] 0.850 | 42 | 47482 | 47973 | 44402
[18:02:52] 0.900 | 56 | 47488 | 47975 | 44394
[18:02:52] 0.950 | 41 | 47491 | 47981 | 44402
[18:02:52] 1.000 | 52 | 47497 | 47950 | 44404
[18:02:52] 1.050 | 62 | 47482 | 47947 | 44408
[18:02:52] 1.100 | 55 | 47489 | 47953 | 44410
[18:02:52] 1.150 | 56 | 47500 | 47947 | 44396
[18:02:52] 1.200 | 54 | 47514 | 47950 | 44394
[18:02:52] 1.250 | 56 | 47490 | 47955 | 44395
[18:02:52] 1.300 | 41 | 47487 | 47962 | 44403
[18:02:52] 1.350 | 62 | 47487 | 47974 | 44411
[18:02:52] 1.400 | 49 | 47486 | 47980 | 44410
[18:02:52] 1.450 | 55 | 47482 | 47975 | 44400
[18:02:52] 1.500 | 55 | 47494 | 47939 | 44410
[18:02:52] 1.550 | 54 | 47489 | 47954 | 44416
[18:02:53] 1.600 | 57 | 47499 | 47958 | 44420
[18:02:53] 1.650 | 66 | 47500 | 47962 | 44416
[18:02:53] 1.700 | 51 | 47506 | 47954 | 44422
[18:02:53] 1.750 | 49 | 47497 | 47961 | 44415
[18:02:53] 1.800 | 54 | 47485 | 47970 | 44409
[18:02:53] 1.850 | 65 | 47492 | 47983 | 44403
[18:02:53] 1.900 | 47 | 47488 | 47991 | 44395
[18:02:53] 1.950 | 47 | 47489 | 47972 | 44396
[18:02:53] 2.000 | 61 | 47482 | 47953 | 44410
[18:02:53] 2.050 | 65 | 47492 | 47961 | 44404
[18:02:53] 2.100 | 59 | 47501 | 47960 | 44402
[18:02:53] 2.150 | 59 | 47515 | 47969 | 44410
[18:02:53] 2.200 | 60 | 47518 | 47964 | 44410
[18:02:53] 2.250 | 68 | 47502 | 47973 | 44410
[18:02:53] 2.300 | 55 | 47502 | 47973 | 44409
[18:02:53] 2.350 | 42 | 47488 | 48000 | 44410
[18:02:53] 2.400 | 66 | 47496 | 47997 | 44412
[18:02:53] 2.450 | 67 | 47496 | 47975 | 44410
[18:02:53] 2.500 | 54 | 47505 | 47965 | 44417
[18:02:53] ✅ Baseline complete. Starting main recording for 10 seconds...
[18:02:53] 2.550 | 53 | 47509 | 47977 | 44414
[18:02:54] 0.050 | 52 | 47518 | 47972 | 44402
[18:02:54] 0.100 | 60 | 47514 | 47974 | 44413
[18:02:54] 0.150 | 73 | 47519 | 47975 | 44404
[18:02:54] 0.200 | 53 | 47508 | 47984 | 44404
[18:02:54] 0.250 | 55 | 47504 | 47982 | 44405
[18:02:54] 0.300 | 81 | 47505 | 47980 | 44407
[18:02:54] 0.350 | 50 | 47505 | 47986 | 44414
[18:02:54] 0.400 | 56 | 47513 | 47983 | 44427
[18:02:54] 0.450 | 50 | 47506 | 47966 | 44414
[18:02:54] 0.500 | 58 | 47514 | 47971 | 44414
[18:02:54] 0.550 | 45 | 47498 | 47973 | 44414
[18:02:54] 0.600 | 61 | 47508 | 47972 | 44415
[18:02:54] 0.650 | 50 | 47499 | 47975 | 44426
