Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
4.85,19.644,1.011,1020,1023,1023
5.17,17.622,-2.021,1021,1022,1023
5.28,18.633,1.011,1020,1023,1023
5.59,17.622,-1.011,1021,1022,1023
5.81,18.633,1.011,1021,1023,1023
5.92,19.644,1.011,1020,1023,1023
6.03,18.633,-1.011,1020,1022,1023
6.35,19.644,1.011,1021,1023,1023
6.46,18.633,-1.011,1021,1023,1023
6.57,17.622,-1.011,1020,1023,1023
6.69,18.633,1.011,1020,1022,1023
7.10,19.644,1.011,1021,1022,1022
7.31,18.633,-1.011,1020,1022,1023
7.63,19.644,1.011,1021,1022,1023
7.74,18.633,-1.011,1021,1022,1022
8.26,19.644,1.011,1020,1022,1022
8.67,18.633,-1.011,1020,1022,1022
8.79,19.644,1.011,1020,1022,1022
8.90,18.633,-1.011,1021,1023,1022
9.52,19.644,1.011,1020,1023,1023
10.03,18.633,-1.011,1021,1022,1023
10.25,19.644,1.011,1021,1022,1023
10.46,18.633,-1.011,1020,1023,1023
10.68,19.644,1.011,1022,1023,1022
10.79,18.633,-1.011,1021,1022,1022
10.90,17.622,-1.011,1021,1022,1022
11.02,19.644,2.021,1021,1023,1023
11.33,18.633,-1.011,1020,1022,1023
11.45,19.644,1.011,1021,1023,1023
11.66,18.633,-1.011,1023,1023,1023
12.08,19.644,1.011,1022,1022,1022
12.19,20.654,1.011,1022,1023,1022
12.31,19.644,-1.011,1022,1022,1023
12.52,18.633,-1.011,936,1022,1023
12.63,19.644,1.011,955,1023,1022
12.75,20.654,1.011,915,1023,1023
13.16,21.665,1.011,870,1023,1023
13.27,20.654,-1.011,881,1022,1022
13.39,22.676,2.021,841,1023,1023
13.50,21.665,-1.011,847,1023,1023
13.61,22.676,1.011,828,1023,1023
13.72,21.665,-1.011,822,1023,1022
13.84,22.676,1.011,780,1023,1022
14.05,23.687,1.011,707,1023,1022
14.16,24.697,1.011,667,1023,1023
14.37,26.719,2.021,642,1023,1023
14.59,27.729,1.011,595,1023,1022
14.80,28.740,1.011,574,1023,1023
14.91,30.762,2.021,557,1022,1023
15.02,31.772,1.011,544,1022,1023
15.34,32.783,1.011,536,1023,1023
15.55,33.794,1.011,547,1022,1022
15.66,32.783,-1.011,548,1022,1023
15.77,33.794,1.011,539,1022,1023
15.89,34.805,1.011,536,1022,1022
16.40,36.826,2.021,480,1023,1022
16.72,37.837,1.011,452,1023,1022
16.83,35.815,-2.021,448,1023,1023
16.94,37.837,2.021,440,1023,1022
17.26,36.826,-1.011,428,1022,1023
17.37,37.837,1.011,428,1023,1023
17.48,38.848,1.011,424,1023,1023
17.69,37.837,-1.011,420,1023,1023
17.81,38.848,1.011,420,1022,1023
17.92,37.837,-1.011,415,1022,1022
18.03,39.858,2.021,412,1023,1023
18.14,38.848,-1.011,410,1022,1023
18.46,39.858,1.011,402,1022,1023
18.57,40.869,1.011,398,1023,1022
18.68,39.858,-1.011,401,1022,1022
18.80,40.869,1.011,401,1023,1023
18.91,39.858,-1.011,402,1022,1022
19.12,40.869,1.011,397,1023,1022
19.23,39.858,-1.011,395,1022,1023
19.45,38.848,-1.011,412,1022,1023
19.66,39.858,1.011,410,1023,1022
19.77,38.848,-1.011,412,1022,1023
19.99,37.837,-1.011,419,1022,1023
20.10,36.826,-1.011,460,1023,1023
20.21,32.783,-4.043,581,1023,1022
20.33,31.772,-1.011,592,1022,1023
20.44,29.751,-2.021,632,1022,1022
20.65,27.729,-2.021,658,1022,1023
20.77,25.708,-2.021,672,1023,1023
20.88,24.697,-1.011,683,1022,1022
21.09,23.687,-1.011,724,1023,1023
21.21,22.676,-1.011,756,1023,1022
21.42,21.665,-1.011,820,1022,1023
21.53,20.654,-1.011,868,1023,1023
21.65,21.665,1.011,848,1023,1023
21.76,20.654,-1.011,865,1023,1023
21.87,21.665,1.011,860,1023,1023
21.98,20.654,-1.011,854,1023,1023
22.10,21.665,1.011,866,1023,1023
22.31,19.644,-2.021,868,1023,1023
22.42,20.654,1.011,849,1023,1022
22.53,18.633,-2.021,846,1023,1023
22.65,20.654,2.021,849,1022,1023
22.76,19.644,-1.011,841,1022,1023
23.07,20.654,1.011,855,1022,1023
23.19,19.644,-1.011,841,1023,1023
23.30,18.633,-1.011,847,1022,1023
23.41,19.644,1.011,857,1023,1023
23.73,20.654,1.011,845,1022,1023
24.04,21.665,1.011,782,1023,1023
24.15,22.676,1.011,735,1023,1023
24.36,23.687,1.011,713,1023,1023
24.58,25.708,2.021,658,1023,1023
24.69,26.719,1.011,626,1023,1023
24.90,27.729,1.011,610,1023,1023
25.12,29.751,2.021,587,1022,1023
25.33,30.762,1.011,578,1023,1023
25.64,31.772,1.011,562,1022,1023
25.75,32.783,1.011,560,1022,1023
25.97,33.794,1.011,563,1023,1023
26.18,34.805,1.011,560,1023,1023
26.29,35.815,1.011,566,1023,1023
26.40,34.805,-1.011,560,1023,1023
26.52,36.826,2.021,551,1023,1023
26.63,35.815,-1.011,540,1023,1023
26.84,36.826,1.011,525,1023,1022
26.95,37.837,1.011,500,1023,1023
27.27,36.826,-1.011,460,1023,1023
27.38,37.837,1.011,459,1023,1023
27.60,38.848,1.011,447,1022,1023
28.01,37.837,-1.011,441,1023,1023
28.12,38.848,1.011,434,1023,1023
28.24,39.858,1.011,434,1023,1023
28.35,38.848,-1.011,436,1023,1023
28.66,39.858,1.011,430,1023,1023
29.18,40.869,1.011,419,1023,1023
29.29,39.858,-1.011,412,1023,1023
29.40,40.869,1.011,406,1023,1023
29.52,39.858,-1.011,401,1022,1022
29.63,40.869,1.011,396,1023,1023
29.74,41.880,1.011,392,1023,1023
30.26,40.869,-1.011,380,1023,1023
30.47,39.858,-1.011,391,1023,1023
30.58,37.837,-2.021,455,1023,1022
30.70,34.805,-3.032,542,1022,1023
30.81,32.783,-2.021,593,1022,1023
30.92,30.762,-2.021,602,1023,1023
31.04,28.740,-2.021,621,1022,1023
31.25,27.729,-1.011,652,1023,1023
31.36,26.719,-1.011,664,1022,1023
31.48,25.708,-1.011,670,1023,1023
31.59,23.687,-2.021,704,1023,1022
31.70,22.676,-1.011,732,1023,1023
31.81,23.687,1.011,752,1022,1023
31.93,22.676,-1.011,801,1023,1023
32.04,21.665,-1.011,816,1023,1023
32.15,20.654,-1.011,819,1023,1023
32.27,19.644,-1.011,919,1023,1023
32.38,20.654,1.011,903,1023,1023
32.49,19.644,-1.011,898,1023,1022
32.70,20.654,1.011,928,1022,1023
32.82,19.644,-1.011,962,1023,1023
32.93,17.622,-2.021,1023,1022,1023
33.14,18.633,1.011,1022,1023,1022
33.76,17.622,-1.011,1022,1023,1023
33.88,18.633,1.011,1023,1023,1023
34.60,19.644,1.011,900,1022,1023
34.71,20.654,1.011,911,1023,1022
35.02,21.665,1.011,839,1023,1022
35.24,22.676,1.011,843,1023,1023
35.45,23.687,1.011,788,1023,1022
35.66,24.697,1.011,764,1023,1023
35.88,25.708,1.011,755,1023,1022
35.99,24.697,-1.011,755,1022,1023
36.10,25.708,1.011,733,1023,1023
36.21,26.719,1.011,707,1023,1023
36.32,27.729,1.011,686,1023,1023
36.54,29.751,2.021,629,1023,1023
36.65,31.772,2.021,613,1023,1023
36.86,32.783,1.011,571,1023,1023
36.97,33.794,1.011,553,1023,1023
37.19,34.805,1.011,535,1023,1023
37.30,36.826,2.021,555,1023,1023
37.82,37.837,1.011,518,1023,1023
38.03,39.858,2.021,511,1023,1023
38.34,38.848,-1.011,504,1022,1023
38.46,39.858,1.011,503,1023,1023
38.67,38.848,-1.011,496,1023,1023
38.78,39.858,1.011,494,1023,1023
38.99,40.869,1.011,488,1023,1023
39.21,39.858,-1.011,486,1022,1023
39.52,40.869,1.011,474,1023,1023
39.74,41.880,1.011,470,1023,1023
39.95,40.869,-1.011,466,1023,1023
40.16,41.880,1.011,468,1023,1023
40.28,40.869,-1.011,468,1023,1023
40.39,41.880,1.011,466,1023,1023
40.70,40.869,-1.011,447,1023,1023
40.81,41.880,1.011,450,1023,1023
40.93,40.869,-1.011,461,1023,1022
41.14,42.891,2.021,449,1023,1023
41.25,38.848,-4.043,527,1023,1023
41.37,32.783,-6.064,653,1022,1023
41.48,27.729,-5.054,699,1023,1023
41.59,26.719,-1.011,745,1023,1023
41.71,24.697,-2.021,805,1023,1023
41.82,22.676,-2.021,819,1023,1023
41.93,20.654,-2.021,839,1023,1023
42.25,19.644,-1.011,1023,1023,1023
42.36,18.633,-1.011,1022,1022,1023
42.47,19.644,1.011,1022,1023,1022
42.59,18.633,-1.011,1023,1023,1023
42.70,19.644,1.011,1023,1022,1023
42.91,18.633,-1.011,1023,1023,1023
43.03,19.644,1.011,1023,1023,1023
43.14,18.633,-1.011,1023,1023,1023
43.26,19.644,1.011,1022,1022,1023
43.87,18.633,-1.011,1022,1023,1023
43.99,19.644,1.011,1023,1023,1023
44.20,18.633,-1.011,1022,1023,1023
44.52,19.644,1.011,1022,1022,1023
45.04,20.654,1.011,969,1023,1022
45.15,19.644,-1.011,1014,1023,1023
45.36,20.654,1.011,852,1023,1023
45.47,21.665,1.011,829,1023,1023
45.69,22.676,1.011,832,1023,1023
46.00,23.687,1.011,775,1023,1023
46.11,25.708,2.021,751,1023,1023
46.33,26.719,1.011,733,1023,1023
46.44,27.729,1.011,717,1023,1023
46.55,28.740,1.011,676,1023,1023
46.66,30.762,2.021,670,1023,1023
46.78,31.772,1.011,639,1023,1023
46.89,32.783,1.011,612,1023,1023
47.00,33.794,1.011,604,1023,1023
47.11,34.805,1.011,618,1023,1023
47.43,35.815,1.011,621,1023,1023
47.54,36.826,1.011,616,1023,1023
47.75,38.848,2.021,588,1022,1023
48.27,39.858,1.011,560,1023,1022
48.38,38.848,-1.011,553,1023,1023
48.49,39.858,1.011,540,1023,1023
48.60,40.869,1.011,536,1022,1023
48.71,39.858,-1.011,525,1023,1023
48.93,40.869,1.011,513,1023,1023
49.04,41.880,1.011,503,1023,1023
49.25,40.869,-1.011,497,1023,1022
49.47,41.880,1.011,489,1023,1023
49.68,42.891,1.011,480,1023,1023
49.89,43.901,1.011,454,1023,1023
50.11,42.891,-1.011,448,1023,1023
50.42,43.901,1.011,447,1023,1023
50.53,42.891,-1.011,442,1023,1023
50.65,43.901,1.011,434,1022,1022
50.96,41.880,-2.021,442,1023,1023
51.08,43.901,2.021,434,1023,1022
51.19,42.891,-1.011,430,1023,1023
