Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
51.30,43.901,1.011,421,1023,1023
51.51,39.858,-4.043,540,1023,1023
51.62,33.794,-6.064,668,1023,1023
51.74,30.762,-3.032,679,1022,1023
51.85,26.719,-4.043,792,1022,1023
51.96,22.676,-4.043,847,1023,1023
52.18,20.654,-2.021,873,1023,1023
52.39,19.644,-1.011,997,1022,1023
52.51,20.654,1.011,1022,1022,1023
52.62,19.644,-1.011,1022,1023,1023
52.93,18.633,-1.011,1022,1023,1023
53.05,19.644,1.011,1022,1023,1023
53.16,18.633,-1.011,1023,1022,1023
53.68,17.622,-1.011,1022,1022,1023
53.79,18.633,1.011,1022,1023,1023
53.91,19.644,1.011,1023,1023,1023
54.02,18.633,-1.011,1023,1023,1023
54.13,19.644,1.011,1022,1023,1023
54.25,18.633,-1.011,1023,1023,1023
54.66,19.644,1.011,1022,1022,1023
54.78,18.633,-1.011,1023,1023,1023
55.09,19.644,1.011,1023,1023,1023
55.51,20.654,1.011,786,1023,1023
55.62,22.676,2.021,744,1023,1023
55.83,24.697,2.021,722,1023,1023
55.95,25.708,1.011,677,1023,1023
56.06,26.719,1.011,644,1023,1023
56.17,28.740,2.021,628,1023,1023
56.28,29.751,1.011,615,1023,1023
56.39,30.762,1.011,600,1023,1023
56.61,32.783,2.021,540,1023,1023
56.72,33.794,1.011,527,1023,1023
56.83,34.805,1.011,515,1023,1023
57.04,36.826,2.021,511,1023,1023
57.15,37.837,1.011,498,1022,1023
57.27,38.848,1.011,479,1023,1023
57.38,39.858,1.011,472,1023,1022
57.59,41.880,2.021,455,1023,1023
57.70,42.891,1.011,443,1023,1023
57.82,41.880,-1.011,442,1021,1023
57.93,43.901,2.021,434,1023,1023
58.04,37.837,-6.064,551,1023,1023
58.15,25.708,-12.129,762,1023,1023
58.27,22.676,-3.032,794,1023,1023
58.38,20.654,-2.021,1023,1023,1023
58.49,17.622,-3.032,1022,1022,1023
58.61,18.633,1.011,1023,1022,1023
58.92,17.622,-1.011,1023,1023,1023
59.04,18.633,1.011,1022,1023,1023
59.25,17.622,-1.011,1022,1023,1023
59.47,18.633,1.011,1023,1023,1023
60.19,19.644,1.011,1023,1023,1023
60.30,17.622,-2.021,1022,1023,1023
60.41,18.633,1.011,1022,1023,1023
60.83,17.622,-1.011,1022,1023,1023
61.04,18.633,1.011,1022,1023,1023
