timestamped_line
[17:54:16] ▶ Starting baseline phase for 2.5 seconds...
[17:54:16] t (s) | A | B | C | D
[17:54:16] 0.050 | 38402 | 41134 | 4 | 35047
[17:54:16] 0.100 | 33113 | 38184 | 10 | 35077
[17:54:16] 0.150 | 35431 | 34212 | 11 | 35131
[17:54:16] 0.200 | 34751 | 34871 | 13 | 35128
[17:54:16] 0.250 | 34941 | 33385 | 10 | 35077
[17:54:16] 0.300 | 37227 | 39196 | 8 | 35051
[17:54:16] 0.350 | 42360 | 36622 | 10 | 35051
[17:54:16] 0.400 | 35217 | 40660 | 10 | 35006
[17:54:16] 0.450 | 34914 | 38090 | 13 | 34997
[17:54:16] 0.500 | 34691 | 33789 | 6 | 34977
[17:54:16] 0.550 | 40683 | 36212 | 6 | 35017
[17:54:16] 0.600 | 36085 | 37964 | 8 | 35009
[17:54:16] 0.650 | 31644 | 32055 | 10 | 35020
[17:54:17] 0.700 | 35889 | 35604 | 9 | 35038
[17:54:17] 0.750 | 34052 | 31160 | 7 | 34997
[17:54:17] 0.800 | 37411 | 33906 | 12 | 35008
[17:54:17] 0.850 | 35475 | 34225 | 8 | 35094
[17:54:17] 0.900 | 36670 | 39979 | 11 | 35040
[17:54:17] 0.950 | 37804 | 38466 | 11 | 35042
[17:54:17] 1.000 | 33992 | 34779 | 8 | 35070
[17:54:17] 1.050 | 41046 | 32393 | 8 | 35047
[17:54:17] 1.100 | 34847 | 35441 | 8 | 34987
[17:54:17] 1.150 | 36222 | 38504 | 6 | 35005
[17:54:17] 1.200 | 42125 | 38062 | 9 | 34981
[17:54:17] 1.250 | 33839 | 39117 | 10 | 35002
[17:54:17] 1.300 | 38954 | 37527 | 7 | 34985
[17:54:17] 1.350 | 38162 | 37611 | 10 | 34958
[17:54:17] 1.400 | 42029 | 36835 | 9 | 34930
[17:54:17] 1.450 | 34343 | 37382 | 9 | 34926
[17:54:17] 1.500 | 34843 | 35516 | 8 | 34983
[17:54:17] 1.550 | 32635 | 34424 | 6 | 35004
[17:54:17] 1.600 | 34717 | 35940 | 12 | 35021
[17:54:17] 1.650 | 39988 | 38022 | 6 | 35006
[17:54:18] 1.700 | 33059 | 39424 | 7 | 35018
[17:54:18] 1.750 | 38076 | 39820 | 13 | 35034
[17:54:18] 1.800 | 31155 | 33100 | 7 | 35022
[17:54:18] 1.850 | 35969 | 38178 | 10 | 34983
[17:54:18] 1.900 | 38429 | 35280 | 12 | 34981
[17:54:18] 1.950 | 34216 | 31753 | 10 | 34981
[17:54:18] 2.000 | 36564 | 33360 | 7 | 35028
[17:54:18] 2.050 | 35715 | 37126 | 5 | 35027
[17:54:18] 2.100 | 37109 | 37463 | 7 | 34972
[17:54:18] 2.150 | 36148 | 38974 | 10 | 34982
[17:54:18] 2.200 | 34035 | 33363 | 10 | 35020
[17:54:18] 2.250 | 32071 | 36531 | 6 | 34959
[17:54:18] 2.300 | 38787 | 34874 | 9 | 34872
[17:54:18] 2.350 | 38500 | 36429 | 8 | 34914
[17:54:18] 2.400 | 34303 | 36387 | 11 | 34926
[17:54:18] 2.450 | 32730 | 36901 | 9 | 34923
[17:54:18] 2.500 | 35529 | 41778 | 6 | 34918
[17:54:18] ✅ Baseline complete. Starting main recording for 10 seconds...
[17:54:18] 2.550 | 37359 | 34581 | 11 | 34923
[17:54:18] 0.050 | 36498 | 33897 | 7 | 34909
[17:54:18] 0.100 | 37625 | 35496 | 7 | 34861
[17:54:19] 0.150 | 31166 | 36915 | 10 | 34884
[17:54:19] 0.200 | 34180 | 38766 | 8 | 34867
[17:54:19] 0.250 | 40389 | 38108 | 6 | 34923
[17:54:19] 0.300 | 38286 | 33088 | 10 | 34902
[17:54:19] 0.350 | 33961 | 37164 | 11 | 34932
[17:54:19] 0.400 | 33408 | 32119 | 9 | 34967
[17:54:19] 0.450 | 33706 | 35622 | 15 | 34911
[17:54:19] 0.500 | 41341 | 35299 | 7 | 34980
[17:54:19] 0.550 | 36145 | 36830 | 10 | 34977
[17:54:19] 0.600 | 37369 | 33204 | 8 | 34984
[17:54:19] 0.650 | 32246 | 34149 | 11 | 34976
[17:54:19] 0.700 | 31996 | 32927 | 13 | 34973
[17:54:19] 0.750 | 37539 | 38258 | 13 | 34962
[17:54:19] 0.800 | 34105 | 34279 | 9 | 34899
[17:54:19] 0.850 | 37650 | 36385 | 9 | 34875
[17:54:19] 0.900 | 35869 | 37238 | 14 | 34909
[17:54:19] 0.950 | 39337 | 36065 | 10 | 34921
[17:54:19] 1.000 | 39450 | 35882 | 6 | 34926
[17:54:19] 1.050 | 31375 | 37779 | 12 | 34929
[17:54:19] 1.100 | 34900 | 36721 | 8 | 34869
[17:54:20] 1.150 | 34462 | 36099 | 12 | 34851
[17:54:20] 1.200 | 41542 | 41017 | 9 | 34865
[17:54:20] 1.250 | 37447 | 34402 | 6 | 34916
[17:54:20] 1.300 | 34144 | 33684 | 8 | 34941
[17:54:20] 1.350 | 33541 | 39058 | 11 | 34938
[17:54:20] 1.400 | 36422 | 36095 | 10 | 34982
[17:54:20] 1.450 | 34969 | 35144 | 10 | 35021
[17:54:20] 1.500 | 38555 | 35862 | 6 | 35018
[17:54:20] 1.550 | 39727 | 36381 | 7 | 35043
[17:54:20] 1.600 | 36319 | 36481 | 6 | 35056
[17:54:20] 1.650 | 37057 | 40714 | 10 | 35068
[17:54:20] 1.700 | 33677 | 36760 | 10 | 35079
[17:54:20] 1.750 | 33906 | 35742 | 7 | 35036
[17:54:20] 1.800 | 35014 | 37991 | 11 | 35057
[17:54:20] 1.850 | 31411 | 38419 | 10 | 35084
[17:54:20] 1.900 | 40020 | 38631 | 13 | 35060
[17:54:20] 1.950 | 33322 | 36594 | 10 | 35095
[17:54:20] 2.000 | 34710 | 38268 | 11 | 35080
[17:54:20] 2.050 | 36306 | 35279 | 9 | 35089
[17:54:20] 2.100 | 33395 | 36597 | 6 | 35044
[17:54:21] 2.150 | 38411 | 35942 | 9 | 35043
[17:54:21] 2.200 | 38384 | 37656 | 11 | 35054
[17:54:21] 2.250 | 35131 | 37471 | 8 | 35071
[17:54:21] 2.300 | 36836 | 34668 | 7 | 35073
[17:54:21] 2.350 | 37585 | 36297 | 10 | 35004
[17:54:21] 2.400 | 35619 | 40399 | 4 | 35124
[17:54:21] 2.450 | 35097 | 34646 | 11 | 35112
[17:54:21] 2.500 | 37387 | 41349 | 10 | 35100
[17:54:21] 2.550 | 35387 | 38086 | 6 | 35130
[17:54:21] 2.600 | 31502 | 33701 | 6 | 35155
[17:54:21] 2.650 | 39935 | 37755 | 9 | 35131
[17:54:21] 2.700 | 35681 | 39704 | 10 | 35176
[17:54:21] 2.750 | 33305 | 37089 | 7 | 35191
[17:54:21] 2.800 | 38091 | 38974 | 10 | 35170
[17:54:21] 2.850 | 34712 | 36818 | 10 | 35162
[17:54:21] 2.900 | 35413 | 33641 | 5 | 35126
[17:54:21] 2.950 | 38270 | 37660 | 10 | 35077
[17:54:21] 3.000 | 39020 | 35063 | 8 | 35050
[17:54:21] 3.050 | 34671 | 34845 | 8 | 35047
[17:54:21] 3.100 | 38380 | 36471 | 12 | 35041
[17:54:22] 3.150 | 37709 | 37060 | 10 | 35023
[17:54:22] 3.200 | 36026 | 37642 | 10 | 35026
[17:54:22] 3.250 | 38128 | 40190 | 16 | 35040
[17:54:22] 3.300 | 39427 | 39554 | 8 | 34994
[17:54:22] 3.350 | 34171 | 34712 | 10 | 35065
[17:54:22] 3.400 | 36660 | 33746 | 9 | 35030
[17:54:22] 3.450 | 36719 | 37083 | 9 | 35052
[17:54:22] 3.500 | 38781 | 41816 | 10 | 35093
[17:54:22] 3.550 | 34394 | 40041 | 10 | 35038
[17:54:22] 3.600 | 36014 | 35355 | 13 | 35045
[17:54:22] 3.650 | 36432 | 31856 | 7 | 35043
[17:54:22] 3.700 | 38988 | 38326 | 10 | 35047
[17:54:22] 3.750 | 38747 | 37937 | 10 | 35114
[17:54:22] 3.800 | 35792 | 36607 | 7 | 35143
[17:54:22] 3.850 | 33760 | 35256 | 13 | 35156
[17:54:22] 3.900 | 36784 | 38955 | 9 | 35178
[17:54:22] 3.950 | 36080 | 33440 | 6 | 35182
[17:54:22] 4.000 | 36627 | 36889 | 4 | 35166
[17:54:22] 4.050 | 38860 | 34744 | 7 | 35170
[17:54:22] 4.100 | 37026 | 40257 | 8 | 35181
[17:54:23] 4.150 | 33972 | 39297 | 8 | 35179
[17:54:23] 4.200 | 35240 | 36639 | 6 | 35170
[17:54:23] 4.250 | 35240 | 35104 | 9 | 35194
[17:54:23] 4.300 | 36483 | 35227 | 12 | 35218
[17:54:23] 4.350 | 33646 | 35200 | 15 | 35246
[17:54:23] 4.400 | 36967 | 35824 | 9 | 35243
[17:54:23] 4.450 | 35590 | 37512 | 11 | 35239
[17:54:23] 4.500 | 33424 | 36427 | 8 | 35235
