timestamped_line
[11:13:56] ▶ Starting baseline phase for 2.5 seconds...
[11:13:56] t (s) | A | B | C | D
[11:13:56] 0.050 | 30945 | 38039 | 64 | 32925
[11:13:56] 0.100 | 33991 | 28673 | 92 | 32926
[11:13:56] 0.150 | 31592 | 28570 | 69 | 32955
[11:13:56] 0.200 | 33726 | 35197 | 88 | 32963
[11:13:56] 0.250 | 31208 | 27994 | 75 | 32904
[11:13:56] 0.300 | 33923 | 33282 | 79 | 32861
[11:13:56] 0.350 | 35188 | 31059 | 68 | 32839
[11:13:56] 0.400 | 35031 | 31434 | 79 | 32845
[11:13:56] 0.450 | 33692 | 35325 | 102 | 32881
[11:13:56] 0.500 | 31679 | 31038 | 90 | 32885
[11:13:57] 0.550 | 33044 | 33697 | 100 | 32872
[11:13:57] 0.600 | 35110 | 33403 | 85 | 32884
[11:13:57] 0.650 | 28173 | 31443 | 68 | 32882
[11:13:57] 0.700 | 29361 | 31088 | 86 | 32881
[11:13:57] 0.750 | 28376 | 34565 | 81 | 32901
[11:13:57] 0.800 | 30953 | 30417 | 94 | 32936
[11:13:57] 0.850 | 30129 | 34143 | 90 | 32902
[11:13:57] 0.900 | 33982 | 27527 | 75 | 32879
[11:13:57] 0.950 | 33297 | 31324 | 98 | 32872
[11:13:57] 1.000 | 30531 | 33623 | 78 | 32892
[11:13:57] 1.050 | 32568 | 33901 | 74 | 32978
[11:13:57] 1.100 | 36308 | 31008 | 64 | 32948
[11:13:57] 1.150 | 31168 | 26305 | 90 | 32969
[11:13:57] 1.200 | 29778 | 28200 | 93 | 32951
[11:13:57] 1.250 | 31902 | 33016 | 81 | 32970
[11:13:57] 1.300 | 34804 | 33030 | 86 | 32956
[11:13:57] 1.350 | 34301 | 32632 | 68 | 32954
[11:13:57] 1.400 | 32623 | 34535 | 74 | 32955
[11:13:57] 1.450 | 34680 | 31901 | 85 | 33044
[11:13:57] 1.500 | 32200 | 32829 | 79 | 33050
[11:13:58] 1.550 | 31417 | 30651 | 87 | 33029
[11:13:58] 1.600 | 34488 | 30425 | 82 | 33052
[11:13:58] 1.650 | 30073 | 35685 | 80 | 33019
[11:13:58] 1.700 | 29548 | 32087 | 83 | 33014
[11:13:58] 1.750 | 29613 | 31371 | 72 | 33027
[11:13:58] 1.800 | 27335 | 28166 | 57 | 33045
[11:13:58] 1.850 | 31712 | 37307 | 86 | 33045
[11:13:58] 1.900 | 32843 | 27577 | 80 | 33158
[11:13:58] 1.950 | 32684 | 30535 | 99 | 33132
[11:13:58] 2.000 | 30311 | 34993 | 88 | 33108
[11:13:58] 2.050 | 31998 | 32212 | 95 | 33097
[11:13:58] 2.100 | 29990 | 31772 | 75 | 32997
[11:13:58] 2.150 | 36017 | 38965 | 98 | 32947
[11:13:58] 2.200 | 29412 | 32237 | 85 | 32922
[11:13:58] 2.250 | 29320 | 37114 | 85 | 32911
[11:13:58] 2.300 | 28839 | 30184 | 80 | 32929
[11:13:58] 2.350 | 37236 | 35866 | 85 | 32938
[11:13:58] 2.400 | 34450 | 30440 | 70 | 33033
[11:13:58] 2.450 | 33622 | 37816 | 93 | 33061
[11:13:58] 2.500 | 33790 | 31794 | 84 | 33064
[11:13:58] ✅ Baseline complete. Starting main recording for 10 seconds...
[11:13:59] 2.550 | 29952 | 31767 | 80 | 33050
[11:13:59] 0.050 | 33640 | 35069 | 94 | 33017
[11:13:59] 0.100 | 29061 | 33432 | 74 | 33029
[11:13:59] 0.150 | 33631 | 32284 | 80 | 33020
[11:13:59] 0.200 | 27279 | 30957 | 57 | 33147
[11:13:59] 0.250 | 34947 | 36545 | 97 | 33180
[11:13:59] 0.300 | 36564 | 35973 | 79 | 33193
[11:13:59] 0.350 | 34935 | 32271 | 84 | 33222
[11:13:59] 0.400 | 32206 | 34759 | 83 | 33242
[11:13:59] 0.450 | 34625 | 30871 | 72 | 33285
[11:13:59] 0.500 | 25612 | 33852 | 76 | 33300
[11:13:59] 0.550 | 31920 | 33643 | 74 | 33283
[11:13:59] 0.600 | 31950 | 37405 | 86 | 33227
[11:13:59] 0.650 | 33124 | 35146 | 81 | 33271
[11:13:59] 0.700 | 33187 | 33117 | 77 | 33281
[11:13:59] 0.750 | 27962 | 30717 | 87 | 33237
[11:13:59] 0.800 | 30597 | 35206 | 72 | 33258
[11:13:59] 0.850 | 33284 | 37506 | 64 | 33244
[11:13:59] 0.900 | 29330 | 30970 | 94 | 33265
[11:13:59] 0.950 | 34668 | 33679 | 90 | 33191
[11:13:59] 1.000 | 31598 | 33868 | 76 | 33195
[11:14:00] 1.050 | 34562 | 34517 | 68 | 33283
[11:14:00] 1.100 | 32489 | 32543 | 73 | 33266
[11:14:00] 1.150 | 34582 | 26828 | 55 | 33238
[11:14:00] 1.200 | 33993 | 31331 | 82 | 33014
[11:14:00] 1.250 | 35900 | 35774 | 77 | 32269
[11:14:00] 1.300 | 30175 | 31328 | 97 | 32285
[11:14:00] 1.350 | 30315 | 32074 | 86 | 32306
[11:14:00] 1.400 | 29867 | 29546 | 89 | 32378
[11:14:00] 1.450 | 31854 | 27140 | 83 | 32321
[11:14:00] 1.500 | 31525 | 37164 | 85 | 32370
[11:14:00] 1.550 | 31756 | 27939 | 64 | 32427
[11:14:00] 1.600 | 27721 | 31588 | 90 | 32446
[11:14:00] 1.650 | 30400 | 30494 | 75 | 32400
[11:14:00] 1.700 | 34228 | 34785 | 91 | 32392
[11:14:00] 1.750 | 35116 | 31425 | 79 | 32399
[11:14:00] 1.800 | 32288 | 33103 | 76 | 32448
[11:14:00] 1.850 | 32111 | 35494 | 88 | 32508
[11:14:00] 1.900 | 32176 | 38068 | 83 | 32541
[11:14:00] 1.950 | 33587 | 31700 | 93 | 32535
[11:14:01] 2.000 | 33041 | 36244 | 80 | 32546
[11:14:01] 2.050 | 31144 | 28277 | 82 | 32565
[11:14:01] 2.100 | 34561 | 35764 | 76 | 32558
[11:14:01] 2.150 | 28845 | 32326 | 77 | 32560
[11:14:01] 2.200 | 35515 | 31652 | 92 | 32582
