timestamped_line
[16:12:03] ▶ Starting baseline phase for 2.5 seconds...
[16:12:03] t (s) | A | B | C | D
[16:12:03] 0.050 | 33311 | 31666 | 63 | 39745
[16:12:03] 0.100 | 31806 | 34116 | 60 | 39733
[16:12:03] 0.150 | 31611 | 34581 | 58 | 39747
[16:12:03] 0.200 | 27821 | 37356 | 57 | 39746
[16:12:03] 0.250 | 33239 | 30526 | 53 | 39737
[16:12:03] 0.300 | 31200 | 34365 | 69 | 39729
[16:12:03] 0.350 | 35938 | 34575 | 54 | 39718
[16:12:03] 0.400 | 38477 | 40693 | 56 | 39727
[16:12:03] 0.450 | 37030 | 34727 | 72 | 39694
[16:12:03] 0.500 | 32107 | 29073 | 57 | 39729
[16:12:03] 0.550 | 33963 | 35610 | 77 | 39709
[16:12:03] 0.600 | 29178 | 36432 | 68 | 39714
[16:12:03] 0.650 | 37051 | 34843 | 70 | 39752
[16:12:04] 0.700 | 31444 | 34647 | 62 | 39736
[16:12:04] 0.750 | 38385 | 26919 | 51 | 39724
[16:12:04] 0.800 | 33377 | 29250 | 56 | 39691
[16:12:04] 0.850 | 34912 | 31511 | 55 | 39663
[16:12:04] 0.900 | 32246 | 35654 | 65 | 39656
[16:12:04] 0.950 | 30933 | 34193 | 50 | 39654
[16:12:04] 1.000 | 31317 | 31266 | 60 | 39681
[16:12:04] 1.050 | 36929 | 36204 | 52 | 39702
[16:12:04] 1.100 | 34258 | 32833 | 60 | 39648
[16:12:04] 1.150 | 30051 | 30031 | 58 | 39681
[16:12:04] 1.200 | 34709 | 32628 | 70 | 39687
[16:12:04] 1.250 | 31682 | 29506 | 59 | 39672
[16:12:04] 1.300 | 37888 | 34782 | 66 | 39654
[16:12:04] 1.350 | 32828 | 29102 | 52 | 39710
[16:12:04] 1.400 | 32491 | 30439 | 66 | 39713
[16:12:04] 1.450 | 33778 | 29720 | 49 | 39722
[16:12:04] 1.500 | 35999 | 33803 | 63 | 39715
[16:12:04] 1.550 | 33150 | 33138 | 61 | 39767
[16:12:04] 1.600 | 32961 | 32759 | 61 | 39798
[16:12:04] 1.650 | 33147 | 30738 | 57 | 39821
[16:12:05] 1.700 | 32793 | 35762 | 64 | 39845
[16:12:05] 1.750 | 37896 | 35231 | 59 | 39863
[16:12:05] 1.800 | 37696 | 33156 | 65 | 39844
[16:12:05] 1.850 | 35354 | 29388 | 64 | 39830
[16:12:05] 1.900 | 33034 | 38117 | 61 | 39820
[16:12:05] 1.950 | 32228 | 33118 | 56 | 39821
[16:12:05] 2.000 | 33607 | 29951 | 65 | 39809
[16:12:05] 2.050 | 35031 | 34556 | 56 | 39816
[16:12:05] 2.100 | 34672 | 35849 | 66 | 39830
[16:12:05] 2.150 | 35940 | 38891 | 48 | 39781
[16:12:05] 2.200 | 31675 | 29579 | 65 | 39791
[16:12:05] 2.250 | 33429 | 32612 | 63 | 39830
[16:12:05] 2.300 | 31162 | 35068 | 53 | 39883
[16:12:05] 2.350 | 31397 | 33169 | 64 | 39902
[16:12:05] 2.400 | 34210 | 31482 | 59 | 39871
[16:12:05] 2.450 | 35226 | 35019 | 56 | 39914
[16:12:05] 2.500 | 33527 | 34510 | 64 | 39901
[16:12:05] ✅ Baseline complete. Starting main recording for 10 seconds...
[16:12:05] 2.550 | 33287 | 31932 | 60 | 39895
[16:12:05] 0.050 | 31322 | 33347 | 67 | 39899
[16:12:05] 0.100 | 34117 | 36258 | 67 | 39956
[16:12:06] 0.150 | 29180 | 34354 | 73 | 39914
[16:12:06] 0.200 | 37780 | 30687 | 69 | 39941
[16:12:06] 0.250 | 33600 | 32444 | 65 | 39973
[16:12:06] 0.300 | 36572 | 30577 | 44 | 40005
[16:12:06] 0.350 | 39618 | 31587 | 60 | 40006
[16:12:06] 0.400 | 35466 | 27826 | 53 | 40001
