timestamped_line
[18:02:35] ▶ Starting baseline phase for 2.5 seconds...
[18:02:35] t (s) | A | B | C | D
[18:02:35] 0.050 | 82 | 47082 | 47901 | 45664
[18:02:35] 0.100 | 85 | 47081 | 47920 | 45674
[18:02:35] 0.150 | 89 | 47086 | 47910 | 45676
[18:02:35] 0.200 | 84 | 47095 | 47918 | 45682
[18:02:35] 0.250 | 100 | 47080 | 47917 | 45676
[18:02:35] 0.300 | 75 | 47088 | 47905 | 45682
[18:02:36] 0.350 | 84 | 47078 | 47910 | 45682
[18:02:36] 0.400 | 85 | 47091 | 47922 | 45681
[18:02:36] 0.450 | 83 | 47082 | 47912 | 45677
[18:02:36] 0.500 | 90 | 47091 | 47930 | 45683
[18:02:36] 0.550 | 101 | 47088 | 47922 | 45694
[18:02:36] 0.600 | 87 | 47092 | 47917 | 45691
[18:02:36] 0.650 | 96 | 47086 | 47894 | 45681
[18:02:36] 0.700 | 85 | 47095 | 47925 | 45685
[18:02:36] 0.750 | 83 | 47094 | 47920 | 45686
[18:02:36] 0.800 | 84 | 47086 | 47908 | 45688
[18:02:36] 0.850 | 89 | 47087 | 47903 | 45684
[18:02:36] 0.900 | 82 | 47090 | 47914 | 45687
[18:02:36] 0.950 | 86 | 47082 | 47922 | 45678
[18:02:36] 1.000 | 79 | 47094 | 47919 | 45685
[18:02:36] 1.050 | 90 | 47091 | 47908 | 45677
[18:02:36] 1.100 | 79 | 47087 | 47904 | 45678
[18:02:36] 1.150 | 78 | 47091 | 47918 | 45679
[18:02:36] 1.200 | 88 | 47087 | 47912 | 45679
[18:02:36] 1.250 | 79 | 47087 | 47918 | 45670
[18:02:36] 1.300 | 92 | 47079 | 47930 | 45690
[18:02:37] 1.350 | 84 | 47094 | 47922 | 45692
[18:02:37] 1.400 | 73 | 47085 | 47921 | 45702
[18:02:37] 1.450 | 93 | 47088 | 47927 | 45693
[18:02:37] 1.500 | 84 | 47073 | 47924 | 45689
[18:02:37] 1.550 | 81 | 47082 | 47927 | 45688
[18:02:37] 1.600 | 91 | 47083 | 47919 | 45686
[18:02:37] 1.650 | 86 | 47079 | 47925 | 45694
[18:02:37] 1.700 | 87 | 47087 | 47927 | 45693
[18:02:37] 1.750 | 104 | 47094 | 47926 | 45705
[18:02:37] 1.800 | 94 | 47089 | 47918 | 45698
[18:02:37] 1.850 | 84 | 47076 | 47933 | 45690
[18:02:37] 1.900 | 82 | 47084 | 47913 | 45683
[18:02:37] 1.950 | 82 | 47087 | 47913 | 45693
[18:02:37] 2.000 | 87 | 47094 | 47928 | 45707
[18:02:37] 2.050 | 90 | 47098 | 47939 | 45688
[18:02:37] 2.100 | 82 | 47097 | 47923 | 45691
[18:02:37] 2.150 | 87 | 47094 | 47933 | 45682
[18:02:37] 2.200 | 89 | 47088 | 47928 | 45688
[18:02:37] 2.250 | 78 | 47087 | 47935 | 45699
[18:02:37] 2.300 | 99 | 47082 | 47930 | 45691
[18:02:38] 2.350 | 98 | 47091 | 47935 | 45696
[18:02:38] 2.400 | 99 | 47094 | 47951 | 45672
[18:02:38] 2.450 | 98 | 47089 | 47944 | 45677
[18:02:38] 2.500 | 92 | 47091 | 47947 | 45679
[18:02:38] ✅ Baseline complete. Starting main recording for 10 seconds...
[18:02:38] 2.550 | 93 | 47097 | 47935 | 45690
[18:02:38] 0.050 | 86 | 47106 | 47937 | 45684
[18:02:38] 0.100 | 94 | 47094 | 47932 | 45701
[18:02:38] 0.150 | 98 | 47099 | 47939 | 45681
[18:02:38] 0.200 | 93 | 47107 | 47950 | 45680
[18:02:38] 0.250 | 91 | 47096 | 47925 | 45691
[18:02:38] 0.300 | 95 | 47114 | 47926 | 45686
[18:02:38] 0.350 | 91 | 47105 | 47943 | 45688
[18:02:38] 0.400 | 100 | 47101 | 47930 | 45686
[18:02:38] 0.450 | 92 | 47104 | 47940 | 45688
[18:02:38] 0.500 | 100 | 47104 | 47939 | 45695
[18:02:38] 0.550 | 83 | 47105 | 47939 | 45681
[18:02:38] 0.600 | 95 | 47100 | 47933 | 45691
[18:02:38] 0.650 | 93 | 47099 | 47934 | 45684
[18:02:38] 0.700 | 91 | 47101 | 47929 | 45684
[18:02:38] 0.750 | 92 | 47097 | 47938 | 45688
[18:02:39] 0.800 | 95 | 47100 | 47942 | 45697
[18:02:39] 0.850 | 89 | 47098 | 47952 | 45690
[18:02:39] 0.900 | 78 | 47097 | 47932 | 45682
[18:02:39] 0.950 | 90 | 47102 | 47932 | 45695
[18:02:39] 1.000 | 85 | 47108 | 47946 | 45682
[18:02:39] 1.050 | 92 | 47100 | 47937 | 45694
[18:02:39] 1.100 | 97 | 47092 | 47933 | 45686
[18:02:39] 1.150 | 94 | 47108 | 47935 | 45689
[18:02:39] 1.200 | 82 | 47099 | 47935 | 45680
[18:02:39] 1.250 | 89 | 47110 | 47931 | 45694
[18:02:39] 1.300 | 76 | 47104 | 47941 | 45690
[18:02:39] 1.350 | 89 | 47112 | 47923 | 45674
[18:02:39] 1.400 | 98 | 47092 | 47933 | 45695
[18:02:39] 1.450 | 89 | 47107 | 47938 | 45679
[18:02:39] 1.500 | 88 | 47106 | 47929 | 45689
[18:02:39] 1.550 | 88 | 47104 | 47927 | 45682
[18:02:39] 1.600 | 100 | 47102 | 47941 | 45680
[18:02:39] 1.650 | 86 | 47116 | 47933 | 45686
[18:02:39] 1.700 | 97 | 47104 | 47944 | 45669
[18:02:39] 1.750 | 91 | 47094 | 47939 | 45679
[18:02:40] 1.800 | 87 | 47087 | 47954 | 45679
[18:02:40] 1.850 | 98 | 47110 | 47944 | 45689
[18:02:40] 1.900 | 103 | 47106 | 47960 | 45683
[18:02:40] 1.950 | 81 | 47101 | 47934 | 45685
[18:02:40] 2.000 | 88 | 47098 | 47913 | 45690
[18:02:40] 2.050 | 100 | 47109 | 47923 | 45699
[18:02:40] 2.100 | 91 | 47111 | 47933 | 45686
[18:02:40] 2.150 | 96 | 47106 | 47937 | 45686
[18:02:40] 2.200 | 80 | 47107 | 47937 | 45689
[18:02:40] 2.250 | 90 | 47117 | 47929 | 45677
[18:02:40] 2.300 | 83 | 47115 | 47937 | 45692
[18:02:40] 2.350 | 85 | 47111 | 47935 | 45693
[18:02:40] 2.400 | 86 | 47110 | 47940 | 45694
[18:02:40] 2.450 | 85 | 47100 | 47944 | 45684
[18:02:40] 2.500 | 93 | 47104 | 47939 | 45697
[18:02:40] 2.550 | 93 | 47101 | 47942 | 45695
[18:02:40] 2.600 | 86 | 47116 | 47938 | 45693
[18:02:40] 2.650 | 78 | 47098 | 47941 | 45683
[18:02:40] 2.700 | 93 | 47102 | 47946 | 45699
[18:02:40] 2.750 | 76 | 47108 | 47946 | 45697
[18:02:41] 2.800 | 93 | 47116 | 47947 | 45709
[18:02:41] 2.850 | 91 | 47106 | 47947 | 45700
[18:02:41] 2.900 | 88 | 47099 | 47946 | 45717
[18:02:41] 2.950 | 94 | 47107 | 47938 | 45712
[18:02:41] 3.000 | 98 | 47101 | 47951 | 45698
[18:02:41] 3.050 | 88 | 47107 | 47952 | 45709
[18:02:41] 3.100 | 90 | 47107 | 47951 | 45699
[18:02:41] 3.150 | 76 | 47103 | 47954 | 45705
[18:02:41] 3.200 | 87 | 47098 | 47956 | 45688
[18:02:41] 3.250 | 85 | 47093 | 47949 | 45693
[18:02:41] 3.300 | 85 | 47112 | 47954 | 45704
[18:02:41] 3.350 | 91 | 47106 | 47952 | 45707
[18:02:41] 3.400 | 87 | 47106 | 47944 | 45699
[18:02:41] 3.450 | 70 | 47110 | 47949 | 45700
[18:02:41] 3.500 | 74 | 47114 | 47947 | 45702
[18:02:41] 3.550 | 94 | 47102 | 47937 | 45701
[18:02:41] 3.600 | 89 | 47109 | 47940 | 45711
[18:02:41] 3.650 | 82 | 47121 | 47943 | 45707
[18:02:41] 3.700 | 91 | 47123 | 47961 | 45700
[18:02:41] 3.750 | 96 | 47129 | 47940 | 45697
[18:02:42] 3.800 | 78 | 47131 | 47947 | 45713
[18:02:42] 3.850 | 88 | 47122 | 47926 | 45718
[18:02:42] 3.900 | 82 | 47125 | 47962 | 45722
[18:02:42] 3.950 | 85 | 47123 | 47944 | 45714
[18:02:42] 4.000 | 94 | 47123 | 47958 | 45703
[18:02:42] 4.050 | 90 | 47127 | 47961 | 45698
[18:02:42] 4.100 | 89 | 47127 | 47957 | 45712
[18:02:42] 4.150 | 76 | 47136 | 47953 | 45699
[18:02:42] 4.200 | 94 | 47128 | 47958 | 45712
[18:02:42] 4.250 | 89 | 47127 | 47956 | 45718
[18:02:42] 4.300 | 94 | 47123 | 47951 | 45704
[18:02:42] 4.350 | 99 | 47130 | 47950 | 45732
[18:02:42] 4.400 | 83 | 47127 | 47953 | 45723
[18:02:42] 4.450 | 86 | 47122 | 47951 | 45716
[18:02:42] 4.500 | 79 | 47126 | 47963 | 45730
[18:02:42] 4.550 | 88 | 47123 | 47951 | 45723
[18:02:42] 4.600 | 91 | 47141 | 47967 | 45429
[18:02:42] 4.650 | 94 | 47262 | 48097 | 45287
[18:02:42] 4.700 | 67 | 47299 | 48178 | 45342
[18:02:42] 4.750 | 56 | 47335 | 48282 | 45469
