Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
4.15,19.644,-1.011,415,1023,1023
4.32,20.654,1.011,413,1023,1023
4.43,19.644,-1.011,413,1023,1023
5.05,20.654,1.011,1022,1023,1023
5.26,19.644,-1.011,1022,1023,1023
5.38,20.654,1.011,1022,1023,1023
5.49,19.644,-1.011,1022,1023,1023
5.60,20.654,1.011,1023,1023,1023
6.02,21.665,1.011,1023,1023,1023
6.13,20.654,-1.011,733,1021,1023
6.24,19.644,-1.011,1023,1023,1023
6.55,20.654,1.011,1023,1023,1023
6.87,21.665,1.011,1023,1023,1023
7.28,22.676,1.011,1023,1023,1023
7.40,23.687,1.011,1023,1023,1023
7.71,24.697,1.011,1023,1023,1023
8.02,25.708,1.011,1022,1023,1023
8.14,24.697,-1.011,1023,1023,1023
8.55,25.708,1.011,1023,1023,1023
8.77,24.697,-1.011,1023,1023,1023
8.88,25.708,1.011,1023,1023,1023
8.99,26.719,1.011,1023,1023,1022
9.20,27.729,1.011,1023,1023,1023
9.42,26.719,-1.011,1022,1023,1023
10.04,23.687,-3.032,881,1023,1023
10.25,24.697,1.011,737,1022,1023
10.36,25.708,1.011,689,1023,1023
10.47,26.719,1.011,648,1023,1023
10.59,28.740,2.021,626,1023,1023
10.80,29.751,1.011,590,1023,1022
11.01,30.762,1.011,563,1023,1023
11.23,31.772,1.011,530,1023,1023
11.34,32.783,1.011,517,1023,1023
11.55,31.772,-1.011,518,1023,1023
11.66,32.783,1.011,522,1023,1023
11.77,31.772,-1.011,536,1023,1023
11.89,30.762,-1.011,539,1023,1023
12.00,32.783,2.021,526,1023,1023
12.21,33.794,1.011,510,1023,1023
12.43,34.805,1.011,496,1023,1023
12.74,35.815,1.011,469,1023,1023
12.85,36.826,1.011,462,1023,1023
13.07,37.837,1.011,455,1023,1023
13.28,38.848,1.011,440,1023,1023
13.39,37.837,-1.011,435,1023,1023
13.50,39.858,2.021,427,1023,1023
13.82,38.848,-1.011,419,1023,1023
13.93,40.869,2.021,413,1023,1023
14.04,41.880,1.011,406,1023,1023
14.15,40.869,-1.011,404,1023,1023
14.27,41.880,1.011,394,1023,1023
14.58,42.891,1.011,372,1023,1023
14.79,43.901,1.011,361,1023,1023
14.91,42.891,-1.011,354,1023,1023
15.02,43.901,1.011,350,1023,1023
15.33,44.912,1.011,343,1023,1023
15.75,45.923,1.011,333,1023,1023
15.86,46.934,1.011,328,1023,1023
16.07,48.955,2.021,320,1022,1023
16.19,45.923,-3.032,336,1023,1023
16.30,36.826,-9.097,468,1023,1023
16.41,31.772,-5.054,581,1023,1023
16.52,28.740,-3.032,652,1023,1023
16.64,26.719,-2.021,799,1023,1023
16.75,23.687,-3.032,876,1023,1023
16.96,22.676,-1.011,875,1023,1023
17.18,21.665,-1.011,887,1023,1023
17.29,20.654,-1.011,892,1023,1023
17.81,21.665,1.011,901,1023,1023
17.92,20.654,-1.011,892,1023,1023
18.13,21.665,1.011,890,1023,1023
18.25,20.654,-1.011,891,1023,1023
18.46,19.644,-1.011,885,1023,1022
18.57,20.654,1.011,889,1023,1023
18.79,19.644,-1.011,881,1023,1023
19.10,20.654,1.011,876,1023,1023
19.82,21.665,1.011,879,1023,1023
19.93,20.654,-1.011,883,1023,1023
20.15,21.665,1.011,875,1023,1023
20.46,20.654,-1.011,873,1023,1023
20.57,21.665,1.011,865,1023,1023
20.69,22.676,1.011,866,1022,1023
21.00,24.697,2.021,857,1023,1023
21.21,25.708,1.011,800,1023,1023
21.32,27.729,2.021,712,1023,1023
21.44,30.762,3.032,650,1023,1023
21.55,31.772,1.011,609,1023,1023
21.66,32.783,1.011,581,1023,1023
21.87,35.815,3.032,537,1023,1023
21.99,36.826,1.011,518,1023,1023
22.10,37.837,1.011,506,1023,1023
22.21,39.858,2.021,470,1023,1023
22.42,40.869,1.011,444,1023,1023
22.64,41.880,1.011,432,1023,1023
22.75,40.869,-1.011,431,1023,1023
22.86,41.880,1.011,430,1023,1023
22.97,40.869,-1.011,432,1023,1023
23.09,41.880,1.011,431,1023,1023
23.20,40.869,-1.011,431,1023,1023
23.31,41.880,1.011,433,1023,1023
23.52,42.891,1.011,424,1023,1023
23.63,41.880,-1.011,423,1023,1023
23.75,40.869,-1.011,428,1023,1023
23.86,39.858,-1.011,433,1023,1023
23.97,40.869,1.011,433,1023,1023
24.19,38.848,-2.021,444,1023,1023
24.30,39.858,1.011,445,1023,1023
24.41,38.848,-1.011,445,1023,1023
24.52,39.858,1.011,449,1023,1023
24.64,38.848,-1.011,456,1023,1023
24.75,39.858,1.011,451,1023,1023
24.96,40.869,1.011,429,1023,1023
25.07,41.880,1.011,412,1023,1023
25.19,42.891,1.011,400,1023,1023
25.30,44.912,2.021,384,1023,1023
25.41,41.880,-3.032,431,1023,1023
25.52,33.794,-8.086,553,1023,1023
25.63,29.751,-4.043,632,1023,1023
25.75,27.729,-2.021,678,1023,1022
25.86,26.719,-1.011,749,1023,1023
25.97,25.708,-1.011,861,1023,1023
26.09,22.676,-3.032,882,1023,1023
26.30,21.665,-1.011,874,1023,1023
26.51,20.654,-1.011,893,1023,1023
26.73,19.644,-1.011,1023,1023,1023
26.84,20.654,1.011,1022,1023,1023
27.16,19.644,-1.011,1023,1023,1023
27.27,20.654,1.011,1023,1023,1023
27.69,18.633,-2.021,1022,1023,1023
27.80,20.654,2.021,1023,1023,1023
27.92,19.644,-1.011,1023,1023,1023
28.03,21.665,2.021,1010,1023,1023
28.14,20.654,-1.011,1023,1023,1023
28.46,19.644,-1.011,1023,1023,1023
28.57,20.654,1.011,968,1023,1023
28.79,21.665,1.011,877,1023,1023
29.30,22.676,1.011,877,1022,1023
29.51,24.697,2.021,884,1023,1023
29.63,25.708,1.011,815,1023,1023
29.74,27.729,2.021,748,1023,1023
29.85,30.762,3.032,661,1023,1023
29.96,31.772,1.011,604,1023,1023
30.07,33.794,2.021,573,1023,1023
30.19,35.815,2.021,557,1023,1023
30.40,37.837,2.021,500,1023,1023
30.51,39.858,2.021,481,1023,1023
30.72,40.869,1.011,454,1023,1023
30.84,41.880,1.011,450,1023,1023
30.95,42.891,1.011,444,1023,1023
31.06,43.901,1.011,420,1023,1023
31.37,46.934,3.032,371,1023,1023
31.59,47.944,1.011,342,1023,1023
31.70,48.955,1.011,338,1023,1023
31.81,49.966,1.011,332,1022,1023
31.92,48.955,-1.011,329,1023,1023
32.04,47.944,-1.011,329,1023,1023
32.25,48.955,1.011,327,1023,1023
32.56,47.944,-1.011,326,1023,1023
32.68,48.955,1.011,324,1023,1023
32.79,49.966,1.011,323,1023,1023
33.00,47.944,-2.021,329,1023,1023
33.12,40.869,-7.075,452,1022,1023
33.23,33.794,-7.075,557,1023,1023
33.34,29.751,-4.043,643,1023,1023
33.45,26.719,-3.032,787,1023,1023
33.57,24.697,-2.021,883,1023,1023
33.68,21.665,-3.032,897,1023,1023
33.89,20.654,-1.011,893,1023,1023
34.31,19.644,-1.011,1022,1023,1023
34.63,20.654,1.011,1022,1023,1023
34.74,19.644,-1.011,1023,1023,1023
34.85,20.654,1.011,1023,1023,1023
34.97,18.633,-2.021,1023,1023,1023
35.08,19.644,1.011,1022,1023,1023
35.50,20.654,1.011,1023,1023,1023
35.71,19.644,-1.011,1023,1023,1023
36.13,20.654,1.011,856,1022,1023
36.54,22.676,2.021,879,1023,1023
36.66,25.708,3.032,874,1023,1023
36.77,26.719,1.011,747,1023,1023
36.88,30.762,4.043,640,1023,1023
36.99,33.794,3.032,553,1023,1023
37.10,34.805,1.011,536,1023,1023
37.22,37.837,3.032,521,1023,1023
37.43,40.869,3.032,462,1023,1023
37.54,41.880,1.011,444,1023,1023
37.65,42.891,1.011,424,1023,1023
37.76,43.901,1.011,403,1023,1023
37.88,44.912,1.011,383,1023,1023
37.99,45.923,1.011,370,1023,1023
38.10,46.934,1.011,357,1023,1023
38.31,47.944,1.011,344,1023,1023
38.63,48.955,1.011,333,1023,1022
38.94,49.966,1.011,325,1023,1023
39.15,50.977,1.011,323,1023,1023
39.27,49.966,-1.011,322,1023,1023
39.48,50.977,1.011,321,1023,1023
39.59,49.966,-1.011,320,1022,1023
39.91,46.934,-3.032,341,1023,1023
40.02,40.869,-6.064,441,1023,1023
40.13,36.826,-4.043,515,1023,1023
40.25,32.783,-4.043,551,1023,1023
40.36,31.772,-1.011,606,1023,1023
40.47,28.740,-3.032,660,1023,1023
40.58,26.719,-2.021,739,1023,1023
40.70,25.708,-1.011,865,1023,1023
40.91,24.697,-1.011,891,1023,1023
41.02,22.676,-2.021,884,1023,1023
41.14,20.654,-2.021,879,1023,1023
41.65,19.644,-1.011,895,1023,1023
41.87,20.654,1.011,962,1023,1023
42.18,19.644,-1.011,1023,1023,1023
42.30,20.654,1.011,1022,1023,1023
42.92,19.644,-1.011,1023,1023,1023
43.03,20.654,1.011,1022,1023,1023
43.14,19.644,-1.011,1023,1023,1023
43.36,20.654,1.011,1023,1023,1023
43.47,19.644,-1.011,1023,1023,1023
43.69,20.654,1.011,876,1023,1023
43.90,21.665,1.011,875,1023,1023
44.11,22.676,1.011,899,1023,1023
44.22,23.687,1.011,895,1023,1023
44.34,26.719,3.032,853,1023,1023
44.45,27.729,1.011,767,1023,1023
44.56,30.762,3.032,668,1023,1023
44.67,31.772,1.011,604,1023,1023
44.78,33.794,2.021,564,1023,1023
44.90,35.815,2.021,541,1023,1023
45.01,37.837,2.021,510,1023,1023
45.12,39.858,2.021,475,1023,1023
45.23,40.869,1.011,453,1023,1023
45.44,42.891,2.021,426,1023,1023
45.56,43.901,1.011,409,1023,1023
45.67,44.912,1.011,402,1023,1023
45.78,43.901,-1.011,393,1022,1023
45.89,44.912,1.011,387,1023,1023
46.00,45.923,1.011,382,1023,1023
46.52,46.934,1.011,364,1023,1023
46.63,47.944,1.011,362,1023,1023
47.05,48.955,1.011,340,1023,1023
47.16,49.966,1.011,344,1023,1022
47.27,39.858,-10.107,485,1023,1023
47.38,31.772,-8.086,643,1023,1023
47.50,27.729,-4.043,795,1023,1023
47.61,23.687,-4.043,880,1023,1023
47.72,21.665,-2.021,904,1023,1023
47.94,22.676,1.011,889,1023,1023
48.05,20.654,-2.021,886,1023,1023
48.37,19.644,-1.011,1023,1023,1023
48.58,20.654,1.011,1022,1022,1023
48.69,19.644,-1.011,1023,1023,1023
49.01,20.654,1.011,1023,1023,1023
49.12,19.644,-1.011,1023,1023,1023
49.44,20.654,1.011,1022,1023,1023
49.55,19.644,-1.011,1023,1023,1023
49.87,20.654,1.011,1023,1022,1023
50.29,22.676,2.021,895,1023,1023
50.50,24.697,2.021,884,1023,1023
50.71,26.719,2.021,828,1023,1023
50.82,27.729,1.011,765,1023,1023
50.93,30.762,3.032,674,1023,1023
51.05,31.772,1.011,626,1023,1023
51.16,34.805,3.032,572,1022,1023
51.27,33.794,-1.011,561,1023,1023
51.38,35.815,2.021,536,1023,1023
51.50,37.837,2.021,498,1023,1023
51.61,39.858,2.021,474,1023,1023
51.72,40.869,1.011,452,1023,1023
51.83,41.880,1.011,445,1023,1023
51.94,42.891,1.011,439,1023,1023
