Time(s),Force(N),DeltaF(N),FSR1,FSR2,FSR3
52.16,43.901,1.011,416,1023,1023
52.47,44.912,1.011,390,1023,1023
52.58,43.901,-1.011,390,1023,1023
52.90,44.912,1.011,378,1023,1023
53.21,42.891,-2.021,432,1023,1023
53.32,38.848,-4.043,491,1023,1023
53.44,34.805,-4.043,565,1023,1023
53.55,30.762,-4.043,652,1023,1023
53.66,28.740,-2.021,797,1023,1023
53.78,25.708,-3.032,880,1023,1023
53.89,23.687,-2.021,884,1023,1023
54.00,22.676,-1.011,891,1022,1023
54.12,21.665,-1.011,887,1023,1023
54.23,20.654,-1.011,890,1023,1023
54.54,19.644,-1.011,1022,1023,1023
54.76,20.654,1.011,1023,1023,1023
54.97,19.644,-1.011,1023,1023,1023
55.09,18.633,-1.011,1023,1023,1023
55.20,20.654,2.021,1023,1023,1023
55.31,19.644,-1.011,1023,1023,1023
55.43,20.654,1.011,1022,1023,1023
56.15,21.665,1.011,883,1023,1023
56.26,22.676,1.011,888,1023,1023
56.37,23.687,1.011,886,1023,1023
56.58,26.719,3.032,861,1023,1023
56.70,27.729,1.011,803,1023,1023
56.81,28.740,1.011,761,1023,1023
56.92,29.751,1.011,690,1023,1023
57.03,30.762,1.011,629,1023,1023
57.14,32.783,2.021,588,1022,1023
57.25,33.794,1.011,568,1023,1023
57.37,35.815,2.021,547,1023,1023
57.48,37.837,2.021,529,1023,1023
57.69,40.869,3.032,472,1023,1023
57.90,39.858,-1.011,455,1023,1023
58.02,40.869,1.011,452,1023,1023
58.43,41.880,1.011,442,1023,1023
58.54,42.891,1.011,439,1023,1023
58.66,41.880,-1.011,439,1023,1023
58.77,43.901,2.021,432,1023,1023
58.88,42.891,-1.011,425,1023,1023
58.99,43.901,1.011,404,1023,1023
59.21,45.923,2.021,386,1023,1023
59.42,40.869,-5.054,441,1023,1023
59.53,34.805,-6.064,545,1023,1023
59.65,30.762,-4.043,625,1023,1023
59.76,27.729,-3.032,760,1023,1023
59.87,26.719,-1.011,835,1023,1023
59.98,24.697,-2.021,873,1023,1023
60.10,23.687,-1.011,890,1023,1023
60.21,21.665,-2.021,884,1023,1023
60.32,19.644,-2.021,1023,1023,1023
60.54,18.633,-1.011,1023,1023,1023
60.65,20.654,2.021,1022,1023,1023
60.77,19.644,-1.011,1023,1023,1023
60.88,20.654,1.011,1022,1023,1023
60.99,19.644,-1.011,1023,1023,1023
61.21,20.654,1.011,1023,1023,1023
61.32,19.644,-1.011,1023,1023,1023
