timestamped_line
[16:54:54] ▶ Starting baseline phase for 2.5 seconds...
[16:54:54] t (s) | A | B | C | D
[16:54:54] 0.050 | 30704 | 30676 | 70 | 44780
[16:54:54] 0.100 | 31774 | 35848 | 81 | 44748
[16:54:54] 0.150 | 33112 | 40406 | 84 | 44779
[16:54:54] 0.200 | 35150 | 32581 | 91 | 44813
[16:54:54] 0.250 | 33455 | 35813 | 74 | 44795
[16:54:54] 0.300 | 30265 | 31774 | 69 | 44708
[16:54:54] 0.350 | 34134 | 31691 | 64 | 44675
[16:54:54] 0.400 | 42189 | 32530 | 81 | 44728
[16:54:54] 0.450 | 38318 | 31564 | 78 | 44721
[16:54:54] 0.500 | 34844 | 29492 | 83 | 44786
[16:54:54] 0.550 | 34343 | 31574 | 78 | 44830
[16:54:54] 0.600 | 34447 | 32493 | 57 | 44908
[16:54:54] 0.650 | 35867 | 32753 | 84 | 44864
[16:54:54] 0.700 | 35072 | 27611 | 71 | 44843
[16:54:54] 0.750 | 35065 | 27138 | 87 | 44846
[16:54:54] 0.800 | 33931 | 32598 | 70 | 44890
[16:54:54] 0.850 | 31079 | 32862 | 68 | 44892
[16:54:55] 0.900 | 31604 | 34042 | 80 | 44838
[16:54:55] 0.950 | 34740 | 33247 | 72 | 44886
[16:54:55] 1.000 | 37688 | 30731 | 87 | 44902
[16:54:55] 1.050 | 34555 | 37769 | 71 | 44772
[16:54:55] 1.100 | 31983 | 32987 | 72 | 44840
[16:54:55] 1.150 | 32394 | 30871 | 80 | 44828
[16:54:55] 1.200 | 34171 | 31678 | 81 | 44897
[16:54:55] 1.250 | 26381 | 32255 | 82 | 44904
[16:54:55] 1.300 | 34479 | 32810 | 70 | 44951
[16:54:55] 1.350 | 34621 | 33490 | 55 | 45017
[16:54:55] 1.400 | 31949 | 26813 | 71 | 44991
[16:54:55] 1.450 | 32135 | 33654 | 70 | 44925
[16:54:55] 1.500 | 38350 | 33248 | 72 | 44876
[16:54:55] 1.550 | 35986 | 25752 | 68 | 44809
[16:54:55] 1.600 | 34937 | 31105 | 60 | 44847
[16:54:55] 1.650 | 33841 | 30956 | 67 | 44769
[16:54:55] 1.700 | 32827 | 29267 | 80 | 44802
[16:54:55] 1.750 | 30934 | 36412 | 75 | 44757
[16:54:55] 1.800 | 35912 | 27647 | 75 | 44825
[16:54:55] 1.850 | 34479 | 38382 | 71 | 44845
[16:54:56] 1.900 | 32509 | 31754 | 84 | 44790
[16:54:56] 1.950 | 33102 | 30733 | 71 | 44835
[16:54:56] 2.000 | 33961 | 33497 | 68 | 44836
[16:54:56] 2.050 | 35629 | 34259 | 79 | 44784
[16:54:56] 2.100 | 35565 | 32456 | 86 | 44856
[16:54:56] 2.150 | 37774 | 36740 | 68 | 44827
[16:54:56] 2.200 | 35394 | 27257 | 49 | 44840
[16:54:56] 2.250 | 36381 | 30751 | 68 | 44840
[16:54:56] 2.300 | 32735 | 32248 | 82 | 44839
[16:54:56] 2.350 | 28991 | 31347 | 93 | 44838
[16:54:56] 2.400 | 32342 | 37928 | 85 | 44840
[16:54:56] 2.450 | 31553 | 36909 | 80 | 44868
[16:54:56] 2.500 | 30315 | 32650 | 72 | 44760
[16:54:56] ✅ Baseline complete. Starting main recording for 10 seconds...
[16:54:56] 2.550 | 31802 | 36679 | 80 | 44704
[16:54:56] 0.050 | 33893 | 29247 | 64 | 44738
[16:54:56] 0.100 | 36704 | 36466 | 78 | 44747
[16:54:56] 0.150 | 33428 | 32529 | 73 | 44690
[16:54:56] 0.200 | 35418 | 28348 | 75 | 44678
[16:54:56] 0.250 | 33340 | 34327 | 67 | 44699
[16:54:56] 0.300 | 28429 | 31551 | 73 | 44642
[16:54:57] 0.350 | 40386 | 33950 | 80 | 44598
[16:54:57] 0.400 | 36124 | 38261 | 78 | 44609
[16:54:57] 0.450 | 32113 | 32813 | 73 | 44624
[16:54:57] 0.500 | 33060 | 30740 | 80 | 44640
[16:54:57] 0.550 | 36992 | 27062 | 83 | 44648
[16:54:57] 0.600 | 27702 | 34923 | 82 | 44678
[16:54:57] 0.650 | 30000 | 34869 | 84 | 44622
[16:54:57] 0.700 | 33444 | 33268 | 84 | 44639
[16:54:57] 0.750 | 33068 | 31497 | 67 | 44630
[16:54:57] 0.800 | 31244 | 33952 | 81 | 44633
[16:54:57] 0.850 | 31312 | 31880 | 70 | 44628
[16:54:57] 0.900 | 33708 | 34210 | 76 | 44719
[16:54:57] 0.950 | 30249 | 31071 | 88 | 44739
[16:54:57] 1.000 | 34818 | 33532 | 85 | 44748
[16:54:57] 1.050 | 37013 | 32539 | 91 | 44759
[16:54:57] 1.100 | 41946 | 31077 | 66 | 44780
[16:54:57] 1.150 | 31848 | 35687 | 67 | 44791
[16:54:57] 1.200 | 36798 | 33771 | 60 | 44783
[16:54:57] 1.250 | 31150 | 30028 | 78 | 44795
[16:54:57] 1.300 | 35885 | 35582 | 81 | 44717
[16:54:58] 1.350 | 33816 | 31348 | 64 | 44669
[16:54:58] 1.400 | 32661 | 34812 | 84 | 44804
[16:54:58] 1.450 | 33424 | 31492 | 68 | 44854
[16:54:58] 1.500 | 35910 | 33678 | 62 | 44962
[16:54:58] 1.550 | 32956 | 31827 | 69 | 44943
[16:54:58] 1.600 | 33411 | 29835 | 71 | 44959
[16:54:58] 1.650 | 36554 | 34083 | 71 | 45045
[16:54:58] 1.700 | 34521 | 31091 | 73 | 45000
[16:54:58] 1.750 | 30401 | 30073 | 65 | 45037
[16:54:58] 1.800 | 32350 | 28033 | 71 | 45067
[16:54:58] 1.850 | 33575 | 30603 | 73 | 45053
[16:54:58] 1.900 | 33795 | 32607 | 72 | 45072
[16:54:58] 1.950 | 33663 | 34644 | 83 | 45063
[16:54:58] 2.000 | 34725 | 35292 | 75 | 45117
[16:54:58] 2.050 | 34607 | 34364 | 85 | 45241
[16:54:58] 2.100 | 30934 | 35072 | 97 | 45224
[16:54:58] 2.150 | 30618 | 35577 | 74 | 45226
[16:54:58] 2.200 | 35359 | 33297 | 74 | 45286
[16:54:58] 2.250 | 33719 | 35487 | 74 | 45237
[16:54:58] 2.300 | 36987 | 33464 | 74 | 45177
[16:54:59] 2.350 | 39393 | 36715 | 67 | 45203
[16:54:59] 2.400 | 33696 | 33149 | 85 | 45150
[16:54:59] 2.450 | 32774 | 30964 | 79 | 45159
[16:54:59] 2.500 | 33976 | 30733 | 77 | 45178
[16:54:59] 2.550 | 35730 | 35823 | 63 | 45141
[16:54:59] 2.600 | 27129 | 30428 | 68 | 45171
[16:54:59] 2.650 | 30615 | 32136 | 71 | 45263
[16:54:59] 2.700 | 34464 | 33589 | 74 | 45307
[16:54:59] 2.750 | 34461 | 33133 | 70 | 45273
[16:54:59] 2.800 | 35241 | 30745 | 61 | 45358
[16:54:59] 2.850 | 35902 | 38907 | 64 | 45301
[16:54:59] 2.900 | 36922 | 33365 | 67 | 45291
[16:54:59] 2.950 | 31610 | 31880 | 58 | 45217
[16:54:59] 3.000 | 30763 | 36197 | 75 | 45162
[16:54:59] 3.050 | 29125 | 33837 | 82 | 45131
[16:54:59] 3.100 | 30223 | 36690 | 70 | 45130
[16:54:59] 3.150 | 31398 | 31479 | 97 | 45069
[16:54:59] 3.200 | 31578 | 30301 | 77 | 45078
[16:54:59] 3.250 | 33331 | 34589 | 80 | 45028
[16:54:59] 3.300 | 31006 | 30766 | 76 | 45084
[16:55:00] 3.350 | 35472 | 30816 | 68 | 45075
[16:55:00] 3.400 | 32141 | 32053 | 78 | 45106
[16:55:00] 3.450 | 35525 | 31268 | 59 | 45119
[16:55:00] 3.500 | 33599 | 34346 | 76 | 45013
[16:55:00] 3.550 | 34874 | 31356 | 67 | 44995
[16:55:00] 3.600 | 34086 | 32819 | 65 | 45055
[16:55:00] 3.650 | 33360 | 32703 | 54 | 45057
[16:55:00] 3.700 | 32981 | 31744 | 84 | 45058
[16:55:00] 3.750 | 34316 | 30663 | 74 | 45047
[16:55:00] 3.800 | 33929 | 37679 | 80 | 45073
[16:55:00] 3.850 | 31722 | 36635 | 80 | 45121
[16:55:00] 3.900 | 36054 | 36650 | 65 | 45170
[16:55:00] 3.950 | 39247 | 30974 | 84 | 45155
[16:55:00] 4.000 | 38936 | 34099 | 66 | 45157
[16:55:00] 4.050 | 37226 | 36371 | 77 | 45124
[16:55:00] 4.100 | 30444 | 32694 | 66 | 45103
[16:55:00] 4.150 | 29907 | 35115 | 69 | 45074
[16:55:00] 4.200 | 32394 | 31941 | 60 | 45032
[16:55:00] 4.250 | 36271 | 31525 | 99 | 45018
[16:55:00] 4.300 | 32452 | 32129 | 65 | 45015
[16:55:01] 4.350 | 35059 | 24654 | 68 | 45050
[16:55:01] 4.400 | 31507 | 31268 | 89 | 45101
[16:55:01] 4.450 | 33695 | 35735 | 84 | 45113
[16:55:01] 4.500 | 35178 | 34256 | 64 | 45048
[16:55:01] 4.550 | 30908 | 35598 | 64 | 44989
[16:55:01] 4.600 | 35141 | 35253 | 71 | 45072
[16:55:01] 4.650 | 35781 | 35308 | 81 | 45021
[16:55:01] 4.700 | 35751 | 30667 | 75 | 45053
[16:55:01] 4.750 | 26257 | 31280 | 72 | 45049
[16:55:01] 4.800 | 33679 | 36081 | 71 | 45052
[16:55:01] 4.850 | 33773 | 32419 | 66 | 45043
[16:55:01] 4.900 | 34808 | 31020 | 60 | 45068
[16:55:01] 4.950 | 31940 | 32948 | 73 | 45037
[16:55:01] 5.000 | 34281 | 30350 | 64 | 45073
[16:55:01] 5.050 | 32857 | 31705 | 81 | 45111
[16:55:01] 5.100 | 36113 | 31036 | 65 | 45130
[16:55:01] 5.150 | 33930 | 31756 | 79 | 45117
[16:55:01] 5.200 | 31880 | 31274 | 80 | 45001
[16:55:01] 5.250 | 31261 | 34104 | 67 | 44970
[16:55:01] 5.300 | 32404 | 33679 | 83 | 44910
[16:55:02] 5.350 | 34475 | 33812 | 75 | 44912
[16:55:02] 5.400 | 33483 | 33424 | 77 | 44919
[16:55:02] 5.450 | 28910 | 27952 | 68 | 44913
[16:55:02] 5.500 | 36520 | 31425 | 69 | 44888
[16:55:02] 5.550 | 30942 | 30783 | 58 | 44831
[16:55:02] 5.600 | 34376 | 34192 | 69 | 44820
[16:55:02] 5.650 | 31449 | 25409 | 78 | 44806
[16:55:02] 5.700 | 31222 | 32055 | 83 | 44842
[16:55:02] 5.750 | 33564 | 32329 | 71 | 44830
[16:55:02] 5.800 | 28533 | 35889 | 89 | 44833
[16:55:02] 5.850 | 30241 | 30439 | 72 | 44858
[16:55:02] 5.900 | 32521 | 31155 | 60 | 44888
[16:55:02] 5.950 | 32224 | 36242 | 59 | 44882
[16:55:02] 6.000 | 36009 | 28927 | 66 | 44906
[16:55:02] 6.050 | 36677 | 33171 | 87 | 44989
[16:55:02] 6.100 | 34179 | 33264 | 86 | 44986
[16:55:02] 6.150 | 35650 | 34044 | 79 | 44957
